Status,ACCURACY,RUNTIME,recent_samples_size,batch_size,detection_buf_size,overlap,alpha,gamma,statistical_test,approximation_type,subset_bound
Failed,,,2672,4688,3254,0.623,0.358,1.585,str('t-test'),str('bounded'),36
Failed,,,2950,3126,2325,0.952,0.342,0.436,str('ks-test'),str('bounded'),15
Failed,,,3323,386,3841,0.691,0.418,4.164,str('ks-test'),str('bounded'),10
Failed,,,4855,2889,1198,0.043,0.224,0.55,str('t-test'),str('bounded'),20
Failed,,,552,1457,2805,0.838,0.901,7.368,str('ks-test'),str('bounded'),43
Failed,,,465,2990,1675,0.323,0.261,3.95,str('ks-test'),str('bounded'),22
Failed,,,4747,1260,4520,0.557,0.614,8.42,str('t-test'),str('bounded'),42
Failed,,,3157,3753,597,0.209,0.807,6.996,str('ks-test'),str('bounded'),26
Failed,,,1354,494,3366,0.911,0.068,0.06,str('t-test'),str('bounded'),12
Failed,,,2023,4902,4032,0.78,0.128,2.642,str('ks-test'),str('bounded'),37
Failed,,,2564,696,2437,0.109,0.997,9.416,str('t-test'),str('bounded'),1
Failed,,,4099,3199,2605,0.625,0.673,5.843,str('ks-test'),str('bounded'),17
Failed,,,1037,2397,1086,0.484,0.452,1.525,str('t-test'),str('bounded'),46
Failed,,,704,4136,3094,0.027,0.535,1.225,str('ks-test'),str('bounded'),33
Failed,,,3766,212,874,0.853,0.34,6.788,str('t-test'),str('bounded'),6
Failed,,,2858,2707,4167,0.381,0.021,7.866,str('ks-test'),str('bounded'),16
Failed,,,2317,1639,2023,0.739,0.855,4.836,str('t-test'),str('bounded'),47
Failed,,,2643,3370,655,0.297,0.436,8.165,str('ks-test'),str('bounded'),13
Failed,,,3449,2055,3583,0.313,0.205,5.441,str('t-test'),str('bounded'),40
Failed,,,4416,4559,1535,0.953,0.405,9.369,str('ks-test'),str('bounded'),31
Failed,,,134,938,4929,0.158,0.719,3.645,str('t-test'),str('bounded'),7
Failed,,,95,4288,1265,0.845,0.751,1.402,str('t-test'),str('bounded'),12
Failed,,,4377,57,4729,0.019,0.124,5.676,str('ks-test'),str('bounded'),27
Failed,,,3488,2553,234,0.747,0.299,9.603,str('t-test'),str('bounded'),41
Failed,,,1685,1794,3617,0.388,0.576,2.784,str('ks-test'),str('bounded'),22
Failed,,,2278,3603,4280,0.305,0.636,0.21,str('t-test'),str('bounded'),46
Failed,,,2819,1896,2066,0.57,0.489,7.18,str('ks-test'),str('bounded'),17
Failed,,,3805,4402,2816,0.166,0.184,8.255,str('t-test'),str('bounded'),1
Failed,,,743,1099,683,0.961,0.941,3.82,str('ks-test'),str('bounded'),38
Failed,,,1076,2836,2717,0.55,0.047,3.5,str('t-test'),str('bounded'),48
Failed,,,4138,1413,1129,0.315,0.829,9.18,str('ks-test'),str('bounded'),16
Failed,,,2525,3909,3754,0.919,0.53,5.611,str('t-test'),str('bounded'),5
Failed,,,1984,342,2245,0.217,0.346,2.385,str('ks-test'),str('bounded'),33
Failed,,,1541,3962,2315,0.426,0.707,8.438,str('t-test'),str('bounded'),28
Failed,,,3196,853,3166,0.772,0.714,8.029,str('ks-test'),str('bounded'),31
Failed,,,4708,3359,1796,0.493,0.894,6.606,str('t-test'),str('bounded'),40
Failed,,,426,2238,4554,0.633,0.231,1.077,str('ks-test'),str('bounded'),24
Failed,,,591,3146,997,0.151,0.621,7.58,str('ks-test'),str('bounded'),38
Failed,,,4894,2353,2537,0.977,0.255,4.4,str('t-test'),str('bounded'),25
Failed,,,3283,4849,2348,0.257,0.075,0.782,str('ks-test'),str('bounded'),9
Failed,,,1502,652,3964,0.616,0.8,6.508,str('t-test'),str('bounded'),30
Failed,,,2711,538,508,0.434,0.14,3.364,str('t-test'),str('bounded'),35
Failed,,,4225,3044,4452,0.831,0.439,1.975,str('ks-test'),str('bounded'),49
Failed,,,1184,1304,1586,0.035,0.686,5.003,str('t-test'),str('bounded'),14
Failed,,,890,4603,4861,0.447,0.333,7.198,str('ks-test'),str('bounded'),2
Failed,,,3932,992,1446,0.681,0.542,0.424,str('t-test'),str('bounded'),36
Failed,,,3044,3489,3515,0.085,0.848,4.309,str('ks-test'),str('bounded'),45
Failed,,,2482,2109,24,0.787,0.027,8.627,str('t-test'),str('bounded'),19
Failed,,,1832,2663,1934,0.902,0.218,6.202,str('ks-test'),str('bounded'),43
Failed,,,1646,3445,113,0.578,0.92,2.259,str('ks-test'),str('bounded'),23
Failed,,,4602,4092,786,0.504,0.732,2.845,str('ks-test'),str('bounded'),10
Failed,,,300,159,3026,0.364,0.393,9.78,str('t-test'),str('bounded'),28
Failed,,,223,2638,3903,0.051,0.954,8.528,str('ks-test'),str('bounded'),35
Failed,,,3693,4340,2752,0.419,0.47,0.484,str('ks-test'),str('bounded'),18
Failed,,,1754,144,1216,0.715,0.655,7.453,str('t-test'),str('bounded'),45
Failed,,,2405,4472,1798,0.6,0.589,9.876,str('ks-test'),str('bounded'),20
Failed,,,3122,1202,4665,0.273,0.286,3.058,str('t-test'),str('bounded'),44
Failed,,,4010,3709,454,0.993,0.106,1.675,str('ks-test'),str('bounded'),28
Failed,,,811,1968,3240,0.135,0.769,5.949,str('t-test'),str('bounded'),11
Failed,,,1105,4017,236,0.348,0.249,6.254,str('ks-test'),str('bounded'),25
Failed,,,4304,407,3727,0.519,0.876,0.726,str('t-test'),str('bounded'),39
Failed,,,2789,2903,1392,0.247,0.701,4.613,str('ks-test'),str('bounded'),29
Failed,,,2072,1524,4803,0.886,0.424,7.677,str('t-test'),str('bounded'),9
Failed,,,1423,3404,2966,0.802,0.364,5.259,str('ks-test'),str('bounded'),33
Failed,,,3362,2328,724,0.069,0.511,2.033,str('t-test'),str('bounded'),5
Failed,,,1393,4742,328,0.102,0.41,4.964,str('t-test'),str('bounded'),7
Failed,,,514,901,2153,0.462,0.059,8.828,str('t-test'),str('bounded'),50
Failed,,,348,4952,3517,0.945,0.667,2.326,str('t-test'),str('bounded'),15
Failed,,,4787,722,133,0.181,0.458,5.355,str('ks-test'),str('bounded'),49
Failed,,,3273,3218,4984,0.585,0.152,9.28,str('t-test'),str('bounded'),32
Failed,,,1316,2459,1523,0.289,0.972,3.715,str('ks-test'),str('bounded'),7
Failed,,,1905,3094,934,0.404,0.783,1.134,str('t-test'),str('bounded'),31
Failed,,,2604,1388,3068,0.731,0.093,6.859,str('ks-test'),str('bounded'),8
Failed,,,4216,3893,1973,0.003,0.268,7.931,str('t-test'),str('bounded'),22
Failed,,,999,591,4183,0.861,0.608,4.751,str('ks-test'),str('bounded'),41
Failed,,,665,3578,2496,0.648,0.379,2.571,str('t-test'),str('bounded'),26
Failed,,,3883,2154,4006,0.477,0.746,9.506,str('ks-test'),str('bounded'),12
Failed,,,2898,4651,1035,0.756,0.925,5.929,str('t-test'),str('bounded'),21
Failed,,,2199,1083,2620,0.117,0.2,1.459,str('ks-test'),str('bounded'),43
Failed,,,1608,4157,4455,0.201,0.015,4.035,str('t-test'),str('bounded'),17
Failed,,,3565,267,1696,0.935,0.86,8.354,str('ks-test'),str('bounded'),47
Failed,,,3614,1586,4099,0.232,0.907,1.732,str('t-test'),str('bounded'),20
Failed,,,17,1653,586,0.534,0.314,0.151,str('ks-test'),str('bounded'),1
Failed,,,3,2762,2302,0.136,0.101,9.515,str('t-test'),str('bounded'),23
Failed,,,4472,1641,3887,0.993,0.774,2.54,str('ks-test'),str('bounded'),40
Failed,,,3564,4148,1229,0.271,0.585,1.471,str('t-test'),str('bounded'),31
Failed,,,1616,258,2739,0.599,0.291,5.9,str('ks-test'),str('bounded'),7
Failed,,,2195,4660,4649,0.718,0.481,8.323,str('t-test'),str('bounded'),33
Failed,,,2904,1093,1814,0.422,0.644,4.045,str('ks-test'),str('bounded'),6
Failed,,,3872,3589,3227,0.812,0.964,0.122,str('t-test'),str('bounded'),16
Failed,,,684,2166,467,0.049,0.161,6.936,str('ks-test'),str('bounded'),48
Failed,,,1015,3903,3711,0.464,0.821,5.386,str('t-test'),str('bounded'),37
Failed,,,4202,600,252,0.667,0.054,2.317,str('ks-test'),str('bounded'),1
Failed,,,2613,3105,4790,0.069,0.369,3.744,str('t-test'),str('bounded'),18
Failed,,,1904,1399,1405,0.802,0.506,9.268,str('ks-test'),str('bounded'),46
Failed,,,1322,3206,740,0.889,0.69,6.85,str('t-test'),str('bounded'),22
Failed,,,3270,2447,2950,0.25,0.435,1.165,str('ks-test'),str('bounded'),42
Failed,,,4971,4834,4315,0.665,0.817,3.149,str('ks-test'),str('bounded'),14
Failed,,,336,713,4301,0.344,0.887,7.96,str('ks-test'),str('bounded'),12
Failed,,,523,4843,120,0.861,0.278,0.714,str('ks-test'),str('bounded'),29
Failed,,,4971,910,3531,0.003,0.597,6.283,str('t-test'),str('bounded'),10
Failed,,,3378,3416,1508,0.733,0.793,7.668,str('ks-test'),str('bounded'),20
Failed,,,1409,2339,5000,0.405,0.082,4.644,str('t-test'),str('bounded'),43
Failed,,,2090,2891,3082,0.286,0.148,2.062,str('ks-test'),str('bounded'),19
Failed,,,2778,1512,921,0.582,0.977,5.247,str('t-test'),str('bounded'),45
Failed,,,4311,4008,4199,0.184,0.662,8.86,str('ks-test'),str('bounded'),36
Failed,,,1102,398,1957,0.947,0.463,3.14,str('t-test'),str('bounded'),3
Failed,,,810,3697,4019,0.532,0.551,4.065,str('ks-test'),str('bounded'),14
Failed,,,4019,1956,2483,0.33,0.325,8.54,str('t-test'),str('bounded'),50
Failed,,,3109,4462,2636,0.935,0.005,7.422,str('ks-test'),str('bounded'),34
Failed,,,2421,1193,1019,0.202,0.871,0.493,str('t-test'),str('bounded'),4
Failed,,,1743,4350,1682,0.115,0.93,3.069,str('ks-test'),str('bounded'),30
Failed,,,3711,153,4468,0.754,0.195,9.847,str('t-test'),str('bounded'),8
Failed,,,4456,2774,3421,0.331,0.561,6.925,str('t-test'),str('bounded'),37
Failed,,,228,1856,3437,0.652,0.74,1.644,str('t-test'),str('bounded'),39
Failed,,,306,4100,4742,0.963,0.178,0.395,str('ks-test'),str('bounded'),50
Failed,,,4598,167,1252,0.168,0.946,7.209,str('t-test'),str('bounded'),13
Failed,,,3632,2673,3633,0.566,0.631,8.597,str('ks-test'),str('bounded'),5
Failed,,,1822,1596,218,0.302,0.494,4.318,str('t-test'),str('bounded'),34
Failed,,,2498,3478,2053,0.389,0.31,1.744,str('ks-test'),str('bounded'),10
Failed,,,3031,2098,4293,0.748,0.566,6.174,str('t-test'),str('bounded'),29
Failed,,,3940,4595,667,0.018,0.762,9.789,str('ks-test'),str('bounded'),39
Failed,,,889,984,2832,0.845,0.113,2.813,str('t-test'),str('bounded'),24
Failed,,,1181,3033,1115,0.636,0.899,4.388,str('ks-test'),str('bounded'),11
Failed,,,4232,1293,2731,0.496,0.226,7.608,str('t-test'),str('bounded'),27
Failed,,,2700,3799,2230,0.77,0.416,6.499,str('ks-test'),str('bounded'),44
Failed,,,2167,530,3770,0.099,0.709,0.814,str('t-test'),str('bounded'),20
Failed,,,2573,4891,403,0.695,0.712,0.052,str('ks-test'),str('bounded'),22
Failed,,,2022,685,3248,0.43,0.412,7.026,str('t-test'),str('bounded'),41
Failed,,,4805,4943,2167,0.516,0.238,4.74,str('t-test'),str('bounded'),26
Failed,,,3153,506,2318,0.622,0.528,2.631,str('t-test'),str('bounded'),48
Failed,,,4765,2999,2799,0.144,0.831,1.555,str('ks-test'),str('bounded'),32
Failed,,,454,1269,1204,0.97,0.045,5.835,str('t-test'),str('bounded'),6
Failed,,,561,2880,4526,0.488,0.684,3.003,str('t-test'),str('bounded'),33
Failed,,,4854,1447,1669,0.629,0.441,9.934,str('ks-test'),str('bounded'),5
Failed,,,3338,3951,3370,0.107,0.138,6.048,str('t-test'),str('bounded'),14
Failed,,,1527,374,594,0.778,0.986,1.574,str('ks-test'),str('bounded'),50
Failed,,,2128,4700,2431,0.912,0.802,4.156,str('t-test'),str('bounded'),25
Failed,,,2661,821,4038,0.21,0.073,8.468,str('ks-test'),str('bounded'),39
Failed,,,4271,3314,1082,0.556,0.257,7.357,str('t-test'),str('bounded'),29
Failed,,,1220,2204,2608,0.322,0.619,0.577,str('ks-test'),str('bounded'),9
Failed,,,928,4256,868,0.16,0.395,2.132,str('t-test'),str('bounded'),19
Failed,,,3979,15,3100,0.955,0.73,5.157,str('ks-test'),str('bounded'),44
Failed,,,2992,2519,2020,0.309,0.909,8.774,str('t-test'),str('bounded'),27
Failed,,,2459,1749,4171,0.574,0.216,3.206,str('ks-test'),str('bounded'),11
Failed,,,4676,2649,570,0.48,0.384,5.959,str('ks-test'),str('bounded'),25
Failed,,,3672,1940,106,0.382,0.85,6.349,str('ks-test'),str('bounded'),4
Failed,,,4559,4435,4933,0.852,0.54,7.739,str('t-test'),str('bounded'),18
Failed,,,267,1141,1531,0.026,0.335,4.553,str('ks-test'),str('bounded'),45
Failed,,,189,3545,379,0.338,0.771,3.302,str('t-test'),str('bounded'),43
Failed,,,4637,2112,3160,0.54,0.104,8.988,str('ks-test'),str('bounded'),21
Failed,,,3750,4616,1726,0.194,0.288,5.1,str('t-test'),str('bounded'),10
Failed,,,1782,1039,4582,0.927,0.587,1.88,str('ks-test'),str('bounded'),28
Failed,,,2382,4192,2671,0.762,0.653,4.454,str('t-test'),str('bounded'),2
Failed,,,3070,312,1141,0.122,0.472,7.523,str('ks-test'),str('bounded'),36
Failed,,,4058,2806,3820,0.644,0.169,6.409,str('t-test'),str('bounded'),45
Failed,,,849,1695,2214,0.472,0.956,0.884,str('ks-test'),str('bounded'),19
Failed,,,1141,4997,4234,0.011,0.057,1.829,str('t-test'),str('bounded'),4
Failed,,,4350,757,2078,0.868,0.819,6.109,str('ks-test'),str('bounded'),35
Failed,,,2739,3260,2882,0.398,0.509,9.717,str('t-test'),str('bounded'),49
Failed,,,2051,2491,652,0.725,0.366,2.905,str('ks-test'),str('bounded'),14
Failed,,,1361,3765,3838,0.264,0.347,9.443,str('ks-test'),str('bounded'),15
Failed,,,3417,1355,4722,0.294,0.699,7.299,str('ks-test'),str('bounded'),25
Failed,,,4932,3849,163,0.94,0.878,8.683,str('t-test'),str('bounded'),9
Failed,,,484,556,3644,0.176,0.247,4.251,str('ks-test'),str('bounded'),30
Failed,,,375,4062,1888,0.659,0.606,7.084,str('ks-test'),str('bounded'),7
Failed,,,4844,442,4112,0.456,0.27,0.304,str('t-test'),str('bounded'),31
Failed,,,3231,2945,852,0.81,0.091,3.882,str('ks-test'),str('bounded'),40
