Status,ACCURACY,RUNTIME,recent_samples_size,batch_size,detection_buf_size,overlap,alpha,gamma,statistical_test,approximation_type,subset_bound
Completed,0.71,248,206,619,38,0.459,0.539,5.414,str('ks-test'),str('full'),546
Completed,0.71,90,2231,1472,4710,0.946,0.776,7.298,str('ks-test'),str('bounded'),4800
Completed,0.71,434,2548,196,4582,0.32,0.903,0.045,str('ks-test'),str('full'),1161
Completed,0.71,203,1547,733,1603,0.725,0.018,8.724,str('ks-test'),str('full'),32
Completed,0.71,142,3158,912,628,0.971,0.344,6.446,str('t-test'),str('full'),3746
Completed,0.71,124,807,1153,3974,0.862,0.225,1.819,str('t-test'),str('full'),3112
Completed,0.71,264,3961,562,3874,0.924,0.743,8.306,str('ks-test'),str('bounded'),2450
Completed,0.71,694,2802,760,2925,0.128,0.203,5.055,str('ks-test'),str('bounded'),2013
Completed,0.71,385,1293,184,884,0.783,0.816,3.719,str('ks-test'),str('bounded'),1834
Completed,0.71,242,1913,894,4525,0.382,0.377,9.812,str('t-test'),str('bounded'),4245
Completed,0.71,306,709,468,3521,0.679,0.928,6.834,str('t-test'),str('bounded'),3813
Completed,0.71,433,2276,496,1943,0.33,0.139,9.295,str('t-test'),str('bounded'),1674
Completed,0.71,82,2582,1723,2359,0.964,0.013,3.365,str('t-test'),str('full'),3038
Completed,0.71,256,974,690,948,0.594,0.683,7.195,str('t-test'),str('bounded'),1560
Completed,0.71,605,4933,250,2657,0.438,0.305,4.004,str('t-test'),str('bounded'),2288
Completed,0.71,140,4362,790,1301,0.848,0.988,7.594,str('ks-test'),str('bounded'),4718
Completed,0.71,110,919,2055,1743,0.478,0.862,4.754,str('ks-test'),str('full'),1238
Completed,0.71,127,4420,1381,4409,0.572,0.25,6.563,str('ks-test'),str('full'),111
Completed,0.71,262,4034,719,446,0.435,0.766,1.347,str('ks-test'),str('bounded'),3953
Completed,0.71,187,2719,604,1351,0.637,0.289,4.676,str('ks-test'),str('bounded'),4065
Completed,0.71,333,1376,966,4955,0.294,0.668,6.641,str('ks-test'),str('bounded'),4589
Completed,0.71,158,569,1275,3906,0.395,0.333,2.413,str('t-test'),str('full'),2503
Completed,0.71,226,1986,425,1079,0.883,0.104,0.544,str('t-test'),str('bounded'),2154
Completed,0.71,180,2930,1652,872,0.256,0.235,7.117,str('t-test'),str('full'),3137
Completed,0.71,181,2192,653,3515,0.842,0.349,1.061,str('t-test'),str('bounded'),4427
Completed,0.71,117,4861,1032,1731,0.951,0.219,5.652,str('t-test'),str('bounded'),3793
Completed,0.71,108,436,1248,832,0.698,0.392,9.179,str('ks-test'),str('bounded'),2431
Completed,0.71,489,4280,321,2853,0.354,0.528,2.059,str('ks-test'),str('bounded'),1378
Completed,0.71,183,3101,826,3788,0.589,0.044,3.807,str('ks-test'),str('bounded'),1817
Completed,0.71,1333,1641,114,2371,0.496,0.913,7.471,str('ks-test'),str('bounded'),1994
Completed,0.71,329,3448,665,2272,0.307,0.433,2.699,str('t-test'),str('full'),2582
Completed,0.71,402,2446,265,4000,0.65,0.555,6.07,str('t-test'),str('full'),3728
Completed,0.71,173,1105,1087,3110,0.417,0.002,8.071,str('t-test'),str('full'),3216
Completed,0.71,258,4802,472,775,0.511,0.887,0.658,str('t-test'),str('full'),3093
Completed,0.71,305,534,373,1675,0.765,0.691,4.161,str('ks-test'),str('full'),626
Completed,0.71,309,4182,1183,4634,0.172,0.328,7.063,str('ks-test'),str('full'),527
Completed,0.71,135,4591,1609,1525,0.378,0.568,8.177,str('ks-test'),str('bounded'),4666
Completed,0.71,2489,3819,160,2071,0.118,0.067,6.331,str('ks-test'),str('full'),2932
Completed,0.71,127,2621,977,1135,0.821,0.615,9.68,str('ks-test'),str('full'),2743
Completed,0.71,102,1013,1436,2233,0.739,0.193,1.012,str('ks-test'),str('bounded'),1735
Completed,0.71,331,3241,443,4698,0.482,0.18,3.275,str('t-test'),str('full'),172
Completed,0.71,120,2045,1117,1407,0.576,0.808,5.532,str('t-test'),str('full'),981
Completed,0.71,178,4381,870,3192,0.715,0.626,0.238,str('t-test'),str('full'),366
Completed,0.71,115,4705,2137,171,0.402,0.2,9.791,str('t-test'),str('full'),2358
Completed,0.71,380,3353,571,995,0.286,0.801,4.332,str('ks-test'),str('bounded'),357
Completed,0.71,146,2010,991,2704,0.628,0.181,6.902,str('ks-test'),str('bounded'),796
Completed,0.71,817,690,168,4249,0.425,0.64,8.962,str('ks-test'),str('bounded'),993
Completed,0.71,160,4650,764,1895,0.518,0.254,2.311,str('ks-test'),str('bounded'),161
Completed,0.71,244,3715,813,3559,0.489,0.556,4.693,str('ks-test'),str('bounded'),3099
Completed,0.71,1043,2255,119,287,0.582,0.427,6.502,str('ks-test'),str('bounded'),3210
Completed,0.71,247,2562,1393,411,0.213,0.301,1.163,str('ks-test'),str('full'),2081
Completed,0.71,154,896,1830,4688,0.428,0.355,1.028,str('ks-test'),str('bounded'),1235
Completed,0.71,213,1444,564,1530,0.666,0.072,1.492,str('ks-test'),str('full'),4266
Completed,0.71,176,2635,1543,1688,0.306,0.218,8.861,str('ks-test'),str('bounded'),392
Completed,0.71,313,4431,304,4842,0.538,0.497,8.699,str('ks-test'),str('full'),4716
Completed,0.71,862,1166,95,2613,0.956,0.141,5.109,str('t-test'),str('full'),1775
Completed,0.71,201,4127,924,2228,0.393,0.533,0.317,str('t-test'),str('full'),1945
Completed,0.71,213,2825,460,1179,0.838,0.308,4.779,str('t-test'),str('full'),2226
Completed,0.71,215,2353,1174,3977,0.279,0.894,9.396,str('t-test'),str('full'),1419
Completed,0.71,122,662,994,1587,0.752,0.386,6.161,str('t-test'),str('full'),3869
Completed,0.71,168,2713,656,4545,0.886,0.063,3.952,str('t-test'),str('full'),4632
Completed,0.71,99,122,1473,3728,0.708,0.925,8.264,str('t-test'),str('bounded'),959
Completed,0.71,684,1915,198,614,0.448,0.642,9.374,str('t-test'),str('full'),4149
Completed,0.71,53,4361,1254,4000,0.787,0.688,5.622,str('ks-test'),str('bounded'),3022
Completed,0.71,142,1633,838,3022,0.624,0.325,2.24,str('ks-test'),str('full'),1379
Completed,0.71,768,319,354,4159,0.18,0.585,2.933,str('ks-test'),str('full'),1659
Completed,0.71,151,813,508,801,0.548,0.952,4.172,str('t-test'),str('bounded'),2541
Completed,0.71,530,3779,969,4351,0.117,0.374,8.753,str('t-test'),str('bounded'),3660
Completed,0.71,184,1518,1787,2671,0.296,0.736,3.387,str('t-test'),str('full'),2021
Completed,0.71,494,2552,183,2824,0.687,0.599,5.717,str('t-test'),str('bounded'),3304
Completed,0.71,425,2077,680,2019,0.244,0.199,0.96,str('t-test'),str('bounded'),2821
Completed,0.71,316,3501,813,416,0.261,0.431,2.694,str('ks-test'),str('bounded'),1170
Completed,0.71,167,470,1149,3376,0.379,0.014,7.361,str('ks-test'),str('bounded'),331
Completed,0.71,283,4705,339,1780,0.939,0.66,2.137,str('ks-test'),str('bounded'),814
Completed,0.71,254,3307,618,3784,0.466,0.186,3.577,str('ks-test'),str('bounded'),3264
Completed,0.71,282,734,2294,2965,0.131,0.798,9.266,str('ks-test'),str('full'),2407
Completed,0.71,128,1283,1016,1064,0.9,0.519,8.177,str('ks-test'),str('bounded'),3093
Completed,0.71,176,4583,769,2811,0.769,0.911,1.634,str('ks-test'),str('bounded'),3544
Completed,0.71,68,3736,1386,3351,0.935,0.337,7.619,str('t-test'),str('full'),3808
Completed,0.71,135,1014,860,4961,0.725,0.708,4.598,str('t-test'),str('bounded'),603
Completed,0.71,450,3192,1454,4437,0.102,0.378,4.934,str('t-test'),str('full'),4901
Completed,0.71,321,932,636,3543,0.312,0.515,7.85,str('t-test'),str('bounded'),758
Completed,0.71,190,2590,1013,250,0.422,0.931,1.893,str('t-test'),str('bounded'),274
Completed,0.71,195,2118,474,4904,0.99,0.271,7.293,str('t-test'),str('bounded'),1030
Completed,0.71,259,3538,373,2678,0.505,0.101,9.015,str('ks-test'),str('bounded'),3106
Completed,0.71,176,4086,1610,795,0.277,0.318,8.543,str('ks-test'),str('full'),2391
Completed,0.71,366,4821,857,3893,0.201,0.871,5.803,str('ks-test'),str('bounded'),2764
Completed,0.71,118,3426,725,1835,0.706,0.347,9.754,str('ks-test'),str('bounded'),74
Completed,0.71,1237,1398,285,3324,0.146,0.948,4.509,str('ks-test'),str('bounded'),1143
Completed,0.71,138,86,1060,4463,0.591,0.211,0.046,str('ks-test'),str('bounded'),801
Completed,0.71,103,4319,1193,2938,0.92,0.411,3.646,str('t-test'),str('bounded'),2565
Completed,0.71,285,1292,155,790,0.9,0.676,6.557,str('t-test'),str('bounded'),3363
Completed,0.71,210,3066,510,2745,0.789,0.775,1.545,str('t-test'),str('bounded'),2581
Completed,0.71,277,656,776,1362,0.316,0.227,9.334,str('t-test'),str('bounded'),3688
Completed,0.71,357,3581,884,237,0.212,0.486,5.554,str('ks-test'),str('bounded'),180
Completed,0.71,296,200,325,3850,0.674,0.504,2.788,str('ks-test'),str('bounded'),974
Completed,0.71,651,2061,953,3297,0.105,0.094,0.566,str('ks-test'),str('bounded'),649
Completed,0.71,378,4158,262,1914,0.5,0.918,7.774,str('ks-test'),str('bounded'),505
Completed,0.71,139,480,1242,1220,0.57,0.845,3.7,str('ks-test'),str('bounded'),3529
Completed,0.71,693,2408,622,1636,0.141,0.31,0.923,str('ks-test'),str('bounded'),3209
Completed,0.71,183,3875,673,3018,0.744,0.702,8.708,str('ks-test'),str('bounded'),3060
Completed,0.71,147,1575,799,4123,0.844,0.959,7.43,str('t-test'),str('bounded'),809
Completed,0.71,473,4649,416,511,0.261,0.037,4.659,str('t-test'),str('bounded'),346
Completed,0.71,113,2780,1038,2344,0.955,0.617,2.44,str('t-test'),str('bounded'),27
Completed,0.71,758,1000,171,3727,0.431,0.385,9.652,str('t-test'),str('bounded'),1128
Completed,0.71,171,3352,1178,3496,0.341,0.984,1.158,str('ks-test'),str('full'),4853
Completed,0.71,225,1114,901,3228,0.451,0.737,6.861,str('ks-test'),str('full'),1202
Completed,0.71,423,2889,244,2343,0.567,0.024,1.419,str('ks-test'),str('full'),277
Completed,0.71,189,4379,1001,492,0.368,0.9,4.222,str('ks-test'),str('full'),543
Completed,0.71,358,428,1615,2110,0.094,0.236,7.56,str('ks-test'),str('bounded'),4717
Completed,0.71,319,1467,339,3984,0.736,0.374,9.063,str('ks-test'),str('full'),790
Completed,0.71,183,4178,550,2984,0.835,0.127,6.085,str('t-test'),str('full'),2729
Completed,0.71,265,2476,1217,1447,0.205,0.598,0.633,str('t-test'),str('full'),3596
Completed,0.71,186,1639,1309,2595,0.316,0.102,4.924,str('t-test'),str('bounded'),2284
Completed,0.71,160,3901,808,2179,0.903,0.312,5.029,str('t-test'),str('full'),422
Completed,0.71,99,984,1421,573,0.681,0.584,1.764,str('t-test'),str('bounded'),4985
Completed,0.71,4995,2121,220,3699,0.021,0.964,0.445,str('t-test'),str('full'),747
Completed,0.71,775,3523,432,25,0.158,0.674,7.848,str('t-test'),str('full'),10
Completed,0.71,484,834,536,1611,0.259,0.824,7.064,str('ks-test'),str('full'),3196
Completed,0.71,121,2531,1114,2514,0.626,0.415,2.47,str('ks-test'),str('full'),2813
Completed,0.71,1152,4735,124,4657,0.435,0.537,4.665,str('ks-test'),str('full'),2616
Completed,0.71,162,1744,706,1187,0.552,0.189,9.865,str('ks-test'),str('full'),3560
Completed,0.71,520,3943,169,1073,0.729,0.858,2.839,str('t-test'),str('bounded'),1982
Completed,0.71,210,1929,836,4458,0.348,0.387,7.628,str('t-test'),str('bounded'),1696
Completed,0.71,243,336,421,2715,0.593,0.506,5.434,str('t-test'),str('bounded'),1313
Completed,0.71,181,3634,1093,1722,0.46,0.222,0.039,str('t-test'),str('bounded'),2199
Completed,0.71,495,723,1145,218,0.125,0.278,4.875,str('ks-test'),str('bounded'),4127
Completed,0.71,201,2810,488,4254,0.989,0.992,9.654,str('ks-test'),str('bounded'),4394
Completed,0.71,463,1701,114,1990,0.815,0.642,2.055,str('ks-test'),str('bounded'),3881
Completed,0.71,930,1068,311,4929,0.183,0.16,4.053,str('ks-test'),str('bounded'),1512
Completed,0.71,141,3078,890,910,0.799,0.57,9.231,str('ks-test'),str('bounded'),2477
Completed,0.71,122,1353,951,2864,0.881,0.795,1.871,str('ks-test'),str('bounded'),1729
Completed,0.71,60,4291,1208,3782,0.546,0.704,3.277,str('t-test'),str('bounded'),4910
Completed,0.71,165,2199,620,381,0.413,0.052,8.445,str('t-test'),str('bounded'),3926
Completed,0.71,105,4816,1278,301,0.935,0.207,2.422,str('t-test'),str('full'),1088
Completed,0.71,188,69,644,2455,0.651,0.931,5.642,str('t-test'),str('bounded'),4319
Completed,0.71,3434,3289,52,3426,0.27,0.341,1.075,str('t-test'),str('bounded'),4663
Completed,0.71,374,463,797,447,0.232,0.796,1.938,str('t-test'),str('bounded'),4677
Completed,0.71,519,3683,209,3830,0.849,0.458,7.284,str('t-test'),str('bounded'),4313
Completed,0.71,542,3315,683,4447,0.17,0.828,6.912,str('t-test'),str('full'),4690
Completed,0.71,1313,703,74,1185,0.83,0.317,2.287,str('t-test'),str('full'),4303
Completed,0.71,243,4148,481,2927,0.968,0.045,9.364,str('t-test'),str('full'),4380
Completed,0.71,322,2279,329,4257,0.533,0.479,5.867,str('ks-test'),str('full'),1302
Completed,0.71,178,4980,977,136,0.468,0.997,1.108,str('ks-test'),str('full'),2166
Completed,0.71,266,183,833,3430,0.356,0.647,7.867,str('ks-test'),str('full'),1620
Completed,0.71,177,1892,729,778,0.723,0.091,5.132,str('ks-test'),str('full'),3762
Completed,0.71,2099,4582,88,4860,0.277,0.577,0.358,str('ks-test'),str('full'),4626
Completed,0.71,284,570,609,1597,0.415,0.788,8.597,str('ks-test'),str('full'),4078
Completed,0.71,1101,3709,459,577,0.103,0.72,6.466,str('t-test'),str('full'),2230
Completed,0.71,943,1455,238,3535,0.213,0.883,4.403,str('t-test'),str('full'),1528
Completed,0.71,148,3754,882,2109,0.786,0.404,9.796,str('t-test'),str('full'),1923
Completed,0.71,699,2135,128,1995,0.995,0.709,3.538,str('ks-test'),str('bounded'),3159
Completed,0.71,163,3026,584,4051,0.821,0.935,5.615,str('ks-test'),str('bounded'),3080
Completed,0.71,351,1135,421,2566,0.633,0.617,9.616,str('t-test'),str('bounded'),1236
Completed,0.71,326,2638,1766,3095,0.146,0.629,1.198,str('t-test'),str('full'),3921
Completed,0.71,4755,3207,25,3174,0.425,0.467,4.107,str('t-test'),str('bounded'),2837
Completed,0.71,206,907,626,2451,0.575,0.946,8.881,str('t-test'),str('bounded'),3701
Completed,0.71,114,4254,1159,4142,0.749,0.658,2.127,str('t-test'),str('bounded'),2528
Completed,0.71,145,2368,997,2974,0.81,0.85,3.125,str('ks-test'),str('bounded'),694
Completed,0.71,121,3631,1378,4755,0.608,0.226,9.696,str('ks-test'),str('full'),3835
Completed,0.71,140,2785,789,963,0.886,0.515,6.047,str('ks-test'),str('bounded'),617
Completed,0.71,2301,94,184,4654,0.114,0.028,0.654,str('ks-test'),str('bounded'),1013
Completed,0.71,203,2084,1248,4568,0.324,0.955,9.395,str('ks-test'),str('bounded'),291
Completed,0.71,194,4393,604,1072,0.677,0.444,4.805,str('ks-test'),str('bounded'),677
Completed,0.71,220,3068,714,1263,0.493,0.682,1.474,str('ks-test'),str('bounded'),993
Completed,0.71,932,455,112,3118,0.507,0.171,6.868,str('ks-test'),str('bounded'),597
Completed,0.71,344,3588,272,4134,0.943,0.352,8.373,str('t-test'),str('bounded'),3681
Completed,0.71,224,1252,445,2401,0.863,0.001,0.134,str('t-test'),str('bounded'),2510
Completed,0.71,90,2520,1939,346,0.536,0.875,7.058,str('t-test'),str('full'),2025
Completed,0.71,123,209,1290,4037,0.464,0.395,2.456,str('t-test'),str('full'),1483
Completed,0.71,324,3951,1085,3240,0.137,0.52,5.355,str('t-test'),str('bounded'),3365
Completed,0.71,115,3199,1102,894,0.753,0.213,7.624,str('t-test'),str('bounded'),1218
Completed,0.71,493,812,495,4742,0.247,0.7,2.865,str('t-test'),str('bounded'),354
Completed,0.71,182,1649,689,2594,0.923,0.423,0.864,str('t-test'),str('bounded'),45
Completed,0.71,90,2902,1695,4680,0.719,0.549,6.323,str('t-test'),str('full'),4485
Completed,0.71,68,2990,2295,3404,0.999,0.185,4.69,str('t-test'),str('bounded'),2593
Completed,0.71,384,4135,660,510,0.33,0.29,2.723,str('t-test'),str('full'),1547
Completed,0.71,623,2254,813,1684,0.142,0.234,2.351,str('ks-test'),str('full'),4645
Completed,0.71,509,4865,169,2680,0.858,0.744,7.124,str('ks-test'),str('full'),3781
Completed,0.71,235,287,391,632,0.966,0.893,3.884,str('ks-test'),str('full'),4954
Completed,0.71,1089,2016,549,3283,0.085,0.344,1.616,str('ks-test'),str('full'),2187
Completed,0.71,99,890,1419,555,0.745,0.199,0.818,str('ks-test'),str('bounded'),3212
Completed,0.71,112,4639,1195,2326,0.915,0.823,6.374,str('ks-test'),str('full'),1324
Completed,0.71,1494,2824,143,29,0.227,0.055,9.859,str('ks-test'),str('full'),1639
Completed,0.71,150,525,752,4345,0.773,0.535,4.614,str('ks-test'),str('full'),2494
Completed,0.71,95,4262,1641,3538,0.572,0.41,7.572,str('ks-test'),str('bounded'),2979
Completed,0.71,131,3637,902,2858,0.712,0.973,0.608,str('t-test'),str('full'),4322
Completed,0.71,611,947,296,1510,0.288,0.486,5.233,str('t-test'),str('full'),4708
Completed,0.71,224,141,1910,2801,0.194,0.774,9.024,str('t-test'),str('bounded'),836
Completed,0.71,365,3904,396,4457,0.395,0.151,3.155,str('t-test'),str('full'),4007
Completed,0.71,112,679,1252,2650,0.544,0.703,1.344,str('t-test'),str('full'),3526
Completed,0.71,121,4421,1046,4628,0.872,0.329,5.844,str('t-test'),str('bounded'),1628
Completed,0.71,116,1862,2391,4725,0.345,0.419,4.886,str('t-test'),str('full'),3220
Completed,0.71,3541,3118,311,3019,0.048,0.543,7.923,str('t-test'),str('bounded'),1309
Completed,0.71,123,429,915,1359,0.952,0.056,2.527,str('t-test'),str('bounded'),2174
Completed,0.71,90,4163,1784,916,0.655,0.929,9.665,str('t-test'),str('full'),2668
Completed,0.71,87,2303,1622,1932,0.843,0.623,5.585,str('ks-test'),str('full'),830
Completed,0.71,157,3536,753,190,0.514,0.499,2.237,str('ks-test'),str('bounded'),4017
Completed,0.71,111,1302,1209,3141,0.684,0.147,9.221,str('ks-test'),str('bounded'),4721
Completed,0.71,91,2545,1414,3978,0.981,0.771,3.586,str('ks-test'),str('full'),438
Completed,0.71,356,3926,566,2497,0.316,0.628,4.003,str('ks-test'),str('bounded'),4336
Completed,0.71,77,1907,2002,3062,0.9,0.952,6.076,str('ks-test'),str('full'),3287
Completed,0.71,255,3154,372,4836,0.698,0.079,1.731,str('ks-test'),str('bounded'),1555
Completed,0.71,246,843,981,793,0.302,0.589,6.493,str('ks-test'),str('bounded'),1950
Completed,0.71,487,4606,1401,1324,0.1,0.465,0.702,str('ks-test'),str('full'),2579
Completed,0.71,532,1696,164,1855,0.618,0.289,9.746,str('ks-test'),str('bounded'),2257
Completed,0.71,224,4307,810,2538,0.382,0.8,4.494,str('ks-test'),str('bounded'),1871
Completed,0.71,174,3684,1655,3253,0.272,0.365,7.396,str('t-test'),str('full'),527
Completed,0.71,280,2732,1141,1967,0.24,0.903,8.736,str('t-test'),str('bounded'),3774
Completed,0.71,201,30,534,3666,0.759,0.385,3.354,str('t-test'),str('bounded'),4639
Completed,0.71,118,3378,953,3560,0.956,0.69,9.595,str('ks-test'),str('full'),912
Completed,0.71,133,1783,852,611,0.849,0.916,1.278,str('ks-test'),str('full'),364
Completed,0.71,93,3040,1838,2275,0.554,0.043,5.915,str('ks-test'),str('bounded'),4795
Completed,0.71,80,1159,1686,1101,0.989,0.481,9.335,str('t-test'),str('bounded'),1711
Completed,0.71,156,4917,699,1622,0.663,0.606,3.486,str('t-test'),str('full'),3443
Completed,0.71,287,2623,502,733,0.479,0.266,0.253,str('t-test'),str('full'),3127
Completed,0.71,126,237,1106,4893,0.52,0.754,5.47,str('t-test'),str('full'),2741
Completed,0.71,91,4004,1507,2836,0.816,0.13,2.337,str('t-test'),str('bounded'),2100
Completed,0.71,352,1618,1752,3439,0.124,0.782,6.437,str('t-test'),str('bounded'),3867
Completed,0.71,137,2857,863,4285,0.297,0.158,0.744,str('t-test'),str('full'),667
Completed,0.71,354,477,257,86,0.703,0.677,5.996,str('t-test'),str('full'),282
Completed,0.71,72,4229,2356,2169,0.876,0.302,1.827,str('t-test'),str('bounded'),4565
Completed,0.71,811,3606,104,1414,0.767,0.862,8.787,str('ks-test'),str('full'),3370
Completed,0.71,132,4730,1602,4926,0.437,0.726,8.645,str('ks-test'),str('bounded'),2014
Completed,0.71,194,1548,588,4397,0.909,0.527,2.105,str('ks-test'),str('full'),2824
Completed,0.71,188,108,1459,1666,0.264,0.889,0.328,str('ks-test'),str('bounded'),1778
Completed,0.71,264,1812,367,2832,0.46,0.67,5.416,str('ks-test'),str('full'),3708
Completed,0.71,130,4198,1016,1563,0.54,0.183,0.035,str('ks-test'),str('full'),2843
Completed,0.71,186,3365,269,4487,0.896,0.553,0.349,str('ks-test'),str('bounded'),737
Completed,0.71,88,3089,1754,1950,0.735,0.366,2.769,str('ks-test'),str('full'),4957
Completed,0.71,216,874,478,1040,0.825,0.949,6.061,str('ks-test'),str('bounded'),565
Completed,0.71,238,4939,1010,3165,0.253,0.018,4.469,str('ks-test'),str('bounded'),1155
Completed,0.71,555,290,1224,3962,0.092,0.311,1.756,str('t-test'),str('bounded'),3274
Completed,0.71,265,4349,419,1835,0.518,0.718,7.722,str('t-test'),str('bounded'),2508
Completed,0.71,162,3762,680,4712,0.664,0.922,8.468,str('t-test'),str('bounded'),1010
Completed,0.71,124,1259,1077,659,0.613,0.573,2.931,str('t-test'),str('bounded'),215
Completed,0.71,57,3034,4457,799,0.888,0.897,4.6,str('t-test'),str('full'),79
Completed,0.71,134,988,934,3008,0.991,0.653,5.246,str('ks-test'),str('bounded'),3421
Completed,0.71,343,474,649,26,0.267,0.826,6.788,str('t-test'),str('full'),1327
Completed,0.71,442,3913,215,2939,0.841,0.141,2.677,str('t-test'),str('full'),1956
Completed,0.71,172,2984,1034,4099,0.448,0.679,2.425,str('t-test'),str('full'),2397
Completed,0.71,170,1420,609,1386,0.88,0.354,8.41,str('t-test'),str('full'),1823
Completed,0.71,276,3647,355,903,0.713,0.07,5.382,str('ks-test'),str('full'),3785
Completed,0.71,394,2087,1132,3615,0.146,0.901,3.771,str('ks-test'),str('full'),4497
Completed,0.71,879,1139,157,4975,0.502,0.434,1.018,str('ks-test'),str('full'),4856
Completed,0.71,981,4574,865,2063,0.078,0.595,9.504,str('ks-test'),str('full'),4364
Completed,0.71,158,3213,734,2557,0.594,0.273,5.807,str('ks-test'),str('full'),2228
Completed,0.71,134,713,945,1610,0.683,0.232,0.29,str('ks-test'),str('full'),1472
Completed,0.71,374,119,442,3391,0.418,0.528,6.9,str('t-test'),str('full'),4691
Completed,0.71,102,4188,1199,1146,0.973,0.439,3.513,str('t-test'),str('full'),4216
Completed,0.71,141,1692,793,4574,0.811,0.059,7.897,str('t-test'),str('full'),4659
Completed,0.71,194,559,573,4651,0.739,0.716,3.945,str('t-test'),str('full'),4183
Completed,0.71,600,3055,167,1223,0.545,0.788,9.656,str('t-test'),str('full'),4678
Completed,0.71,245,3713,904,3778,0.311,0.459,2.54,str('ks-test'),str('full'),1642
Completed,0.71,829,2158,108,1687,0.86,0.512,6.63,str('ks-test'),str('full'),2265
Completed,0.71,317,4660,319,2634,0.916,0.985,2.284,str('ks-test'),str('full'),1458
Completed,0.71,311,3129,506,2142,0.38,0.133,3.657,str('ks-test'),str('full'),4527
Completed,0.71,131,2193,980,4895,0.948,0.838,7.065,str('ks-test'),str('full'),3755
Completed,0.71,630,642,239,3694,0.343,0.373,8.059,str('ks-test'),str('full'),4348
Completed,0.71,165,4702,781,823,0.765,0.657,1.527,str('ks-test'),str('full'),4872
Completed,0.71,142,52,839,1306,0.578,0.887,4.751,str('t-test'),str('full'),1990
