Status,ACCURACY,RUNTIME,recent_samples_size,batch_size,gamma,alpha,use_mmd2,use_k2s_test
Completed,0.74,7,1,861,0.001,0.0,True,False
Completed,0.73,1,4721,4192,0.001,0.045,False,False
Completed,0.73,1,1,528,0.001,0.035,False,False
Completed,0.73,1,1,528,0.001,0.05,False,False
Completed,0.73,1,1,861,5.439,0.031,False,False
Completed,0.73,12,211,814,0.001,0.045,True,False
Completed,0.73,33,1988,2291,10.0,0.016,True,False
Completed,0.73,117,4754,5,10.0,0.012,True,True
Completed,0.73,20,1,3323,10.0,0.05,True,False
Completed,0.75,1077,4530,401,4.439,0.05,True,True
Completed,0.75,90,5000,71,4.124,0.05,True,True
Completed,0.74,116,764,11,10.0,0.028,True,True
Completed,0.74,159,4754,5,8.036,0.032,True,True
Completed,0.74,98,572,7,0.001,0.038,False,True
Completed,0.75,3271,3983,3484,6.85,0.01,True,True
Completed,0.73,1,2160,197,3.653,0.034,False,False
Completed,0.73,1,1023,3926,7.931,0.024,False,False
Completed,0.74,2234,2836,2201,2.234,0.05,True,True
Completed,0.74,3246,3601,4382,4.47,0.04,True,True
Completed,0.73,1,571,1721,5.013,0.016,False,False
Completed,0.73,1,1405,3026,0.869,0.031,False,False
Completed,0.74,829,4426,679,8.911,0.006,True,True
Completed,0.74,3491,4919,4304,0.59,0.017,False,True
Completed,0.73,31,1849,1955,9.891,0.041,True,False
Completed,0.73,18,87,3261,4.191,0.001,True,False
Completed,0.75,454,3147,601,5.993,0.026,False,True
Completed,0.74,2007,2665,2779,8.208,0.035,False,True
Completed,0.73,44,882,1058,1.252,0.011,True,False
Completed,0.73,17,2341,4784,7.127,0.045,True,False
Completed,0.74,1388,4114,1500,2.67,0.02,False,True
Completed,0.73,18,4241,4970,9.675,0.029,True,False
Completed,0.74,1572,2430,1372,0.217,0.005,False,True
Completed,0.74,2127,755,2595,5.782,0.038,False,True
Completed,0.73,39,2576,1184,3.823,0.013,True,False
Completed,0.73,25,3333,3368,1.665,0.023,True,False
Completed,0.74,514,310,397,8.466,0.047,False,True
Completed,0.74,3089,1663,4196,3.079,0.007,False,True
Completed,0.73,26,4696,2161,7.38,0.033,True,False
Completed,0.73,1,4555,2823,3.434,0.046,False,False
Completed,0.74,755,1491,785,6.475,0.022,True,True
Completed,0.75,3138,442,4588,2.021,0.037,True,True
Completed,0.73,1,3515,1613,7.561,0.011,False,False
Completed,0.73,1,3020,3798,5.424,0.003,False,False
Completed,0.75,2331,1249,2388,4.725,0.027,True,True
Completed,0.75,3002,1976,3610,9.317,0.018,True,True
Completed,0.73,2,3757,13,1.119,0.043,False,False
Completed,0.73,24,3895,4008,4.277,0.032,True,False
Completed,0.74,2320,1917,2295,6.224,0.008,False,True
Completed,0.75,2629,1111,3586,0.358,0.048,False,True
Completed,0.73,132,3079,310,9.805,0.023,True,False
Completed,0.73,22,3533,3111,6.886,0.014,True,False
Completed,0.74,1109,345,771,2.594,0.038,False,True
Completed,0.75,3237,1473,4485,8.285,0.004,False,True
Completed,0.73,29,4651,1833,1.493,0.029,True,False
Completed,0.73,1,4831,3187,8.017,0.042,False,False
Completed,0.75,408,1606,538,2.465,0.018,True,True
Completed,0.73,3306,175,4249,6.619,0.028,True,True
Completed,0.73,1,3391,1913,3.567,0.002,False,False
Completed,0.73,1,2596,4711,0.628,0.012,False,False
Completed,0.74,1286,656,1435,8.835,0.036,True,True
Completed,0.74,2024,2409,2727,4.546,0.021,True,True
Completed,0.73,1,4340,1013,5.254,0.046,False,False
Completed,0.75,1940,4172,2521,2.091,0.006,True,True
Completed,0.73,1,2206,1122,7.799,0.03,False,False
Completed,0.73,1,824,4915,3.197,0.015,False,False
Completed,0.74,1233,2800,1329,6.405,0.041,True,True
Completed,0.74,3111,3246,4123,9.089,0.049,True,True
Completed,0.73,1,65,2097,1.039,0.025,False,False
Completed,0.73,1,1750,3316,5.504,0.034,False,False
Completed,0.74,1234,4940,351,4.953,0.009,True,True
Completed,0.75,3653,4486,4669,5.852,0.02,False,True
Completed,0.73,30,1267,1707,4.06,0.044,True,False
Completed,0.73,23,510,2924,9.438,0.01,True,False
Completed,0.75,683,3738,899,0.147,0.036,False,True
Completed,0.74,2697,2932,3694,2.851,0.026,False,True
Completed,0.73,394,1004,104,7.3,0.002,True,False
Completed,0.73,23,2064,3902,1.745,0.042,True,False
Completed,0.75,2337,4002,2499,8.694,0.016,False,True
Completed,0.74,4068,4040,4527,1.353,0.044,False,True
Completed,0.73,27,2103,1874,8.154,0.02,True,False
Completed,0.73,22,965,3069,2.766,0.035,True,False
Completed,0.74,2258,2894,729,7.068,0.01,False,True
Completed,0.73,4,472,274,0.53,0.025,True,False
Completed,0.73,15,1306,4045,6.093,0.016,True,False
Completed,0.75,1860,4524,2332,4.136,0.042,False,True
Completed,0.74,2319,4979,2690,5.11,0.03,True,True
Completed,0.73,1,1789,977,4.413,0.006,False,False
Completed,0.73,1,27,4748,9.004,0.04,False,False
Completed,0.74,1757,3207,1472,0.808,0.015,True,True
Completed,0.74,3264,2761,4291,3.746,0.025,True,True
Completed,0.73,1,785,1954,6.788,0.049,False,False
Completed,0.73,1,2245,3146,2.333,0.009,False,False
Completed,0.74,459,4211,497,7.875,0.034,True,True
Completed,0.73,1,4301,3352,4.783,0.019,False,False
Completed,0.74,371,2370,388,5.324,0.043,True,True
Completed,0.74,3191,695,4087,1.182,0.002,True,True
Completed,0.73,1,2636,2060,9.223,0.028,False,False
Completed,0.73,1,3430,4874,6.538,0.037,False,False
Completed,0.75,1104,214,1287,3.339,0.013,True,True
Completed,0.74,2481,1566,2562,7.62,0.047,True,True
Completed,0.73,1,4792,1163,1.921,0.021,False,False
Completed,0.73,21,4612,3860,8.522,0.008,True,False
Completed,0.75,2038,1434,2457,1.564,0.032,False,True
Completed,0.74,2860,384,3736,7.44,0.023,False,True
Completed,0.73,284,3572,146,2.982,0.048,True,False
Completed,0.74,11,3119,2961,0.278,0.038,True,False
Completed,0.75,731,1150,936,9.578,0.014,False,True
Completed,0.75,3386,1878,4633,3.878,0.03,False,True
Completed,0.73,30,3856,1670,5.679,0.004,True,False
Completed,0.73,1,3796,2985,8.778,0.022,False,False
Completed,0.75,465,2016,637,0.727,0.046,True,True
Completed,0.75,3609,1210,4423,5.192,0.012,True,True
Completed,0.73,1,2980,1763,4.639,0.038,False,False
Completed,0.73,1,3475,3963,2.404,0.027,False,False
Completed,0.75,1904,402,2238,8.111,0.003,True,True
Completed,0.75,2771,1531,3448,3.51,0.043,True,True
Completed,0.73,1,4594,160,6.717,0.018,False,False
Completed,0.73,16,4735,4820,2.539,0.005,True,False
Completed,0.74,1467,1702,1537,6.987,0.029,False,True
Completed,0.74,2652,271,2743,1.434,0.014,False,True
Completed,0.73,54,3294,1021,8.381,0.039,True,False
Completed,0.73,24,2537,3220,6.165,0.047,True,False
Completed,0.74,439,716,559,4.372,0.024,False,True
Completed,0.74,3524,2469,4345,9.751,0.033,False,True
Completed,0.73,13,4280,1997,0.459,0.007,True,False
Completed,0.74,3709,4076,4158,7.198,0.041,False,True
Completed,0.73,27,2303,2125,2.907,0.017,True,False
Completed,0.73,19,920,3404,8.597,0.026,True,False
Completed,0.74,3213,3186,2637,3.963,0.011,False,True
Completed,0.73,48,125,1225,5.912,0.035,True,False
Completed,0.73,20,1810,4929,0.045,0.019,True,False
Completed,0.75,1444,4881,1330,9.493,0.045,False,True
Completed,0.74,2882,4387,3652,0.94,0.033,True,True
Completed,0.73,1,1366,54,9.148,0.009,False,False
Completed,0.73,1,609,3757,4.858,0.05,False,False
Completed,0.75,2097,3640,2346,5.566,0.024,True,True
Completed,0.74,3705,2875,4551,7.705,0.015,True,True
Completed,0.73,1,1061,1576,2.154,0.039,False,False
Completed,0.73,1,2121,2860,6.305,0.005,False,False
Completed,0.75,702,3944,822,3.255,0.031,True,True
Completed,0.73,1,3925,4229,7.595,0.001,False,False
Completed,0.75,1850,2140,1879,1.889,0.027,True,True
Completed,0.74,2598,1081,3182,6.49,0.017,True,True
Completed,0.73,1,2856,519,3.283,0.041,False,False
Completed,0.73,1,3659,2704,1.222,0.045,False,False
Completed,0.74,783,591,982,9.273,0.02,True,True
Completed,0.75,3734,1347,4704,4.808,0.035,True,True
Completed,0.73,1,4405,1419,5.36,0.011,False,False
Completed,0.73,20,4859,3564,3.838,0.024,True,False
Completed,0.75,125,1831,278,5.63,0.05,False,True
Completed,0.74,3472,147,4001,0.251,0.01,False,True
Completed,0.73,32,3165,2277,9.543,0.033,True,False
Completed,0.73,19,2725,4462,7.463,0.031,True,False
Completed,0.74,2023,900,1802,3.016,0.006,False,True
Completed,0.75,2836,2281,3102,8.569,0.04,False,True
Completed,0.73,55,4097,756,1.621,0.016,True,False
Completed,0.74,2870,4259,2898,6.036,0.037,False,True
Completed,0.73,51,2490,862,4.088,0.012,True,False
Completed,0.73,17,738,4668,9.954,0.046,True,False
Completed,0.75,1777,2516,1694,0.507,0.022,False,True
Completed,0.74,3578,3316,3873,2.802,0.018,False,True
Completed,0.73,25,250,2464,7.093,0.043,True,False
Completed,0.73,21,1680,3690,1.403,0.003,True,False
Completed,0.75,76,4756,94,8.194,0.027,False,True
Completed,0.75,3749,4575,4891,2.298,0.039,True,True
Completed,0.73,1,1549,1290,7.848,0.013,False,False
Completed,0.73,1,421,2520,3.697,0.028,False,False
Completed,0.74,1176,3457,1108,6.748,0.005,True,True
Completed,0.74,3150,2999,3288,9.062,0.007,True,True
Completed,0.73,1,1191,316,0.854,0.032,False,False
Completed,0.73,1,1997,4120,5.145,0.023,False,False
Completed,0.74,1892,3815,2085,4.436,0.047,True,True
Completed,0.74,2678,3838,3264,0.015,0.028,False,True
Completed,0.73,70,1896,613,9.472,0.002,True,False
Completed,0.73,15,1168,4330,3.909,0.042,True,False
Completed,0.75,2051,3101,1993,5.866,0.019,False,True
Completed,0.75,4054,3590,4788,8.65,0.021,False,True
Completed,0.73,36,366,1511,1.848,0.046,True,False
Completed,0.73,22,1416,2808,7.237,0.012,True,False
Completed,0.74,1137,4630,1093,2.934,0.036,False,True
Completed,0.74,3208,4772,3927,6.254,0.048,True,True
Completed,0.73,1,1587,2215,3.212,0.022,False,False
Completed,0.73,1,234,3510,7.667,0.032,False,False
Completed,0.75,103,3409,235,2.125,0.008,True,True
Completed,0.74,2341,2656,3030,4.889,0.004,True,True
Completed,0.73,1,675,691,5.587,0.029,False,False
Completed,0.73,1,2350,4409,0.995,0.014,False,False
Completed,0.75,1693,4321,1758,9.192,0.038,True,True
Completed,0.73,1,4191,4593,3.464,0.01,False,False
Completed,0.74,1473,2265,1632,6.663,0.036,True,True
Completed,0.74,2617,805,2843,2.382,0.02,True,True
Completed,0.73,1,2741,819,8.081,0.044,False,False
Completed,0.73,1,3227,3618,5.22,0.042,False,False
Completed,0.75,76,6,29,4.678,0.017,True,True
Completed,0.74,2824,1769,3821,8.82,0.026,True,True
Completed,0.73,1,5000,2419,0.779,0.002,False,False
Completed,0.73,26,4507,2602,9.722,0.015,True,False
Completed,0.74,1228,1324,1201,0.422,0.04,False,True
Completed,0.75,3870,489,4992,6.121,0.007,False,True
Completed,0.73,36,3682,1404,4.32,0.031,True,False
Completed,0.73,16,2911,4204,1.478,0.034,True,False
Completed,0.74,2321,947,2177,8.436,0.009,False,True
Completed,0.75,3021,2085,3392,2.56,0.049,False,True
Completed,0.73,103,4059,427,7.018,0.025,True,False
Completed,0.73,22,4019,2767,3.114,0.04,True,False
Completed,0.74,1395,2046,1052,7.406,0.015,False,True
Completed,0.75,3560,987,4830,1.715,0.03,False,True
Completed,0.73,34,2950,1552,8.507,0.006,True,False
Completed,0.73,18,3721,4367,5.723,0.008,True,False
Completed,0.74,1658,528,2029,3.776,0.034,False,True
Completed,0.74,2938,1285,3227,9.641,0.025,False,True
Completed,0.73,10,4468,577,0.195,0.049,True,False
Completed,0.73,1,4960,4446,9.374,0.036,False,False
Completed,0.75,1814,1730,1794,1.168,0.01,True,True
Completed,0.74,2332,46,2993,5.456,0.044,True,True
Completed,0.73,1,3266,654,4.749,0.02,False,False
Completed,0.73,1,2780,3468,1.985,0.016,False,False
Completed,0.75,101,845,194,7.537,0.042,True,True
Completed,0.73,1,4152,2256,6.436,0.026,False,False
Completed,0.74,3027,4360,3784,0.91,0.023,True,True
Completed,0.73,1,2389,2382,8.96,0.048,False,False
Completed,0.73,1,636,3654,4.496,0.008,False,False
Completed,0.75,67,2617,66,5.047,0.032,True,True
Completed,0.74,2379,3371,2885,7.909,0.03,True,True
Completed,0.73,1,195,860,2.201,0.004,False,False
Completed,0.73,1,1625,4552,6.803,0.038,False,False
Completed,0.74,1575,4811,1590,3.595,0.014,True,True
Completed,0.75,2450,4669,3433,7.151,0.003,False,True
Completed,0.73,90,1455,468,2.702,0.028,True,False
Completed,0.73,16,327,4163,8.257,0.019,True,False
Completed,0.74,1985,3551,2135,1.309,0.043,False,True
Completed,0.75,4502,3062,4955,4.151,0.047,False,True
Completed,0.73,37,1129,1367,5.942,0.021,True,False
Completed,0.73,26,1934,2638,0.565,0.037,True,False
Completed,0.74,1239,3877,1238,9.855,0.013,False,True
Completed,0.75,3353,3776,4745,5.532,0.013,True,True
Completed,0.73,1,1958,1460,4.99,0.039,False,False
Completed,0.73,1,1230,2663,9.133,0.005,False,False
Completed,0.75,765,3038,940,1.091,0.029,True,True
Completed,0.74,2603,3495,3145,3.152,0.033,True,True
Completed,0.73,1,460,483,6.349,0.007,False,False
Completed,0.73,1,1510,4265,2.071,0.047,False,False
Completed,0.75,1620,4536,1916,7.768,0.023,True,True
Completed,0.74,2712,4717,3065,1.792,0.012,False,True
Completed,0.73,64,1642,719,8.748,0.037,True,False
Completed,0.73,17,289,4498,2.873,0.022,True,False
Completed,0.75,1733,3354,1839,7.329,0.046,False,True
Completed,0.74,3426,2554,4043,9.41,0.044,False,True
Completed,0.74,11,776,2319,0.109,0.018,True,False
Completed,0.73,20,2452,3523,5.809,0.027,True,False
Completed,0.75,104,4220,236,4.007,0.003,False,True
Completed,0.73,21,4136,3727,8.337,0.049,True,False
Completed,0.75,107,2320,130,1.536,0.024,False,True
Completed,0.74,3437,860,3836,6.923,0.033,False,True
Completed,0.73,24,2686,2428,2.622,0.009,True,False
Completed,0.73,18,3126,4626,0.327,0.005,True,False
Completed,0.75,1450,107,1653,9.785,0.031,False,True
Completed,0.74,2338,1870,2940,4.221,0.015,False,True
Completed,0.73,50,4898,903,6.179,0.039,True,False
Completed,0.73,1,4445,4079,4.576,0.026,False,False
Completed,0.74,3122,551,3330,0.683,0.041,True,True
Completed,0.73,1,3619,357,8.881,0.017,False,False
Completed,0.73,1,2817,2557,6.565,0.019,False,False
Completed,0.74,1404,1041,1144,3.524,0.045,True,True
Completed,0.75,4367,2179,4854,7.979,0.011,True,True
Completed,0.73,1,3965,1254,2.438,0.035,False,False
Completed,0.75,3378,3953,4864,4.972,0.023,False,True
Completed,0.73,50,2172,1264,5.525,0.047,True,False
Completed,0.73,33,1053,2547,1.06,0.007,True,False
Completed,0.75,1234,2824,1134,9.111,0.033,False,True
Completed,0.74,2927,3632,3339,6.347,0.029,False,True
Completed,0.73,101,558,367,3.14,0.005,True,False
Completed,0.73,16,1374,4069,7.741,0.039,True,False
Completed,0.74,1709,4438,2034,2.034,0.013,False,True
Completed,0.75,2500,4891,2949,8.711,0.003,True,True
Completed,0.73,1,1858,913,1.765,0.027,False,False
Completed,0.73,1,115,4616,7.317,0.018,False,False
Completed,0.75,1595,3138,1643,2.87,0.044,True,True
Completed,0.74,3559,2693,3846,0.087,0.046,True,True
Completed,0.73,1,872,2437,9.379,0.022,False,False
Completed,0.73,1,2313,3717,4.0,0.037,False,False
Completed,0.75,97,4124,121,5.792,0.012,True,True
Completed,0.73,1,4232,3532,1.553,0.039,False,False
Completed,0.75,122,2459,247,8.344,0.015,True,True
Completed,0.74,3466,764,4033,2.654,0.031,True,True
Completed,0.73,1,2547,2309,6.945,0.005,False,False
Completed,0.73,1,3342,4508,9.788,0.009,False,False
Completed,0.75,1767,282,1849,0.34,0.033,True,True
Completed,0.74,2422,1654,3055,6.206,0.024,True,True
Completed,0.73,1,4724,709,4.257,0.049,False,False
Completed,0.73,16,4543,4276,5.311,0.035,True,False
Completed,0.74,2112,1522,1925,4.603,0.011,False,True
Completed,0.74,2709,453,3135,8.893,0.045,False,True
Completed,0.73,14,3483,473,0.685,0.019,True,False
Completed,0.73,25,3031,2673,3.546,0.017,True,False
Completed,0.75,942,1218,950,6.597,0.041,False,True
Completed,0.73,39,3788,1450,7.996,0.026,True,False
Completed,0.73,1,3884,2649,7.398,0.049,False,False
Completed,0.75,1067,1946,1248,3.097,0.025,True,True
Completed,0.75,4119,1122,4945,8.485,0.034,True,True
Completed,0.73,1,3050,1358,1.683,0.008,False,False
Completed,0.73,1,3543,4173,3.764,0.006,False,False
Completed,0.74,1869,315,2145,5.721,0.03,True,True
Completed,0.73,1,4681,458,9.615,0.04,False,False
Completed,0.73,22,4823,4561,1.141,0.026,True,False
Completed,0.74,2383,183,2875,4.746,0.042,False,True
Completed,0.73,54,3363,851,5.444,0.016,True,False
Completed,0.73,1,4089,1997,6.884,0.006,False,False
Completed,0.75,3574,203,3625,3.135,0.031,True,True
Completed,0.75,1103,2468,895,9.36,0.017,True,True
Completed,0.73,1,3232,4728,0.61,0.041,False,False
Completed,0.73,1,2976,379,4.691,0.047,False,False
Completed,0.74,4063,1317,4003,5.942,0.023,True,True
Completed,0.74,1700,1081,1736,1.553,0.037,True,True
Completed,0.73,1,4618,2645,7.801,0.011,False,False
Completed,0.73,47,4871,1125,1.972,0.02,True,False
Completed,0.75,3836,671,4497,8.222,0.044,False,True
Completed,0.75,2504,1688,2228,4.292,0.009,False,True
Completed,0.73,19,2761,3394,5.541,0.034,True,False
Completed,0.73,43,3446,1504,9.779,0.028,True,False
Completed,0.74,3187,2097,2879,1.03,0.003,False,True
Completed,0.75,157,614,146,6.484,0.038,False,True
Completed,0.73,23,3835,4236,2.734,0.014,True,False
Completed,0.75,131,3915,230,8.747,0.036,False,True
Completed,0.73,17,379,4143,2.497,0.01,True,False
Completed,0.73,46,2020,1254,5.011,0.049,True,False
Completed,0.74,3232,3679,3118,3.762,0.025,False,True
Completed,0.75,3633,2528,2477,0.93,0.019,False,True
Completed,0.73,32,1765,3154,9.678,0.043,True,False
Completed,0.73,52,907,1041,2.829,0.004,True,False
Completed,0.75,4468,4793,4590,6.579,0.03,False,True
Completed,0.75,1864,4383,1643,3.659,0.04,True,True
Completed,0.73,1,1161,2729,7.408,0.016,False,False
Completed,0.73,2,1550,619,0.08,0.027,False,False
Completed,0.74,1025,3308,655,5.842,0.007,True,True
Completed,0.73,1,2234,4977,4.592,0.032,False,False
Completed,0.73,1,125,2091,7.897,0.021,False,False
Completed,0.75,2818,4325,3541,1.648,0.046,True,True
Completed,0.75,544,4234,852,4.145,0.029,False,True
Completed,0.73,16,70,4771,5.395,0.005,True,False
Completed,0.73,30,2339,1877,2.099,0.044,True,False
Completed,0.74,3190,3370,3745,8.349,0.018,False,True
Completed,0.75,1654,2846,1854,6.337,0.024,False,True
Completed,0.73,25,1456,2527,2.587,0.05,True,False
Completed,0.73,106,1226,420,9.906,0.011,True,False
Completed,0.74,2905,4484,3962,1.157,0.035,False,True
Completed,0.75,2511,4699,2271,9.076,0.046,True,True
Completed,0.73,1,854,3351,0.326,0.021,False,False
Completed,0.73,1,1866,1245,7.186,0.032,False,False
Completed,0.74,5768,2593,4376,3.437,0.008,True,True
Completed,0.73,1,1928,4354,7.519,0.026,False,False
Completed,0.73,1,441,1463,4.994,0.015,False,False
Completed,0.74,2559,4019,2919,6.245,0.041,True,True
Completed,0.73,1,3780,1371,0.227,0.012,False,False
Completed,0.74,3995,522,3002,8.976,0.036,True,True
Completed,0.75,158,2159,267,3.533,0.022,True,True
Completed,0.73,1,3550,4106,7.282,0.048,False,False
Completed,0.73,1,2668,1007,8.043,0.042,False,False
Completed,0.75,4792,1636,4625,1.794,0.017,True,True
Completed,0.75,2650,772,2363,5.715,0.031,True,True
Completed,0.73,1,4936,3268,4.464,0.006,False,False
Completed,0.73,108,4565,502,5.294,0.013,True,False
Completed,0.74,3074,987,3870,4.045,0.039,False,True
Completed,0.75,1915,1382,1606,8.444,0.003,False,True
Completed,0.73,37,3078,2766,2.194,0.027,True,False
Completed,0.73,39,3140,2126,3.112,0.033,True,False
Completed,0.75,3563,2414,3507,6.862,0.009,False,True
Completed,0.74,1552,307,769,0.627,0.045,False,True
Completed,0.73,27,4151,4863,9.376,0.019,True,False
Completed,0.73,47,4182,436,0.989,0.039,True,False
Completed,0.74,3515,257,3937,9.737,0.013,False,True
Completed,0.74,2205,2366,1831,2.77,0.027,False,True
Completed,0.73,29,3168,2541,6.521,0.003,True,False
Completed,0.73,33,3108,1942,8.181,0.009,True,False
Completed,0.75,4664,1332,3690,1.93,0.034,False,True
Completed,0.74,1528,940,799,5.577,0.02,False,True
Completed,0.73,25,4593,4833,4.329,0.045,True,False
Completed,0.73,1,4964,1437,6.058,0.037,False,False
Completed,0.75,3553,724,2935,4.806,0.013,True,True
Completed,0.75,67,1586,41,7.681,0.048,True,True
Completed,0.73,1,2698,4331,1.434,0.023,False,False
Completed,0.73,1,3578,1191,3.25,0.016,False,False
Completed,0.74,4707,2112,4441,6.998,0.042,True,True
Completed,0.75,2696,472,2334,0.489,0.006,True,True
Completed,0.73,1,3811,3298,9.24,0.03,False,False
Completed,0.75,2580,4047,2416,4.632,0.021,True,True
Completed,0.73,1,393,3206,5.884,0.047,False,False
Completed,0.73,1,1878,942,1.612,0.008,False,False
Completed,0.75,5784,3655,4680,7.859,0.032,True,True
Completed,0.75,125,2621,290,7.449,0.025,True,True
Completed,0.73,1,1818,4092,3.702,0.002,False,False
Completed,0.73,1,804,1355,8.794,0.04,False,False
Completed,0.74,4401,4730,3027,0.043,0.014,True,True
Completed,0.74,1099,4514,706,9.563,0.004,False,True
Completed,0.73,26,1176,4915,0.816,0.029,True,False
Completed,0.73,31,1408,2180,6.699,0.018,True,False
