Status,ACCURACY,RUNTIME,recent_samples_size,n_samples,n_permutations,update_interval,n_consecutive_deviations
Completed,0.78,1103,2726,1,1000,250,6
Completed,0.66,222,92,1,1000,210,4
Completed,0.78,4980,4626,5000,1000,250,1
Completed,0.83,2393,261,1687,2,68,1
Completed,0.76,1443,5000,1,1000,250,10
Completed,0.64,248,62,1,1000,250,1
Completed,0.78,5985,4391,5000,1000,250,1
Completed,0.67,258,142,1,1000,250,6
Completed,0.77,2058,2992,2303,1000,250,10
Completed,0.76,1263,4557,1,262,250,10
Completed,0.77,1167,4807,1,1000,250,8
Completed,0.81,1911,384,1536,1000,94,10
Completed,0.8,1944,2499,1488,1000,139,10
Completed,0.76,1805,4742,1744,818,250,10
Completed,0.78,859,201,1,1000,77,6
Completed,0.62,159,70,1,1000,250,6
Completed,0.79,1307,2792,1,2,250,1
Completed,0.78,897,820,1,1000,199,6
Completed,0.75,797,249,1,1000,151,6
Completed,0.78,984,553,1,1000,250,5
Completed,0.79,1961,1577,1,1000,132,10
Completed,0.84,4723,595,4106,772,16,8
Completed,0.79,3425,4669,953,148,193,2
Completed,0.81,4542,3496,3734,524,119,3
Completed,0.79,2998,1321,1831,399,176,8
Completed,0.7,1847,2050,2959,18,142,9
Completed,0.82,4046,3001,2304,892,91,5
Completed,0.79,5737,3837,4893,270,227,2
Completed,0.84,4563,1036,487,645,45,7
Completed,0.83,4335,835,3308,329,77,2
Completed,0.8,4506,4294,1481,703,132,7
Completed,0.83,6839,2620,3836,77,58,9
Completed,0.77,1008,2330,758,952,236,4
Completed,0.79,3702,1800,4611,575,206,5
Completed,0.84,6039,3385,286,450,26,10
Completed,0.79,3245,4703,2521,822,162,6
Completed,0.72,1114,36,1946,198,109,1
Completed,0.75,2657,219,2711,743,230,8
Completed,0.8,4431,3275,4527,990,155,3
Completed,0.82,5145,1695,105,116,86,8
Completed,0.81,3441,2455,4055,489,116,6
Completed,0.8,1698,2750,880,613,187,1
Completed,0.79,1475,632,1251,862,197,10
Completed,0.8,3642,1249,4721,171,165,4
Completed,0.81,4520,4035,375,795,98,9
Completed,0.79,2218,2881,3061,423,218,7
Completed,0.77,2937,3596,1689,42,247,6
Completed,0.8,1727,402,1162,293,137,5
Completed,0.79,2742,354,3631,80,204,6
Completed,0.79,4580,3722,4158,332,181,4
Completed,0.81,4039,1561,1064,707,114,9
Completed,0.8,1974,2928,589,209,153,3
Completed,0.78,2179,1123,2249,460,231,7
Completed,0.81,4628,758,3801,511,139,1
Completed,0.78,2729,2703,3430,759,245,10
Completed,0.83,2226,2407,1505,134,49,5
Completed,0.79,2189,3149,1979,640,213,9
Completed,0.78,1228,267,163,888,171,2
Completed,0.79,5873,143,4396,425,43,10
Completed,0.78,2989,4808,71,550,221,5
Completed,0.8,3798,1772,2161,798,148,6
Completed,0.77,2942,2224,3211,679,178,8
Completed,0.81,2879,2515,1383,305,125,3
Completed,0.79,5615,4323,3933,927,191,3
Completed,0.85,6159,863,856,52,11,8
Completed,0.82,3380,1008,3018,978,103,5
Completed,0.79,4337,3808,2362,104,161,10
Completed,0.74,964,2157,429,355,208,1
Completed,0.79,5546,1349,4359,232,242,2
Completed,0.83,7107,3524,1206,856,60,7
Completed,0.8,6457,4563,3480,484,126,9
Completed,0.83,4300,488,1577,609,75,4
Completed,0.8,2894,524,2890,445,159,2
Completed,0.81,6287,4603,2217,569,105,7
Completed,0.78,6747,3562,4979,193,210,10
Completed,0.81,3735,2116,4195,691,62,3
Completed,0.78,2123,3071,1020,317,240,8
Completed,0.82,2932,970,1742,64,128,3
Completed,0.79,5591,901,4544,903,223,6
Completed,0.81,4098,2549,2610,656,146,5
Completed,0.8,3166,2264,2013,281,94,10
Completed,0.8,4450,1730,3395,150,123,9
Completed,0.8,4185,3320,1550,774,180,4
Completed,0.72,627,107,672,527,189,7
Completed,0.82,4459,305,3966,37,68,5
Completed,0.79,3067,4981,812,911,141,10
Completed,0.83,5249,3185,3243,289,51,6
Completed,0.78,2188,1610,1340,664,243,1
Completed,0.79,2399,2365,2780,783,215,3
Completed,0.84,4246,2664,2125,159,18,8
Completed,0.79,4711,4172,4441,535,169,8
Completed,0.82,2299,723,35,409,102,3
Completed,0.79,2718,3949,1620,500,202,5
Completed,0.82,5095,2967,4326,872,112,1
Completed,0.64,951,2007,1248,247,183,6
Completed,0.8,4046,1521,4789,371,151,7
Completed,0.78,3435,4400,2972,119,233,4
Completed,0.82,2910,316,2397,994,38,9
Completed,0.82,4699,444,4847,630,96,2
Completed,0.79,2624,4529,522,255,167,8
Completed,0.83,6859,3637,2913,877,23,8
Completed,0.78,3288,1879,3701,383,249,4
Completed,0.83,4813,2837,1874,508,54,9
Completed,0.8,4973,3998,4072,132,135,7
Completed,0.83,5759,1208,994,756,66,1
Completed,0.84,4259,672,2565,213,36,7
Completed,0.78,2411,4123,1910,838,228,2
Completed,0.83,6911,2793,4656,466,84,4
Completed,0.8,1879,2492,250,591,157,9
Completed,0.79,2988,1660,3868,967,185,10
Completed,0.81,3444,3234,715,93,118,5
Completed,0.79,3357,4852,3341,719,199,1
Completed,0.75,1721,77,3141,846,130,3
Completed,0.82,5276,4737,1296,222,79,8
Completed,0.78,5842,3427,4020,598,238,8
Completed,0.85,4492,2295,4485,100,28,1
Completed,0.79,1066,2581,138,974,204,6
Completed,0.8,6408,4257,2669,352,107,10
Completed,0.8,3260,792,2072,727,164,5
Completed,0.79,4293,1079,4292,309,194,9
Completed,0.8,3100,3040,3569,58,174,2
Completed,0.75,1031,2086,1644,932,121,7
Completed,0.82,4779,1283,3105,563,89,6
Completed,0.81,3650,3454,2432,438,144,1
Completed,0.79,1240,554,342,186,225,10
Completed,0.84,5070,571,3401,539,59,4
Completed,0.77,3007,4617,1496,414,235,10
Completed,0.82,4709,3471,3811,786,76,7
Completed,0.81,3083,1265,656,162,133,2
Completed,0.74,3027,2103,4596,284,162,3
Completed,0.82,2668,3023,193,659,110,7
Completed,0.78,3184,3891,2623,34,208,9
Completed,0.85,6129,1062,1970,907,26,3
Completed,0.81,5449,818,4169,123,120,10
Completed,0.79,2440,4230,1094,997,175,5
Completed,0.78,2134,2267,1778,749,194,6
Completed,0.78,4520,1866,2817,869,225,7
Completed,0.8,4724,4764,4947,620,143,4
Completed,0.73,607,51,619,496,89,9
Completed,0.76,3955,165,4824,943,218,1
Completed,0.79,2532,3222,3047,694,167,10
Completed,0.81,4920,1673,2372,320,98,5
Completed,0.84,3209,2480,3509,189,65,3
Completed,0.8,2095,2805,1586,814,136,8
Completed,0.78,1566,684,1176,566,248,3
Completed,0.8,4764,1187,2765,405,153,6
Completed,0.79,4887,2816,4385,155,230,5
Completed,0.79,3224,3658,826,277,197,4
Completed,0.79,1595,466,1392,25,188,7
Completed,0.77,2171,339,3865,348,246,4
Completed,0.8,5462,3708,3298,97,138,8
Completed,0.82,5647,1500,1451,971,71,3
Completed,0.72,1675,2028,2511,602,99,1
Completed,0.8,3181,2944,1916,477,172,7
Completed,0.79,1659,1136,295,225,212,4
Completed,0.8,2495,735,3724,807,182,9
Completed,0.81,5950,4160,1801,183,113,4
Completed,0.8,4875,2677,4134,559,202,2
Completed,0.79,2108,3173,496,935,233,1
Completed,0.82,6212,4993,2949,313,81,5
Completed,0.79,1733,292,2274,688,152,10
Completed,0.81,2186,80,3071,128,31,3
Completed,0.79,3072,4795,2494,752,209,8
Completed,0.81,4350,3292,4693,380,104,8
Completed,0.8,2791,1756,365,505,159,3
Completed,0.8,2935,2238,4227,881,128,5
Completed,0.78,3030,4338,3544,633,242,6
Completed,0.84,4972,928,1719,258,62,1
Completed,0.82,5826,953,4499,715,92,7
Completed,0.8,3864,3783,95,341,149,2
Completed,0.84,5711,3054,2721,963,44,4
Completed,0.72,1262,2133,2068,89,220,9
Completed,0.79,3310,1375,3186,469,191,10
Completed,0.79,4187,4586,4026,218,177,1
Completed,0.82,2049,541,870,842,125,6
Completed,0.8,4926,500,4685,241,147,8
Completed,0.82,5715,4551,260,865,94,4
Completed,0.79,4695,3536,2556,493,222,2
Completed,0.83,6052,1336,1881,618,42,8
Completed,0.82,6190,2169,3332,987,11,7
Completed,0.79,2825,3094,1409,112,189,2
Completed,0.8,4022,3821,3898,738,123,5
Completed,0.79,2167,996,725,364,179,9
Completed,0.79,3135,884,2904,673,211,4
Completed,0.8,3207,2537,4877,920,157,7
Completed,0.8,1423,2202,533,46,106,2
Completed,0.81,4020,3335,1005,543,130,6
Completed,0.72,987,121,1845,791,240,5
Completed,0.8,2784,251,3579,274,111,8
Completed,0.79,2844,4955,1673,649,184,3
Completed,0.78,1968,1587,1107,897,200,8
Completed,0.78,4008,2390,4734,520,235,10
Completed,0.85,4064,2720,332,395,37,5
Completed,0.8,3886,4196,3114,768,150,1
Completed,0.83,2839,775,2461,143,83,6
Completed,0.84,6180,1097,3990,827,51,2
Completed,0.77,1569,3935,915,202,244,7
Completed,0.83,3271,2901,3150,578,69,9
Completed,0.79,4444,1991,1325,453,140,4
Completed,0.8,4752,1534,2678,73,170,5
Completed,0.81,5095,3749,2100,947,101,10
Completed,0.78,5240,4416,4455,325,214,6
Completed,0.86,5365,380,128,700,18,1
Completed,0.82,2167,429,2580,923,84,9
Completed,0.79,3892,4464,2003,49,155,4
Completed,0.78,1476,1409,225,300,228,6
Completed,0.78,6020,1943,3775,177,199,8
Completed,0.79,4409,4061,3365,430,186,3
Completed,0.81,2676,1221,1540,554,117,9
Completed,0.77,1890,4069,585,605,216,10
Completed,0.82,3124,2767,2860,229,96,6
Completed,0.8,2480,2438,2207,853,169,1
Completed,0.82,1873,202,1048,107,53,4
Completed,0.65,2599,14,4316,582,173,6
Completed,0.81,3906,3710,3459,533,108,7
Completed,0.79,2945,1765,1520,354,205,2
Completed,0.84,5464,847,4653,763,30,5
Completed,0.8,2723,4004,371,69,158,9
Completed,0.8,3877,4602,4229,483,153,8
Completed,0.84,2097,239,717,661,39,3
Completed,0.79,1863,2446,2644,190,230,1
Completed,0.83,3617,3020,2414,884,86,6
Completed,0.84,5822,2729,4978,159,62,3
Completed,0.74,569,2112,42,977,126,8
Completed,0.82,2732,568,3163,389,76,10
Completed,0.78,2085,4897,1821,693,237,5
Completed,0.79,3294,4333,2963,856,200,4
Completed,0.81,2514,1142,2100,38,117,9
Completed,0.79,3003,1475,3918,564,183,6
Completed,0.84,14363,3377,1023,260,9,2
Completed,0.78,2741,3273,3790,969,227,10
Completed,0.83,3995,1255,1227,149,89,4
Completed,0.81,2755,962,3069,739,147,2
Completed,0.82,8356,4192,1913,434,44,7
Completed,0.83,11440,4727,3348,20,19,6
Completed,0.8,1670,437,1713,840,169,1
Completed,0.7,2675,2019,4771,313,95,3
Completed,0.78,811,2519,167,618,217,8
Completed,0.8,2278,2849,2770,344,180,5
Completed,0.82,2881,2315,2208,524,12,10
Completed,0.75,2667,146,4120,114,195,8
Completed,0.81,4769,4392,902,809,121,3
Completed,0.82,8607,3901,4467,645,65,1
Completed,0.77,1064,627,477,465,247,7
Completed,0.82,7207,1585,3663,938,49,9
Completed,0.8,2555,3569,1392,242,139,4
Completed,0.78,5255,3486,4586,394,215,6
Completed,0.82,6523,1677,431,712,102,1
Completed,0.81,3088,720,3553,187,168,3
Completed,0.83,7235,3819,1430,989,24,9
Completed,0.82,5947,4456,2572,591,46,9
Completed,0.73,1238,73,2489,273,142,5
Completed,0.82,3057,2241,4308,861,92,2
Completed,0.78,1210,2912,631,58,221,7
Completed,0.81,3693,2583,3224,767,138,2
Completed,0.82,6439,1946,1754,89,54,6
Completed,0.77,2884,363,4887,560,245,9
Completed,0.83,7914,4790,135,366,71,4
Completed,0.8,5025,4109,3993,218,124,5
Completed,0.79,1406,1054,951,896,189,10
Completed,0.84,5907,1348,2878,487,13,8
Completed,0.8,2640,3191,2179,681,174,3
Completed,0.82,4644,3283,3006,109,81,8
Completed,0.79,2009,1557,1975,789,231,3
Completed,0.84,8587,1226,3887,316,33,1
Completed,0.8,2676,4241,1137,512,155,6
Completed,0.79,5233,4971,4702,910,165,7
Completed,0.86,3980,506,244,230,27,2
Completed,0.69,2169,2048,3431,641,210,4
Completed,0.82,2040,2802,1628,445,106,10
Completed,0.79,1080,2383,838,413,185,9
Completed,0.79,1874,175,2680,941,111,7
Completed,0.79,3330,4675,2305,136,201,1
Completed,0.78,3475,3911,3740,285,242,3
Completed,0.83,3068,930,1324,606,74,7
Completed,0.8,4020,1849,4382,15,132,10
Completed,0.83,6284,3618,559,820,59,5
Completed,0.8,3762,3644,4344,42,188,1
Completed,0.79,2025,863,2525,257,202,9
Completed,0.81,5497,3975,2453,575,114,3
Completed,0.82,5885,4627,3575,973,73,5
Completed,0.74,867,221,1481,171,239,9
Completed,0.82,4102,2389,4535,696,56,7
Completed,0.82,2147,3085,409,377,132,2
Completed,0.79,1924,2750,2846,665,234,6
Completed,0.8,1978,2098,2137,471,82,1
Completed,0.8,3478,517,4035,880,156,4
Completed,0.82,7867,4957,982,202,36,9
Completed,0.82,9375,4271,4860,350,26,10
Completed,0.8,1665,1193,79,544,162,5
Completed,0.82,4069,1485,3280,73,103,3
Completed,0.79,1886,3353,1781,751,209,8
Completed,0.83,5647,3144,3389,461,53,3
Completed,0.8,3119,1393,1596,657,135,8
Completed,0.83,4250,1060,4734,246,69,6
Completed,0.78,1746,4100,285,926,244,1
Completed,0.79,4429,4815,3831,528,192,2
Completed,0.8,1445,336,1111,332,125,7
Completed,0.79,2709,1879,3032,805,175,10
Completed,0.85,4238,2648,2031,125,17,5
Completed,0.81,3521,2943,4429,836,101,9
Completed,0.74,659,2208,596,31,212,4
Completed,0.66,1710,1,3703,622,21,1
Completed,0.79,2771,4525,1277,301,167,7
Completed,0.8,3617,3766,2732,152,145,7
Completed,0.84,5104,771,2327,957,47,3
Completed,0.79,2980,1688,4160,429,222,5
Completed,0.82,3954,3473,787,751,94,10
Completed,0.79,2640,1615,2373,206,177,7
Completed,0.81,2872,697,4270,678,118,10
Completed,0.79,2325,3829,749,499,194,5
Completed,0.78,4433,4442,4626,85,250,3
Completed,0.79,1069,94,314,779,66,8
Completed,0.79,2896,2301,3516,370,140,6
Completed,0.84,4567,2861,1547,549,52,1
Completed,0.82,2637,2564,3954,276,88,8
Completed,0.78,2914,1971,1069,580,224,2
Completed,0.84,3832,429,2917,54,41,5
Completed,0.79,4249,4733,2063,873,147,10
Completed,0.79,3846,4164,3186,709,172,9
Completed,0.85,7353,988,1873,405,20,4
Completed,0.79,5639,1319,4926,993,218,2
Completed,0.82,2588,3207,19,175,98,6
Completed,0.81,4396,3427,4818,602,129,4
Completed,0.83,4898,1422,204,296,63,10
Completed,0.78,3218,1129,3311,824,238,7
Completed,0.82,6673,4344,1666,4,78,2
Completed,0.81,6063,4864,3121,418,116,1
Completed,0.79,2759,599,1935,723,197,6
Completed,0.8,1516,2658,1176,953,182,4
Completed,0.79,2502,2992,3622,226,208,10
Completed,0.82,1933,2471,1361,922,109,5
Completed,0.79,2983,304,4498,449,159,3
Completed,0.83,7810,4535,518,629,33,8
Completed,0.83,8506,4049,4064,793,38,6
Completed,0.81,1722,800,875,98,150,1
Completed,0.82,5331,1756,2797,508,84,4
Completed,0.78,2393,3717,2264,328,229,9
Completed,0.82,6941,3749,4903,799,77,3
Completed,0.76,1098,1726,153,119,236,9
Completed,0.83,4274,808,3207,530,60,6
Completed,0.81,5293,4043,1737,334,127,1
Completed,0.79,3258,4563,2860,248,184,2
Completed,0.83,2125,278,2162,928,8,7
Completed,0.79,2782,2485,4010,455,199,9
Completed,0.82,2510,2980,968,651,117,5
Completed,0.83,3740,2691,3532,424,30,9
Completed,0.77,1101,2151,1407,745,157,4
Completed,0.82,3842,607,4608,155,107,1
Completed,0.78,2105,4858,453,959,205,6
Completed,0.78,3416,4372,4330,623,231,8
Completed,0.83,4809,1103,653,303,85,3
Completed,0.8,2813,1436,2550,830,152,5
Completed,0.83,4659,3416,2467,26,40,10
Completed,0.8,2879,3234,2659,702,196,1
Completed,0.82,2977,1294,2283,383,121,6
Completed,0.8,2851,1001,4204,972,179,8
Completed,0.82,7912,4766,4405,254,50,5
Completed,0.8,1150,398,581,574,138,10
Completed,0.83,6142,3551,950,507,68,2
Completed,0.79,3394,731,4517,72,219,6
Completed,0.83,5279,1329,2367,955,43,8
Completed,0.8,4125,4154,3417,393,140,5
Completed,0.79,2938,4543,1753,141,182,3
Completed,0.82,3332,2348,2782,703,30,10
Completed,0.78,1066,496,313,338,212,7
Completed,0.82,3751,2695,3904,776,114,1
Completed,0.84,4970,3047,2187,286,7,6
Completed,0.79,2684,222,3597,850,159,3
Completed,0.76,845,2075,748,239,106,5
Completed,0.79,6920,4894,4719,675,204,9
Completed,0.76,1414,3881,135,920,243,10
Completed,0.82,6879,1680,4083,482,91,4
Completed,0.81,2854,1083,1552,620,147,1
Completed,0.83,6382,3277,2983,59,51,8
Completed,0.79,2656,3369,1394,833,219,5
Completed,0.81,3455,1189,2824,272,122,8
Completed,0.79,2405,1831,291,629,175,7
Completed,0.83,14196,4007,4244,191,23,2
Completed,0.83,11215,4710,908,467,35,2
Completed,0.8,4928,1906,4876,903,132,7
Completed,0.69,883,18,2028,11,76,10
Completed,0.79,3213,2819,3440,575,227,3
Completed,0.8,1416,2545,474,117,155,9
Completed,0.83,4922,370,4061,556,58,4
Completed,0.76,1688,2257,1593,409,235,3
Completed,0.82,5872,4437,2624,970,84,6
Completed,0.81,5536,4358,2209,750,98,8
Completed,0.79,3310,1558,3258,188,196,1
Completed,0.85,6047,915,1107,790,15,4
Completed,0.79,4951,3721,4678,355,167,9
Completed,0.78,2585,3598,2479,224,233,1
Completed,0.83,3821,792,3306,660,74,7
Completed,0.8,2550,1444,1081,303,126,10
Completed,0.83,10928,4244,4386,866,37,4
Completed,0.83,11488,4482,465,605,21,5
Completed,0.79,2189,2302,3752,44,180,8
Completed,0.81,2207,406,1846,936,124,6
Completed,0.8,2207,2580,2689,498,213,2
Completed,0.8,1502,2932,656,939,172,7
Completed,0.84,5736,131,4811,376,13,1
Completed,0.67,914,2029,2037,523,190,4
Completed,0.8,4703,4833,3748,87,101,10
Completed,0.81,5133,3971,1419,322,81,9
Completed,0.78,3591,1795,3115,760,241,5
Completed,0.83,5515,1144,22,157,60,3
Completed,0.8,3381,3324,4195,718,150,6
Completed,0.82,3488,3157,179,424,116,3
Completed,0.79,3355,962,4355,985,205,10
Completed,0.79,3269,3770,2955,539,188,2
Completed,0.8,3849,4937,1876,806,134,2
Completed,0.8,2881,2118,3592,370,44,7
Completed,0.76,839,255,815,734,226,8
Completed,0.83,2847,2806,1685,645,52,9
Completed,0.81,2630,607,2532,207,142,4
Completed,0.83,1897,2469,624,818,89,1
Completed,0.77,3679,4664,3910,257,249,8
Completed,0.78,2803,4121,1239,28,198,6
Completed,0.8,2452,688,2322,452,165,4
Completed,0.8,3097,3458,1826,471,145,7
Completed,0.76,1288,1266,406,56,249,4
Completed,0.81,5492,4869,3743,289,131,2
Completed,0.82,3965,3348,1312,677,103,3
Completed,0.76,3702,2264,3998,13,228,9
Completed,0.78,2262,1771,2049,438,217,10
Completed,0.82,3232,2543,4522,751,92,4
Completed,0.79,2951,4064,547,145,174,2
Completed,0.81,3631,167,2899,544,49,6
Completed,0.83,2437,345,1746,196,69,2
Completed,0.79,5526,3930,4195,619,194,8
Completed,0.84,4776,3029,826,481,42,9
Completed,0.8,4012,1319,3239,833,167,4
Completed,0.69,295,2086,30,720,154,5
Completed,0.83,8118,3482,2776,94,29,9
Completed,0.78,2480,4383,2238,951,236,7
Completed,0.82,7354,1112,4943,364,111,1
Completed,0.79,2328,998,2421,567,187,9
Completed,0.82,11623,4602,4775,248,62,3
Completed,0.78,1799,3627,176,859,206,3
Completed,0.82,5434,1900,2645,455,82,7
Completed,0.82,4538,1415,688,99,103,6
Completed,0.79,2391,2832,3373,715,226,1
Completed,0.84,12747,3806,1566,322,13,5
Completed,0.8,2781,515,4370,993,137,10
Completed,0.67,296,68,363,279,250,4
Completed,0.8,3748,4297,3069,910,126,8
Completed,0.8,2013,2693,1907,49,145,8
Completed,0.84,2611,2347,1452,809,39,1
Completed,0.8,3903,3137,3864,381,163,6
Completed,0.81,4542,4741,1119,524,74,10
Completed,0.8,2555,825,3572,166,198,5
Completed,0.81,2872,892,1400,489,141,6
Completed,0.79,2694,3263,1030,213,223,5
Completed,0.82,2527,2491,3656,602,98,10
Completed,0.82,5124,1695,615,957,85,9
Completed,0.79,2048,2779,2831,357,210,4
Completed,0.82,7440,4305,2118,750,58,3
Completed,0.72,2159,97,4454,64,183,7
Completed,0.8,1800,583,914,669,203,1
Completed,0.82,5059,3853,3151,22,78,7
Completed,0.8,1899,2958,1834,882,160,9
Completed,0.83,12635,1561,4107,306,35,5
Completed,0.7,1066,2006,2307,138,24,4
Completed,0.8,3803,3715,4875,551,149,8
Completed,0.81,3204,4611,99,408,121,7
Completed,0.78,2118,1026,2708,782,246,2
Completed,0.84,4179,1240,245,48,54,10
Completed,0.79,3285,4531,2577,642,178,5
Completed,0.82,6055,3553,2489,255,89,1
Completed,0.74,2706,2136,4707,934,213,6
Completed,0.78,2062,1331,1654,509,231,7
Completed,0.82,4956,3059,4282,180,107,3
Completed,0.81,4095,4038,776,787,126,3
Completed,0.8,2024,296,1975,860,115,5
Completed,0.77,3111,4211,4581,453,239,10
Completed,0.85,4322,2612,431,591,26,6
Completed,0.8,3992,1822,3000,223,149,1
Completed,0.79,1867,2275,1207,337,170,2
Completed,0.83,5323,3379,3484,978,46,8
Completed,0.79,2365,4978,1540,122,190,8
Completed,0.83,4876,749,3776,692,65,4
Completed,0.79,2201,737,2166,87,242,2
Completed,0.8,6809,4946,4400,728,118,6
Completed,0.79,1902,3421,582,372,152,10
Completed,0.84,3119,2336,2858,943,29,4
Completed,0.83,10190,1853,1056,611,47,4
Completed,0.8,2749,2624,3626,204,171,9
Completed,0.82,6641,4150,1350,841,66,7
Completed,0.78,3276,254,3957,473,190,3
Completed,0.78,1093,427,151,760,179,7
Completed,0.82,9196,4011,2659,430,55,1
Completed,0.79,2701,3115,2279,536,214,5
Completed,0.82,4673,1407,4907,153,90,9
Completed,0.79,1494,2163,1864,298,110,8
Completed,0.79,6116,3560,4083,891,234,4
Completed,0.81,2788,1184,3202,685,129,8
Completed,0.83,4473,1082,724,388,77,5
Completed,0.78,2817,4687,3332,801,202,10
Completed,0.83,7247,3707,1682,158,34,6
Completed,0.8,5758,1979,4249,532,159,1
Completed,0.8,4123,1486,2458,918,146,3
Completed,0.84,6212,2901,4733,271,21,7
Completed,0.77,1247,3880,289,633,244,9
Completed,0.82,2198,590,2527,57,118,3
Completed,0.8,1430,138,1493,707,13,10
Completed,0.8,6326,4366,3828,107,138,5
Completed,0.83,3984,2767,1241,1000,95,1
Completed,0.78,3875,1664,3455,314,220,6
Completed,0.79,1096,2430,405,240,209,8
Completed,0.82,5034,3221,3031,575,85,2
Completed,0.79,3980,4821,2025,462,182,4
Completed,0.83,5538,904,4536,852,57,8
Completed,0.82,2079,818,494,559,123,2
Completed,0.78,2406,4714,2946,131,247,7
Completed,0.83,6609,3193,2078,774,18,9
Completed,0.8,3480,2422,4488,416,142,3
Completed,0.8,2590,1616,1281,29,162,4
Completed,0.83,4924,2701,4025,661,38,10
Completed,0.78,2825,4221,987,298,197,6
Completed,0.71,2151,12,3694,891,73,1
Completed,0.83,2654,503,2191,349,62,8
Completed,0.8,5389,3774,4994,965,186,2
Completed,0.83,3241,2874,63,72,81,4
Completed,0.79,3576,1476,2747,742,205,9
Completed,0.78,1695,1932,801,816,223,9
Completed,0.82,6059,3640,3270,497,100,5
Completed,0.8,4905,4541,1795,610,134,1
Completed,0.84,6271,957,4151,205,10,7
