Status,ACCURACY,RUNTIME,recent_samples_size,n_reference_samples,n_recent_samples,threshold,stability_offset
Failed,,,1886,1281,4051,0.573,0.0
Failed,,,4178,4155,1700,0.233,0.5
Failed,,,4355,1511,2765,0.948,0.0
Failed,,,2102,4227,429,0.359,0.01
Failed,,,134,995,4932,0.633,0.8
Failed,,,3524,2410,4314,0.013,0.01
Failed,,,21,4657,1343,0.664,0.5
Failed,,,4242,2849,1041,0.979,0.3
Failed,,,4107,161,4683,0.202,0.1
Failed,,,2019,3067,2338,0.603,0.0
Failed,,,198,2335,3090,0.388,0.6
Failed,,,3740,4428,124,0.79,0.001
Failed,,,2501,1364,1466,0.909,0.0
Failed,,,2025,168,1049,0.438,0.0
Failed,,,4117,3080,3394,0.847,0.0
Failed,,,1637,1056,3174,0.602,0.2
Failed,,,4505,3188,1135,0.201,0.0
Failed,,,4863,2079,3478,0.489,0.5
Failed,,,1516,4988,829,0.828,0.4
Failed,,,642,428,3828,0.18,0.0
Failed,,,2925,2518,1790,0.519,0.7
Failed,,,397,3728,433,0.178,0.7
Failed,,,2364,1648,4996,0.83,0.3
Failed,,,3993,3778,2029,0.491,0.0
Failed,,,3913,655,296,0.093,0.8
Failed,,,2447,3522,2959,0.744,0.0
Failed,,,322,1852,2480,0.279,0.5
Failed,,,3225,3985,4503,0.93,0.01
Failed,,,3017,2120,3357,0.8,0.0
Failed,,,2916,420,501,0.432,0.8
Failed,,,629,2506,2539,0.779,0.9
Failed,,,1512,2086,2040,0.245,0.01
Failed,,,4845,5000,4688,0.593,0.001
Failed,,,4499,1068,2346,0.85,0.2
Failed,,,1625,3195,4385,0.44,0.0
Failed,,,1221,1428,194,0.537,0.8
Failed,,,2717,4300,2843,0.127,0.0
Failed,,,1643,4581,522,0.571,0.7
Failed,,,380,4840,4628,0.811,0.01
Failed,,,3971,2666,3069,0.621,0.4
Failed,,,4052,2039,4802,0.956,0.6
Failed,,,2385,4948,2144,0.36,0.0
Failed,,,456,466,2581,0.647,0.0
Failed,,,3169,2557,553,0.051,0.0
Failed,,,3072,735,1584,0.186,0.4
Failed,,,1044,4082,4130,0.251,0.8
Failed,,,1722,1143,1152,0.725,0.0
Failed,,,4635,3425,3177,0.066,0.0
Failed,,,4749,1994,831,0.371,0.0
Failed,,,1377,4749,3494,0.967,0.5
Failed,,,845,501,1787,0.056,0.2
Failed,,,3093,2746,3810,0.652,0.8
Failed,,,3148,858,2780,0.517,0.1
Failed,,,2687,3544,4640,0.111,0.7
Failed,,,3572,354,3141,0.248,0.0
Failed,,,70,2640,1109,0.587,0.3
Failed,,,2164,2142,4085,0.436,0.4
Failed,,,4291,4855,1432,0.775,0.0
Failed,,,4077,1905,2887,0.063,0.7
Failed,,,1989,4772,229,0.652,0.2
Failed,,,169,602,4419,0.372,0.5
Failed,,,919,4878,1010,0.391,0.6
Failed,,,1295,375,4261,0.616,0.0
Failed,,,4827,2618,1295,0.207,0.4
Failed,,,4560,1550,3952,0.48,0.5
Failed,,,1800,4267,1607,0.827,0.0
Failed,,,964,956,3665,0.165,0.0
Failed,,,2584,3240,700,0.512,0.0
Failed,,,4405,2495,2556,0.232,0.0
Failed,,,3064,4490,3733,0.607,0.2
Failed,,,3197,1302,4733,0.719,0.3
Failed,,,446,4211,2073,0.068,0.0
Failed,,,2413,1194,2573,0.909,0.8
Failed,,,4042,3284,544,0.258,0.01
Failed,,,3962,1411,2249,0.172,0.0
Failed,,,2496,4317,4599,0.512,0.0
Failed,,,3274,3178,3018,0.821,0.5
Failed,,,784,3451,3936,0.525,0.7
Failed,,,1356,1762,643,0.497,0.3
Failed,,,4688,4046,3605,0.836,0.0
Failed,,,2199,3223,1743,0.132,0.9
Failed,,,583,1534,3451,0.844,0.5
Failed,,,3295,4284,797,0.443,0.2
Failed,,,2965,2426,1985,0.321,0.0
Failed,,,678,4552,4960,0.98,0.0
Failed,,,4393,3750,2127,0.562,0.3
Failed,,,4975,2318,4469,0.757,0.7
Failed,,,1482,4446,2435,0.41,0.4
Failed,,,754,178,2915,0.567,0.0
Failed,,,2891,3050,261,0.22,0.0
Failed,,,3370,1160,1252,0.107,0.3
Failed,,,506,3407,4227,0.696,0.0
Failed,,,2279,1347,977,0.296,0.0
Failed,,,3711,2734,2391,0.961,0.1
Failed,,,2550,870,1075,0.833,0.1
Failed,,,1093,3628,3427,0.486,0.0
Failed,,,1771,1626,1386,0.522,0.0
Failed,,,4684,3868,4348,0.175,0.0
Failed,,,4720,300,1691,0.386,0.5
Failed,,,1347,3017,4042,0.795,0.0
Failed,,,816,2206,772,0.197,0.0
Failed,,,2435,2267,2372,0.042,0.0
Failed,,,3942,4400,4397,0.638,0.5
Failed,,,4626,2169,1497,0.641,0.001
Failed,,,1753,4888,4159,0.052,0.0
Failed,,,1035,328,1200,0.956,0.0
Failed,,,2532,2609,3223,0.367,0.01
Failed,,,3729,683,4539,0.495,0.0
Failed,,,225,3590,2192,0.842,0.001
Failed,,,4151,2528,4904,0.398,0.1
Failed,,,4367,479,655,0.674,0.01
Failed,,,2090,2768,3632,0.022,0.0
Failed,,,151,2016,1572,0.984,0.0
Failed,,,3494,4727,3909,0.333,0.5
Failed,,,2767,1670,2604,0.461,0.0
Failed,,,1109,3756,570,0.87,0.0
Failed,,,1671,836,4780,0.152,0.2
Failed,,,1615,1951,284,0.766,0.0
Failed,,,4527,4822,2932,0.427,0.0
Failed,,,4875,1245,587,0.139,0.01
Failed,,,1504,3331,2626,0.54,0.0
Failed,,,659,1252,2187,0.452,0.6
Failed,,,2908,4165,4836,0.853,0.0
Failed,,,3354,2232,3648,0.975,0.001
Failed,,,601,4521,678,0.316,0.0
Failed,,,3785,4099,3313,0.884,0.0
Failed,,,3806,2360,1164,0.414,0.001
Failed,,,2339,4647,3204,0.761,0.4
Failed,,,1325,4130,1020,0.162,0.3
Failed,,,911,1132,4331,0.816,0.001
Failed,,,3046,3375,1365,0.476,0.7
Failed,,,3213,229,167,0.354,0.0
Failed,,,350,3097,2831,0.951,0.01
Failed,,,3029,1235,1139,0.49,0.8
Failed,,,1050,2865,4887,0.553,0.0
Failed,,,91,215,2995,0.659,0.0
Failed,,,4740,3874,4982,0.259,0.0
Failed,,,2422,1112,2584,0.84,0.0
Failed,,,4167,2920,1331,0.153,0.0
Failed,,,2833,2297,4368,0.524,0.9
Failed,,,4460,257,769,0.011,0.6
Failed,,,2008,1822,3002,0.182,0.1
Failed,,,4134,3916,35,0.529,0.3
Failed,,,4233,1594,4284,0.305,0.4
Failed,,,2146,3842,1312,0.902,0.9
Failed,,,12,902,3335,0.121,0.01
Failed,,,3555,3655,993,0.717,0.7
Failed,,,2707,555,2492,0.58,0.8
Failed,,,1249,2683,4530,0.241,0.3
Failed,,,2078,2783,4313,0.136,0.6
Failed,,,3246,1568,3197,0.953,0.0
Failed,,,928,3409,4239,0.381,0.0
Failed,,,3965,1281,819,0.66,0.9
Failed,,,1959,4611,4562,0.348,0.3
Failed,,,2241,772,972,0.099,0.0
Failed,,,4298,2713,4720,0.91,0.0
Failed,,,155,1872,3931,0.614,0.3
Failed,,,1555,1416,3286,0.564,0.0
Failed,,,4398,4490,2039,0.378,0.0
Failed,,,3231,99,4764,0.756,0.001
Failed,,,232,3294,1011,0.194,0.0
Failed,,,4067,2456,218,0.273,0.0
Failed,,,2471,4067,3970,0.71,0.1
Failed,,,359,3780,1271,0.909,0.0
Failed,,,2013,3618,3633,0.425,0.0
Failed,,,80,4004,4927,0.026,0.1
Failed,,,822,1461,3410,0.223,0.3
Failed,,,4432,4147,1528,0.151,0.0
Failed,,,4872,3324,1797,0.788,0.0
Failed,,,4517,1943,4143,0.531,0.3
Failed,,,1463,3140,4517,0.946,0.2
Failed,,,1837,4980,4702,0.395,0.0
Failed,,,1087,147,1054,0.355,0.0
Failed,,,2990,3323,4797,0.667,0.0
Failed,,,4324,1465,2150,0.047,0.3
Failed,,,2265,4520,3408,0.983,0.0
Failed,,,2812,1903,896,0.917,0.0
Failed,,,652,4004,4644,0.106,0.01
Failed,,,3930,2279,3186,0.289,0.2
Failed,,,2429,4407,1162,0.878,0.0
Failed,,,334,218,4120,0.099,0.9
Failed,,,3213,3090,1456,0.688,0.001
Failed,,,3029,1120,154,0.576,0.5
Failed,,,906,3368,3120,0.229,0.9
Failed,,,1312,1385,2309,0.764,0.0
Failed,,,4810,4138,4654,0.417,0.0
Failed,,,3308,4734,183,0.427,0.4
Failed,,,4540,4892,4333,0.682,0.0
Failed,,,3362,520,1375,0.062,0.001
Failed,,,732,4457,1193,0.605,0.7
Failed,,,4973,958,109,0.931,0.0
Failed,,,530,4338,4776,0.153,0.2
Failed,,,1834,3857,2142,0.81,0.1
Failed,,,4104,944,1694,0.761,0.001
Failed,,,4207,3710,841,0.032,0.0
Failed,,,4306,706,4717,0.806,0.7
Failed,,,2054,3461,2069,0.405,0.01
Failed,,,85,1791,2509,0.618,0.0
Failed,,,3462,4036,471,0.216,0.9
Failed,,,2780,2069,1666,0.079,0.5
Failed,,,1156,4939,4008,0.738,0.0
Failed,,,1689,436,717,0.269,0.4
Failed,,,4435,2567,3689,0.928,0.8
Failed,,,2352,31,1636,0.543,0.01
Failed,,,4005,2905,3981,0.141,0.4
Failed,,,3618,4971,1574,0.464,0.8
Failed,,,2623,1739,582,0.336,0.0
Failed,,,4793,2400,2428,0.883,0.0
Failed,,,1255,4686,4457,0.294,0.0
Failed,,,889,107,268,0.698,0.2
Failed,,,2971,2820,2928,0.11,0.3
Failed,,,3270,1077,4229,0.222,0.01
Failed,,,353,3166,1268,0.569,0.0
Failed,,,2486,1418,3310,0.408,0.001
Failed,,,4533,519,1999,0.144,0.3
Failed,,,1826,2808,4966,0.553,0.9
Failed,,,942,1977,462,0.455,0.2
Failed,,,2605,4689,2809,0.864,0.1
Failed,,,3637,1709,3801,0.992,0.0
Failed,,,298,3795,1778,0.341,0.0
Failed,,,1915,797,3504,0.683,0.6
Failed,,,1330,313,2752,0.13,0.1
Failed,,,4715,3024,402,0.532,0.6
Failed,,,4673,1633,3059,0.773,0.8
Failed,,,1766,3880,97,0.434,0.0
Failed,,,1076,863,4637,0.589,0.01
Failed,,,2549,3615,2286,0.25,0.6
Failed,,,3693,595,1101,0.113,0.0
Failed,,,165,2722,3130,0.709,0.7
Failed,,,1977,1912,1440,0.299,0.0
Failed,,,4948,1450,1032,0.64,0.2
Failed,,,1412,4357,3372,0.043,0.3
Failed,,,732,1046,1352,0.949,0.0
Failed,,,2872,190,1550,0.822,0.001
Failed,,,1669,3738,3569,0.798,0.6
Failed,,,2761,3768,3892,0.611,0.0
Failed,,,1588,1862,4346,0.649,0.001
Failed,,,4892,62,4024,0.256,0.0
Failed,,,1545,2932,1688,0.907,0.0
Failed,,,671,2434,3749,0.07,0.1
Failed,,,2954,4564,774,0.721,0.7
Failed,,,3287,1541,2086,0.609,0.0
Failed,,,569,4296,4740,0.199,0.2
Failed,,,2196,965,532,0.793,0.0
Failed,,,3848,3211,2566,0.383,0.0
Failed,,,3949,4329,959,0.755,0.0
Failed,,,4026,1206,1755,0.67,0.0
Failed,,,2412,3292,3784,0.011,0.3
Failed,,,434,1290,784,0.982,0.001
Failed,,,3191,4204,3444,0.323,0.0
Failed,,,3051,2194,4944,0.445,0.0
Failed,,,806,4482,1983,0.847,0.0
Failed,,,4921,3817,626,0.959,0.01
Failed,,,4488,200,3283,0.733,0.0
Failed,,,1579,3107,947,0.074,0.8
Failed,,,1204,2296,4256,0.919,0.0
Failed,,,2676,4390,1281,0.26,0.0
Failed,,,3585,1402,251,0.38,0.2
Failed,,,58,4121,2906,0.781,0.001
Failed,,,2181,1103,2445,0.196,0.7
Failed,,,4274,3384,4479,0.597,0.6
Failed,,,4068,4784,4098,0.895,0.2
Failed,,,4284,2130,221,0.173,0.0
Failed,,,2153,4848,2874,0.52,0.9
Failed,,,68,366,2397,0.487,0.0
Failed,,,3557,2648,4431,0.835,0.0
Failed,,,2684,645,3429,0.962,0.01
Failed,,,1173,3551,1092,0.373,0.4
Failed,,,4707,1769,4894,0.238,0.9
Failed,,,1359,4058,1932,0.585,0.0
Failed,,,798,728,2725,0.422,0.0
Failed,,,3080,3439,373,0.769,0.3
Failed,,,3179,459,1842,0.899,0.0
Failed,,,463,2545,3871,0.31,0.0
Failed,,,2401,2047,933,0.713,0.01
Failed,,,4054,4960,3591,0.124,0.0
Failed,,,3979,585,4358,0.459,0.0
Failed,,,3841,1956,2136,0.839,0.0
Failed,,,2226,4711,4790,0.5,0.3
Failed,,,562,541,560,0.524,0.0
Failed,,,3318,2786,2594,0.185,0.6
Failed,,,2943,819,3938,0.05,0.1
Failed,,,700,3689,1601,0.646,0.0
Failed,,,1534,1686,3603,0.363,0.2
Failed,,,4582,2261,515,0.098,0.1
Failed,,,2750,13,806,0.159,0.0
Failed,,,1126,2923,3461,0.506,0.5
Failed,,,1659,2483,1733,0.472,0.4
Failed,,,4405,4574,3767,0.819,0.0
Failed,,,4997,693,1423,0.623,0.6
Failed,,,1460,3561,4076,0.214,0.0
Failed,,,4099,1029,1246,0.319,0.0
Failed,,,1967,3157,3275,0.97,0.7
Failed,,,195,1468,1528,0.006,0.6
Failed,,,3684,4340,4187,0.657,0.4
Failed,,,2576,2370,3028,0.543,0.5
Failed,,,1793,135,4590,0.858,0.6
Failed,,,4662,2888,2239,0.448,0.0
Failed,,,2321,3598,313,0.615,0.0
Failed,,,540,1616,4500,0.394,0.0
Failed,,,3418,3897,2462,0.803,0.2
Failed,,,2842,1895,1003,0.933,0.3
Failed,,,721,4801,3345,0.281,0.7
Failed,,,1439,612,1302,0.742,0.6
Failed,,,4938,2705,4274,0.092,0.0
Failed,,,4426,1312,1619,0.348,0.3
Failed,,,1718,4182,3959,0.937,0.0
Failed,,,2478,2673,1396,0.861,0.6
Failed,,,383,1921,3417,0.146,0.0
Failed,,,3262,4832,1065,0.548,0.0
Failed,,,2999,1565,2420,0.683,0.4
Failed,,,877,3852,4448,0.024,0.001
Failed,,,1283,932,199,0.998,0.7
Failed,,,4781,3645,2857,0.339,0.0
Failed,,,1815,1563,318,0.224,0.8
Failed,,,4562,4274,2663,0.564,0.0
Failed,,,4842,383,5,0.868,0.001
Failed,,,1303,2630,2973,0.466,0.5
Failed,,,938,2113,2221,0.557,0.9
Failed,,,3020,4865,4568,0.155,0.0
Failed,,,3241,1845,3214,0.02,0.01
Failed,,,324,3972,1191,0.679,0.9
Failed,,,2457,662,4170,0.329,0.0
Failed,,,781,1812,1119,0.81,0.0
Failed,,,2864,3945,3151,0.4,0.0
Failed,,,3398,2160,4611,0.271,0.8
Failed,,,480,4917,2273,0.922,0.7
Failed,,,2301,337,3086,0.086,0.0
Failed,,,3763,2579,109,0.737,0.0
Failed,,,3823,880,2961,0.206,0.9
Failed,,,1379,2007,4705,0.115,0.0
Failed,,,4764,4757,2042,0.704,0.0
Failed,,,4643,1150,4388,0.977,0.9
Failed,,,1736,3436,2363,0.326,0.1
Failed,,,1047,1356,2841,0.666,0.0
Failed,,,2520,4070,177,0.015,0.0
Failed,,,3742,2327,1336,0.129,0.0
Failed,,,4255,84,2331,0.065,0.0
Failed,,,1147,1184,687,0.04,0.6
Failed,,,2809,3313,3658,0.628,0.9
Failed,,,291,40,3535,0.889,0.3
Failed,,,3667,2954,871,0.293,0.0
Failed,,,2594,944,1911,0.412,0.0
Failed,,,971,3233,4877,0.752,0.1
Failed,,,2115,97,3382,0.328,0.0
Failed,,,3920,3534,1507,0.988,0.6
Failed,,,3996,1660,740,0.59,0.0
Failed,,,2383,3786,3706,0.243,0.001
Failed,,,405,846,1644,0.78,0.5
Failed,,,3162,3721,3991,0.433,0.3
Failed,,,3100,489,2522,0.303,0.001
Failed,,,855,2739,498,0.892,0.0
Failed,,,3659,52,2160,0.626,0.1
Failed,,,277,2961,4824,0.037,0.0
Failed,,,1943,2443,613,0.939,0.7
Failed,,,4181,4534,2638,0.35,0.2
Failed,,,4318,2223,1827,0.566,0.01
Failed,,,2041,4473,3866,0.227,0.0
Failed,,,102,283,869,0.75,0.0
Failed,,,3445,3034,3518,0.411,0.4
Failed,,,2124,2842,4671,0.724,0.6
Failed,,,38,2422,132,0.253,0.3
Failed,,,3528,4665,3103,0.912,0.01
Failed,,,2733,1440,4132,0.792,0.0
Failed,,,1221,4307,1482,0.391,0.9
Failed,,,2842,4794,2214,0.018,0.9
Failed,,,3400,1604,1173,0.154,0.6
Failed,,,535,3890,3211,0.555,0.0
Failed,,,2308,892,1523,0.468,0.3
Failed,,,3814,3606,4172,0.87,0.0
Failed,,,3758,344,1398,0.338,0.7
Failed,,,2290,2592,4375,0.997,0.1
Failed,,,479,2152,1063,0.027,0.0
Failed,,,3381,4905,3400,0.686,0.0
Failed,,,2739,2915,2095,0.761,0.0
Failed,,,3502,982,745,0.881,0.0
Failed,,,121,3271,3720,0.284,0.7
Failed,,,2098,1523,1718,0.693,0.5
Failed,,,4337,4234,4054,0.096,0.0
Failed,,,4163,1273,412,0.816,0.0
Failed,,,1884,4143,2762,0.469,0.1
Failed,,,259,1223,1973,0.507,0.001
Failed,,,3600,3354,4933,0.16,0.0
Failed,,,2640,251,3473,0.046,0.5
Failed,,,2797,1176,4869,0.291,0.0
Failed,,,1138,3302,1898,0.888,0.3
Failed,,,1701,1319,2670,0.105,0.5
Failed,,,4422,4194,330,0.702,0.0
Failed,,,4926,624,2985,0.99,0.7
Failed,,,705,1882,4556,0.677,0.0
Failed,,,862,1578,3159,0.923,0.0
Failed,,,2997,3859,1130,0.272,0.6
Failed,,,3243,1933,2276,0.402,0.0
Failed,,,4655,123,950,0.595,0.9
Failed,,,1782,2880,3301,0.193,0.0
Failed,,,1064,2382,1278,0.783,0.2
Failed,,,2561,4625,4239,0.381,0.01
Failed,,,3681,1480,2898,0.262,0.6
Failed,,,2860,1805,4441,0.55,0.0
Failed,,,763,3933,2408,0.149,0.0
Failed,,,1451,700,2865,0.86,0.3
Failed,,,4984,3572,211,0.458,0.0
Failed,,,1121,2,4750,0.422,0.0
Failed,,,41,1395,4195,0.136,0.01
Failed,,,3584,4108,1540,0.546,0.0
Failed,,,2658,2289,70,0.66,0.0
Failed,,,1200,4377,3045,0.009,0.6
Failed,,,1567,208,2236,0.969,0.0
Failed,,,4478,3119,4572,0.318,0.0
Failed,,,4904,1699,1915,0.122,0.2
Failed,,,1533,3824,4892,0.711,0.9
Failed,,,688,806,390,0.313,0.4
Failed,,,2937,3681,2727,0.901,0.5
Failed,,,3305,529,3882,0.772,0.0
Failed,,,983,3006,814,0.635,0.8
Failed,,,1856,2254,3755,0.357,0.0
Failed,,,4579,4499,1726,0.945,0.3
Failed,,,4770,919,4068,0.735,0.0
Failed,,,1276,3638,1410,0.084,0.4
Failed,,,1561,69,399,0.012,0.0
Failed,,,4894,2944,2735,0.671,0.0
Failed,,,4470,1874,80,0.897,0.0
Failed,,,1596,3963,3057,0.301,0.0
Failed,,,1192,633,2303,0.707,0.0
Failed,,,177,4347,239,0.92,0.1
Failed,,,1959,1017,4486,0.072,0.001
Failed,,,4085,3150,2457,0.73,0.5
Failed,,,4263,1110,3268,0.447,0.0
Failed,,,2176,3397,1234,0.857,0.8
Failed,,,890,2832,1557,0.346,0.0
Failed,,,1266,2392,3246,0.631,0.3
Failed,,,4798,4674,1217,0.035,0.001
Failed,,,4609,744,3562,0.276,0.0
Failed,,,1848,3499,903,0.935,0.001
Failed,,,1013,1751,3900,0.088,0.6
Failed,,,2632,3996,1871,0.747,0.8
Failed,,,3629,2108,364,0.61,0.001
Failed,,,247,4978,2715,0.208,0.0
Failed,,,1913,398,1942,0.8,0.7
Failed,,,553,2779,1849,0.425,0.0
Failed,,,2209,1968,3579,0.584,0.7
Failed,,,3836,4718,925,0.236,0.0
Failed,,,3867,973,3777,0.533,0.0
Failed,,,528,145,1454,0.23,0.1
Failed,,,3430,2859,4103,0.577,0.0
Failed,,,2830,1039,3112,0.689,0.0
Failed,,,734,3127,142,0.1,0.0
Failed,,,1422,1458,4661,0.875,0.2
Failed,,,4955,4369,2321,0.287,0.4
Failed,,,4454,449,4978,0.03,0.0
Failed,,,1692,2574,2007,0.681,0.0
Failed,,,1170,2057,2797,0.343,0.0
Failed,,,2788,4931,455,0.993,0.0
Failed,,,3473,1779,1760,0.866,0.2
Failed,,,2988,114,4217,0.942,0.2
Failed,,,1933,3699,4715,0.268,0.0
Failed,,,308,1716,489,0.741,0.9
Failed,,,3649,3807,2512,0.082,0.4
Failed,,,2611,1985,4020,0.219,0.001
Failed,,,953,4701,1673,0.621,0.3
Failed,,,1827,512,3677,0.403,0.0
Failed,,,4550,2796,710,0.805,0.0
Failed,,,4819,1373,3365,0.501,0.6
Failed,,,4023,23,2692,0.786,0.9
Failed,,,833,4256,3545,0.73,0.7
Failed,,,1405,1004,1815,0.263,0.0
Failed,,,4737,3249,3839,0.914,0.0
Failed,,,92,4029,3798,0.457,0.6
Failed,,,2069,718,858,0.551,0.0
Failed,,,4308,3468,3507,0.142,0.8
Failed,,,4212,789,2052,0.927,0.0
Failed,,,2041,535,372,0.959,0.0
Failed,,,3883,3570,4130,0.024,0.6
Failed,,,2549,1683,1425,0.643,0.2
Failed,,,864,4917,2667,0.332,0.8
Failed,,,570,1952,4609,0.444,0.0
Failed,,,3508,4033,852,0.507,0.0
Failed,,,4841,910,3440,0.128,0.7
Failed,,,1747,2560,2197,0.815,0.5
Failed,,,1682,653,4269,0.289,0.6
Failed,,,4857,2754,526,0.725,0.4
Failed,,,3690,2112,2528,0.098,0.2
Failed,,,2356,2893,347,0.377,0.2
Failed,,,427,2473,4847,0.6,0.0
Failed,,,3140,4604,1881,0.191,0.6
Failed,,,3121,1501,881,0.079,0.0
Failed,,,4361,4373,3161,0.861,0.9
Failed,,,3323,3271,1742,0.348,0.4
Failed,,,4656,1398,3802,0.975,0.0
Failed,,,1268,4572,55,0.04,0.0
Failed,,,1359,56,1520,0.418,0.9
Failed,,,4593,3424,2768,0.605,0.8
Failed,,,3426,1557,434,0.228,0.0
Failed,,,37,4419,4186,0.789,0.0
Failed,,,953,2391,3539,0.935,0.001
Failed,,,3095,4219,2292,0.123,0.0
Failed,,,1149,953,1578,0.083,0.0
Failed,,,2901,3073,2826,0.894,0.8
Failed,,,2668,558,3382,0.373,0.0
Failed,,,748,3459,2139,0.684,0.7
Failed,,,452,806,274,0.54,0.0
Failed,,,3625,2595,4032,0.477,0.2
Failed,,,4958,1958,1678,0.855,0.5
Failed,,,1630,3939,2921,0.169,0.3
Failed,,,1799,2106,1240,0.696,0.001
Failed,,,3573,756,1965,0.887,0.0
Failed,,,476,2719,3222,0.076,0.0
Failed,,,807,381,3898,0.212,0.4
Failed,,,2657,3729,155,0.774,0.3
Failed,,,3823,1836,3055,0.403,0.9
Failed,,,689,1755,674,0.803,0.0
Failed,,,2773,4772,4417,0.242,0.3
Failed,,,3941,404,2376,0.612,0.001
Failed,,,2226,2233,1909,0.175,0.0
Failed,,,3127,4644,3689,0.638,0.7
Failed,,,1426,1047,801,0.146,0.6
Failed,,,4498,2969,4544,0.832,0.0
Failed,,,3165,2362,2249,0.454,0.5
Failed,,,249,4170,3506,0.516,0.001
Failed,,,1205,1508,4064,0.63,0.0
Failed,,,2874,4389,321,0.318,0.8
Failed,,,4206,7,2733,0.938,0.1
Failed,,,2381,3395,1476,0.002,0.0
Failed,,,2171,2007,2887,0.252,0.7
Failed,,,3783,3968,1634,0.689,0.0
Failed,,,2615,855,3910,0.069,0.0
Failed,,,4263,1077,4665,0.744,0.4
Failed,,,2277,3019,912,0.307,0.6
Failed,,,1923,1601,4824,0.057,0.3
Failed,,,4000,4930,1067,0.992,0.0
Failed,,,4702,1631,954,0.582,0.01
Failed,,,1592,1808,1763,0.985,0.0
