Status,ACCURACY,RUNTIME,recent_samples_size,n_reference_samples,n_recent_samples,threshold,stability_offset
Failed,,,902,1537,915,0.174,0.0
Failed,,,3514,4903,3228,0.697,0.1
Failed,,,4478,12,1374,0.399,0.8
Failed,,,2360,3540,4017,0.968,0.0
Failed,,,2112,1914,1819,0.644,0.5
Failed,,,4725,4148,4198,0.232,0.0
Failed,,,3263,934,1046,0.934,0.0
Failed,,,1153,3016,3721,0.443,0.3
Failed,,,605,422,4679,0.287,0.2
Failed,,,2559,3130,1963,0.841,0.0
Failed,,,4178,1791,2639,0.013,0.0
Failed,,,1408,4650,252,0.613,0.9
Failed,,,1338,1578,4303,0.43,0.0
Failed,,,4250,4475,1714,0.951,0.4
Failed,,,2802,596,3532,0.155,0.7
Failed,,,364,3343,1234,0.725,0.0
Failed,,,1066,721,2165,0.506,0.0
Failed,,,3348,2842,4476,0.124,0.7
Failed,,,4952,2088,123,0.795,0.01
Failed,,,1885,4362,2769,0.336,0.0
Failed,,,2279,225,568,0.036,0.3
Failed,,,4558,3715,2949,0.589,0.0
Failed,,,3744,1363,2297,0.261,0.0
Failed,,,670,4690,4969,0.861,0.6
Failed,,,123,2498,3430,0.892,0.8
Failed,,,3042,3951,711,0.479,0.0
Failed,,,4012,975,3888,0.682,0.0
Failed,,,1576,2588,1504,0.192,0.1
Failed,,,1714,2205,948,0.323,0.0
Failed,,,3952,3854,3662,0.798,0.8
Failed,,,3060,1228,1722,0.098,0.01
Failed,,,27,2724,4140,0.527,0.0
Failed,,,1318,3207,3130,0.062,0.5
Failed,,,1544,519,2200,0.996,0.0
Failed,,,4121,3423,4911,0.381,0.01
Failed,,,2580,1654,470,0.707,0.7
Failed,,,506,4396,2890,0.169,0.0
Failed,,,1210,2167,3790,0.076,0.0
Failed,,,3128,4285,1445,0.551,0.7
Failed,,,4824,641,3333,0.35,0.4
Failed,,,2091,2918,653,0.778,0.001
Failed,,,2498,1283,3474,0.602,0.1
Failed,,,4418,4766,1137,0.019,0.0
Failed,,,3532,305,4244,0.812,0.0
Failed,,,806,3638,1616,0.305,0.9
Failed,,,258,1051,64,0.461,0.5
Failed,,,2828,2508,2670,0.906,0.0
Failed,,,3870,2421,2107,0.237,0.0
Failed,,,1794,4031,4379,0.634,0.3
Failed,,,1762,433,138,0.159,0.001
Failed,,,3904,3195,2752,0.712,0.3
Failed,,,2837,1721,2179,0.383,0.6
Failed,,,250,4643,4463,0.984,0.0
Failed,,,797,1920,3547,0.766,0.0
Failed,,,3539,4218,1221,0.352,0.8
Failed,,,4450,869,4319,0.556,0.1
Failed,,,2464,3005,1698,0.065,0.0
Failed,,,2090,1506,3874,0.303,0.2
Failed,,,4825,4858,1517,0.825,0.0
Failed,,,3162,62,3415,0.029,0.0
Failed,,,1174,3566,728,0.598,0.5
Failed,,,400,2652,3211,0.32,0.0
Failed,,,948,161,4797,0.414,0.0
Failed,,,3390,3704,2469,0.967,0.01
Failed,,,4911,1368,3068,0.14,0.7
Failed,,,2004,4759,449,0.74,0.0
Failed,,,2233,770,2623,0.876,0.6
Failed,,,4683,2867,268,0.495,0.0
Failed,,,3073,4505,3734,0.574,0.0
Failed,,,3979,571,1803,0.277,0.0
Failed,,,1685,3294,4214,0.845,0.8
Failed,,,3014,356,3816,0.939,0.8
Failed,,,151,3274,1420,0.432,0.0
Failed,,,699,790,496,0.339,0.0
Failed,,,3717,3082,2865,0.783,0.6
Failed,,,4545,1999,2222,0.114,0.4
Failed,,,2293,4141,4887,0.511,0.001
Failed,,,1906,141,2081,0.873,0.2
Failed,,,4932,3489,4404,0.258,0.0
Failed,,,3333,1427,42,0.584,0.0
Failed,,,1083,4935,2694,0.046,0.9
Failed,,,379,2253,4221,0.202,0.5
Failed,,,2785,3887,1640,0.678,0.0
Failed,,,4228,1200,3448,0.477,0.0
Failed,,,1358,2672,1162,0.905,0.2
Failed,,,1444,1065,4607,0.091,0.0
Failed,,,4143,2575,1879,0.535,0.7
Failed,,,2558,2350,2564,0.365,0.01
Failed,,,607,4023,170,0.763,0.0
Failed,,,3462,3229,3856,0.612,0.0
Failed,,,4529,1854,744,0.284,0.001
Failed,,,2387,4599,3399,0.838,0.4
Failed,,,1926,2521,4647,0.482,0.7
Failed,,,2310,1676,2448,0.151,0.0
Failed,,,4604,4383,4817,0.72,0.9
Failed,,,3698,546,426,0.423,0.1
Failed,,,638,3406,3091,0.944,0.0
Failed,,,2214,3152,23,0.266,0.1
Failed,,,1983,2297,2844,0.099,0.0
Failed,,,4853,3755,517,0.528,0.2
Failed,,,3410,1166,4864,0.326,0.5
Failed,,,1004,2774,2245,0.801,0.0
Failed,,,458,39,684,0.957,0.0
Failed,,,2708,3523,3301,0.42,0.9
Failed,,,4307,1559,1477,0.746,0.1
Failed,,,1281,4891,3759,0.13,0.0
Failed,,,528,3737,4760,0.023,0.4
Failed,,,1232,953,3172,0.242,0.01
Failed,,,3184,2600,814,0.638,0.0
Failed,,,4768,2471,3961,0.468,0.0
Failed,,,2069,3968,1274,0.913,0.7
Failed,,,2447,623,4093,0.706,0.0
Failed,,,4391,3326,1767,0.168,0.5
Failed,,,3558,1600,3616,0.993,0.3
Failed,,,857,4463,995,0.378,0.0
Failed,,,309,2100,1936,0.347,0.0
Failed,,,2855,4340,4550,0.775,0.1
Failed,,,3844,738,225,0.075,0.8
Failed,,,298,4352,1110,0.565,0.0
Failed,,,2051,2471,526,0.133,0.2
Failed,,,4785,3981,2834,0.749,0.0
Failed,,,3166,943,2236,0.421,0.0
Failed,,,1248,2616,4874,0.958,0.9
Failed,,,546,198,3291,0.802,0.5
Failed,,,2620,3745,695,0.327,0.0
Failed,,,4082,1331,3768,0.531,0.0
Failed,,,1505,4718,1467,0.102,0.3
Failed,,,1278,1548,3042,0.91,0.0
Failed,,,4309,4895,319,0.465,0.7
Failed,,,2705,21,4749,0.638,0.01
Failed,,,460,3528,2360,0.24,0.0
Failed,,,1007,1159,804,0.022,0.001
Failed,,,3408,2793,3181,0.607,0.4
Failed,,,4856,2294,1284,0.309,0.6
Failed,,,1982,3765,3952,0.817,0.0
Failed,,,2150,2714,2005,0.264,0.0
Failed,,,160,826,1342,0.948,0.1
Failed,,,2928,3124,4049,0.425,0.0
Failed,,,3814,1963,863,0.721,0.0
Failed,,,1852,4099,3279,0.151,0.9
Failed,,,1085,1445,4107,0.764,0.01
Failed,,,3330,4929,1755,0.366,0.0
Failed,,,4934,153,3646,0.538,0.0
Failed,,,1903,3485,964,0.094,0.7
Failed,,,2299,2006,3163,0.293,0.0
Failed,,,4537,4122,822,0.831,0.5
Failed,,,3724,793,3936,0.003,0.3
Failed,,,690,3071,1301,0.62,0.0
Failed,,,144,368,381,0.651,0.0
Failed,,,3021,3270,2980,0.221,0.1
Failed,,,709,2065,1230,0.987,0.6
Failed,,,3627,4298,3536,0.386,0.0
Failed,,,4675,773,1689,0.713,0.001
Failed,,,2240,2856,4329,0.159,0.3
Failed,,,1192,76,2479,0.317,0.4
Failed,,,3146,3564,4788,0.809,0.0
Failed,,,4843,1522,439,0.108,0.0
Failed,,,2073,4850,3077,0.521,0.7
Failed,,,2477,870,258,0.844,0.0
Failed,,,785,4201,4656,0.048,0.0
Failed,,,817,302,184,0.524,0.01
Failed,,,3519,3648,2551,0.095,0.0
Failed,,,4430,1277,1914,0.798,0.0
Failed,,,2485,4785,4572,0.322,0.8
Failed,,,1562,3433,846,0.217,0.0
Failed,,,4566,225,4008,0.371,0.0
Failed,,,2272,3728,1385,0.753,0.6
Failed,,,1887,2073,4189,0.616,0.0
Failed,,,4950,4370,1829,0.016,0.9
Failed,,,1426,1784,1704,0.333,0.01
Failed,,,4162,4668,4312,0.793,0.0
Failed,,,2577,419,1244,0.123,0.0
Failed,,,588,3140,3523,0.506,0.8
Failed,,,3279,3020,2156,0.154,0.0
Failed,,,4708,1896,2758,0.949,0.0
Failed,,,2129,4153,132,0.426,0.4
Failed,,,3805,3673,3967,0.198,0.8
Failed,,,2894,1398,791,0.901,0.1
Failed,,,192,4731,3195,0.472,0.0
Failed,,,1115,3302,1930,0.118,0.2
Failed,,,2519,2878,3610,0.733,0.0
Failed,,,4182,2048,1791,0.436,0.0
Failed,,,1483,4325,4070,0.943,0.5
Failed,,,1398,1951,20,0.006,0.0
Failed,,,4267,4189,2716,0.623,0.01
Failed,,,2747,897,2039,0.294,0.7
Failed,,,341,2975,4445,0.832,0.0
Failed,,,3678,2322,3304,0.181,0.0
Failed,,,659,3818,681,0.687,0.9
Failed,,,113,1495,2249,0.532,0.6
Failed,,,1629,3577,2819,0.361,0.3
Failed,,,3113,269,2592,0.455,0.4
Failed,,,53,3596,300,0.915,0.001
Failed,,,755,1092,1850,0.821,0.0
Failed,,,3659,2545,4168,0.299,0.01
Failed,,,4643,2381,1059,0.594,0.8
Failed,,,2193,3994,3707,0.024,0.0
Failed,,,1965,484,888,0.356,0.5
Failed,,,4871,3381,3253,0.77,0.0
Failed,,,3429,1690,1366,0.069,0.0
Failed,,,4787,385,2308,0.211,0.01
Failed,,,2051,3243,4958,0.671,0.0
Failed,,,2426,2243,2137,0.964,0.3
Failed,,,4412,3895,4504,0.41,0.0
Failed,,,3579,1191,117,0.736,0.0
Failed,,,836,2683,2774,0.136,0.5
Failed,,,289,131,4375,0.105,0.9
Failed,,,2875,3497,1642,0.518,0.0
Failed,,,833,2233,349,0.111,0.9
Failed,,,1968,4448,3490,0.399,0.8
Failed,,,2189,1084,667,0.223,0.0
Failed,,,4647,2556,3319,0.651,0.7
Failed,,,116,3585,4629,0.714,0.9
Failed,,,662,1104,3693,0.558,0.5
Failed,,,1950,452,4040,0.031,0.0
Failed,,,3297,1741,3248,0.304,0.8
Failed,,,1040,4624,894,0.827,0.0
Failed,,,4888,708,1486,0.252,0.0
Failed,,,701,2227,2768,0.789,0.9
Failed,,,3364,4627,1706,0.271,0.0
Failed,,,381,322,661,0.643,0.0
Failed,,,3060,2762,4907,0.173,0.8
Failed,,,1288,1670,4282,0.362,0.0
Failed,,,2975,2019,3213,0.265,0.0
Failed,,,2167,557,4460,0.124,0.9
Failed,,,4399,2532,1224,0.565,0.0
Failed,,,1845,2442,1410,0.443,0.0
Failed,,,1693,4556,4951,0.597,0.01
Failed,,,1563,2555,4376,0.481,0.0
Failed,,,1065,1954,2399,0.657,0.0
Failed,,,4285,4328,4819,0.695,0.0
Failed,,,4132,1439,1328,0.345,0.01
Failed,,,1804,4155,2989,0.841,0.0
Failed,,,726,986,75,0.017,0.001
Failed,,,3340,3427,4241,0.543,0.6
Failed,,,424,1640,3431,0.417,0.5
Failed,,,1391,449,1668,0.572,0.4
Failed,,,3544,2639,1450,0.652,0.3
Failed,,,59,4683,2694,0.682,0.001
Failed,,,2413,186,376,0.491,0.0
Failed,,,4773,2899,3942,0.948,0.01
Failed,,,785,2510,2272,0.064,0.8
Failed,,,1588,1998,4661,0.762,0.4
Failed,,,4348,4910,1024,0.299,0.0
Failed,,,4186,2176,2524,0.647,0.6
Failed,,,4009,3383,1512,0.875,0.0
Failed,,,2997,3354,1133,0.837,0.4
Failed,,,1199,2920,2562,0.447,0.0
Failed,,,1332,2261,507,0.629,0.0
Failed,,,3984,4661,3810,0.181,0.5
Failed,,,4045,91,3053,0.274,0.0
Failed,,,1266,2999,1382,0.785,0.01
Failed,,,3078,1281,2006,0.743,0.0
Failed,,,2093,1139,754,0.882,0.2
Failed,,,4149,3884,1564,0.016,0.4
Failed,,,519,1421,179,0.846,0.0
Failed,,,2784,2705,2199,0.813,0.0
Failed,,,3231,815,327,0.981,0.0
Failed,,,186,2566,611,0.714,0.0
Failed,,,2207,1985,2616,0.398,0.001
Failed,,,1633,2891,3538,0.761,0.0
Failed,,,202,4615,2358,0.492,0.0
Failed,,,3182,848,3710,0.562,0.0
Failed,,,927,1043,2056,0.68,0.0
Failed,,,1055,348,4129,0.554,0.0
Failed,,,4979,2843,986,0.34,0.9
Failed,,,3989,644,1438,0.444,0.5
Failed,,,2183,2062,602,0.2,0.0
Failed,,,2348,36,2283,0.779,0.001
Failed,,,350,2287,888,0.63,0.0
Failed,,,4607,1332,3589,0.364,0.6
Failed,,,2516,2756,36,0.768,0.2
Failed,,,3242,1645,318,0.092,0.8
Failed,,,2131,4150,4709,0.798,0.0
Failed,,,520,4909,3739,0.056,0.01
Failed,,,4879,4666,3121,0.818,0.001
Failed,,,3967,1869,4461,0.964,0.0
Failed,,,167,1597,2958,0.51,0.0
Failed,,,1139,4390,4621,0.648,0.0
Failed,,,393,3589,2176,0.848,0.3
Failed,,,2289,588,4853,0.188,0.01
Failed,,,3707,3094,496,0.955,0.0
Failed,,,4125,2926,4634,0.085,0.2
Failed,,,1291,2145,3780,0.44,0.0
Failed,,,2116,1147,1298,0.048,0.8
Failed,,,237,2458,1993,0.23,0.0
Failed,,,3122,1098,3231,0.626,0.5
Failed,,,1704,3602,1335,0.482,0.0
Failed,,,1175,2214,4732,0.886,0.0
Failed,,,4781,4709,373,0.226,0.01
Failed,,,3380,2683,4347,0.528,0.8
Failed,,,1803,1059,4187,0.828,0.2
Failed,,,3651,4396,3527,0.452,0.4
Failed,,,2110,3494,1550,0.545,0.0
Failed,,,4753,682,4122,0.38,0.01
Failed,,,25,4858,4808,0.026,0.001
Failed,,,2640,3350,4645,0.724,0.0
Failed,,,1981,805,3272,0.093,0.6
Failed,,,981,4148,2016,0.716,0.4
Failed,,,3333,1337,4912,0.366,0.0
Failed,,,3503,2273,1010,0.463,0.0
Failed,,,732,2493,1403,0.004,0.0
Failed,,,4581,368,544,0.292,0.5
Failed,,,4202,3238,1933,0.405,0.7
Failed,,,2506,1733,3179,0.778,0.01
Failed,,,3792,3472,4161,0.083,0.0
Failed,,,1769,655,1433,0.997,0.3
Failed,,,271,4316,2677,0.373,0.6
Failed,,,2734,2797,2870,0.876,0.8
Failed,,,305,3491,4859,0.609,0.2
Failed,,,3231,836,521,0.484,0.0
Failed,,,4503,4885,3133,0.812,0.0
Failed,,,1494,1923,1299,0.188,0.8
Failed,,,2065,4098,957,0.046,0.5
Failed,,,3815,1440,4119,0.92,0.0
Failed,,,2514,2996,2034,0.374,0.0
Failed,,,827,22,2700,0.748,0.3
Failed,,,973,4461,2239,0.94,0.0
Failed,,,3032,2426,2823,0.067,0.01
Failed,,,4236,3379,826,0.644,0.9
Failed,,,2230,1027,3914,0.27,0.001
Failed,,,1717,2640,3650,0.378,0.0
Failed,,,4944,612,1734,0.503,0.7
Failed,,,3731,4053,4415,0.206,0.3
Failed,,,391,1719,3,0.83,0.0
Failed,,,2956,4659,250,0.566,0.0
Failed,,,1943,1748,212,0.942,0.0
Failed,,,4973,4626,2523,0.435,0.5
Failed,,,3291,455,1920,0.73,0.2
Failed,,,181,1395,4851,0.69,0.0
Failed,,,2907,4742,2260,0.184,0.8
Failed,,,3793,183,2828,0.978,0.1
Failed,,,1873,3692,532,0.393,0.0
Failed,,,1812,1149,3054,0.75,0.0
Failed,,,729,88,2542,0.745,0.001
Failed,,,3607,3461,194,0.129,0.4
Failed,,,4654,1460,4581,0.954,0.6
Failed,,,2260,4983,1904,0.417,0.0
Failed,,,2020,857,4722,0.218,0.9
Failed,,,4895,3095,2387,0.662,0.0
Failed,,,3369,1990,2996,0.491,0.0
Failed,,,967,4069,365,0.89,0.2
Failed,,,421,1870,1316,0.858,0.2
Failed,,,2666,4572,3920,0.273,0.0
Failed,,,4348,342,855,0.568,0.0
Failed,,,471,1123,2282,0.629,0.9
Failed,,,2616,2751,4985,0.247,0.0
Failed,,,4123,2330,554,0.918,0.0
Failed,,,1543,3808,2962,0.459,0.2
Failed,,,1301,2429,1388,0.522,0.0
Failed,,,4363,3946,4004,0.109,0.6
Failed,,,2686,985,930,0.812,0.4
Failed,,,3621,2058,4665,0.667,0.0
Failed,,,717,4317,1976,0.207,0.3
Failed,,,13,1622,1033,0.051,0.1
Failed,,,1589,1798,3356,0.729,0.0
Failed,,,3997,4564,630,0.145,0.01
Failed,,,1153,1292,1744,0.981,0.001
Failed,,,3261,4838,4116,0.396,0.4
Failed,,,4690,238,975,0.691,0.7
Failed,,,2147,3625,3637,0.185,0.0
Failed,,,2368,2135,833,0.446,0.9
Failed,,,4469,4238,3154,0.921,0.0
Failed,,,3480,693,1290,0.221,0.0
Failed,,,934,2946,3945,0.65,0.1
Failed,,,232,492,2969,0.619,0.3
Failed,,,2933,3371,390,0.002,0.0
Failed,,,3766,1702,4700,0.828,0.0
Failed,,,1822,4428,2411,0.29,0.5
Failed,,,1839,1964,4923,0.931,0.01
Failed,,,3825,4086,2344,0.44,0.0
Failed,,,2914,835,2902,0.643,0.0
Failed,,,172,3108,613,0.231,0.8
Failed,,,875,330,1535,0.012,0.6
Failed,,,2168,1246,1198,0.545,0.0
Failed,,,4748,2697,3570,0.085,0.2
Failed,,,3241,2218,1677,0.757,0.9
Failed,,,1096,3832,4339,0.375,0.0
Failed,,,549,1482,2810,0.406,0.0
Failed,,,2537,4971,81,0.975,0.5
Failed,,,4200,115,4518,0.179,0.2
Failed,,,1465,3444,2124,0.701,0.0
Failed,,,1379,292,3674,0.264,0.7
Failed,,,4286,3660,1092,0.864,0.0
Failed,,,2765,1266,4152,0.037,0.0
Failed,,,323,4793,1866,0.59,0.01
Failed,,,1025,2394,285,0.683,0.4
Failed,,,3311,4048,2608,0.193,0.001
Failed,,,4988,1029,1994,0.895,0.0
Failed,,,92,658,4059,0.789,0.0
Failed,,,2996,2892,1333,0.329,0.3
Failed,,,4058,2180,3269,0.502,0.5
Failed,,,1608,4263,873,0.119,0.0
Failed,,,1668,912,1580,0.485,0.3
Failed,,,3920,3028,4281,0.883,0.001
Failed,,,3092,1887,1100,0.213,0.0
Failed,,,74,4165,3510,0.657,0.6
Failed,,,776,1774,4420,0.563,0.8
Failed,,,3639,4676,2065,0.057,0.0
Failed,,,4622,409,2713,0.852,0.0
Failed,,,1522,1345,328,0.819,0.7
Failed,,,4065,4717,3032,0.312,0.0
Failed,,,2636,213,2351,0.607,0.0
Failed,,,1743,2815,2509,0.55,0.0
Failed,,,1755,728,4290,0.269,0.0
Failed,,,3832,2831,1570,0.855,0.01
Failed,,,2868,2100,3501,0.058,0.8
Failed,,,844,1585,2056,0.658,0.0
Failed,,,3570,4464,4430,0.214,0.6
Failed,,,4378,608,32,0.886,0.3
Failed,,,2458,3334,2702,0.488,0.001
Failed,,,2222,392,1778,0.548,0.8
Failed,,,4616,3157,4083,0.071,0.0
Failed,,,3646,1762,985,0.774,0.0
Failed,,,769,4681,3625,0.346,0.1
Failed,,,65,1884,4539,0.377,0.3
Failed,,,3099,4175,1945,0.993,0.0
Failed,,,3912,906,2519,0.165,0.0
Failed,,,1674,3047,216,0.704,0.6
Failed,,,1615,2177,2334,0.837,0.001
Failed,,,4050,4273,4932,0.283,0.4
Failed,,,3002,652,624,0.609,0.6
Failed,,,84,2910,2893,0.01,0.0
Failed,,,631,529,3866,0.228,0.0
Failed,,,3706,3411,1526,0.641,0.8
Failed,,,4598,1665,3388,0.439,0.01
Failed,,,2318,4388,753,0.931,0.0
Failed,,,1924,1023,3559,0.701,0.2
Failed,,,4992,2540,1207,0.178,0.0
Failed,,,3309,2391,4350,0.972,0.0
Failed,,,1028,4058,1668,0.403,0.5
Failed,,,324,1255,91,0.372,0.9
Failed,,,2762,4798,2800,0.754,0.0
Failed,,,4288,275,2114,0.084,0.0
Failed,,,1377,3665,4527,0.545,0.2
Failed,,,1448,100,1083,0.482,0.0
Failed,,,4218,3452,3684,0.897,0.7
Failed,,,2521,1468,1875,0.196,0.4
Failed,,,567,4972,4142,0.687,0.001
Failed,,,1113,2217,2617,0.593,0.0
Failed,,,3224,3845,274,0.04,0.01
Failed,,,4764,1236,4638,0.865,0.7
Failed,,,2398,1839,4808,0.12,0.5
Failed,,,4516,4601,2459,0.503,0.0
Failed,,,3474,315,3100,0.332,0.0
Failed,,,863,3237,416,0.792,0.3
Failed,,,1833,1717,640,0.508,0.4
Failed,,,3753,4420,3346,0.111,0.001
Failed,,,2945,506,1410,0.783,0.0
Failed,,,219,3369,3825,0.337,0.6
Failed,,,923,694,2855,0.431,0.8
Failed,,,3493,2933,505,0.938,0.0
Failed,,,4457,2144,4897,0.142,0.0
Failed,,,2380,4221,2213,0.727,0.01
Failed,,,2130,252,4414,0.902,0.0
Failed,,,4707,3623,2071,0.473,0.2
Failed,,,3245,1307,2684,0.677,0.5
Failed,,,1171,4830,51,0.201,0.0
Failed,,,623,2359,1629,0.045,0.0
Failed,,,2541,4006,4231,0.584,0.9
Failed,,,4160,1065,1172,0.255,0.2
Failed,,,1426,2562,3439,0.871,0.0
Failed,,,1357,1203,1888,0.188,0.7
Failed,,,4231,2661,4597,0.694,0.0
Failed,,,2783,2260,161,0.397,0.001
Failed,,,382,3868,2575,0.982,0.4
Failed,,,3991,1816,2420,0.924,0.9
Failed,,,1597,4558,4689,0.449,0.0
Failed,,,1693,583,2743,0.066,0.1
Failed,,,3973,3290,149,0.557,0.0
Failed,,,3081,1640,4472,0.355,0.0
Failed,,,6,4500,2169,0.769,0.8
Failed,,,2002,1386,1508,0.46,0.0
Failed,,,4913,4753,3885,0.919,0.1
Failed,,,3387,173,737,0.25,0.9
Failed,,,949,3700,3404,0.633,0.0
Failed,,,403,988,4994,0.601,0.0
Failed,,,2684,2642,2271,0.031,0.5
Failed,,,4367,2436,2953,0.826,0.2
Failed,,,1299,3927,564,0.304,0.0
Failed,,,1525,2339,3994,0.739,0.8
Failed,,,4139,3791,1398,0.139,0.0
Failed,,,2599,1124,3222,0.965,0.0
Failed,,,488,2738,921,0.411,0.01
Failed,,,4439,2992,2633,0.276,0.8
Failed,,,3553,1929,1986,0.571,0.1
Failed,,,238,1737,3744,0.204,0.0
Failed,,,2849,4635,1023,0.664,0.3
Failed,,,3891,447,4204,0.494,0.5
Failed,,,1773,3193,1812,0.876,0.0
Failed,,,1783,2403,3672,0.416,0.6
Failed,,,3883,4036,939,0.954,0.0
Failed,,,2816,1040,4129,0.126,0.001
Failed,,,271,2513,1731,0.742,0.4
Failed,,,2108,630,2398,0.061,0.0
Failed,,,4807,2923,4713,0.568,0.5
Failed,,,3144,2150,355,0.27,0.2
Failed,,,1192,4290,3005,0.856,0.0
Failed,,,490,1648,3910,0.887,0.0
Failed,,,2598,4414,1325,0.489,0.2
Failed,,,4104,516,3140,0.661,0.9
Failed,,,1319,342,4920,0.779,0.4
Failed,,,4345,3220,2189,0.351,0.001
Failed,,,2668,1861,2881,0.555,0.0
Failed,,,418,4589,480,0.078,0.7
Failed,,,966,1975,1436,0.172,0.7
Failed,,,3372,4077,3800,0.71,0.0
Failed,,,4892,843,663,0.382,0.0
Failed,,,2023,3097,3323,0.997,0.01
Failed,,,2254,1451,1146,0.635,0.0
Failed,,,4662,4999,3464,0.237,0.3
Failed,,,3600,88,1607,0.909,0.5
Failed,,,738,3474,4254,0.464,0.0
Failed,,,34,1214,2661,0.308,0.0
Failed,,,3053,2726,74,0.816,0.9
Failed,,,3958,2190,4388,0.019,0.1
Failed,,,1706,3862,2097,0.604,0.0
Failed,,,1568,961,453,0.971,0.8
Failed,,,4018,2589,3064,0.402,0.0
Failed,,,3034,2483,2495,0.698,0.0
Failed,,,130,3959,4771,0.175,0.1
Failed,,,678,1353,3237,0.081,0.4
Failed,,,3738,4706,904,0.542,0.001
Failed,,,3351,707,3730,0.842,0.1
Failed,,,1065,2843,1036,0.288,0.0
Failed,,,361,596,1972,0.444,0.0
Failed,,,2804,3356,4669,0.936,0.2
Failed,,,4246,1568,243,0.235,0.5
Failed,,,1340,4491,2649,0.647,0.0
Failed,,,1135,923,4486,0.724,0.7
Failed,,,2347,9,2939,0.189,0.0
