PC,pc_rank_by_variance,explained_variance_ratio,cumulative_explained_variance,top_loading_rank,meta_feature,loading,abs_loading
PC4,4,0.12446890023888042,0.758167486567804,7,feat_std_min,-0.23920149219050618,0.23920149219050618
PC4,4,0.12446890023888042,0.758167486567804,8,tree__n_nodes,-0.22369618536613253,0.22369618536613253
PC4,4,0.12446890023888042,0.758167486567804,9,mi_feat_to_label_q1,-0.21205572426635305,0.21205572426635305
PC4,4,0.12446890023888042,0.758167486567804,10,feat_std_q3,-0.20482690840651158,0.20482690840651158
PC5,5,0.11417239524872451,0.8723398818165284,1,feat_min_mean,-0.31272257467712405,0.31272257467712405
PC5,5,0.11417239524872451,0.8723398818165284,2,x_pca_k_for_95pct,-0.3120564451628507,0.3120564451628507
PC5,5,0.11417239524872451,0.8723398818165284,3,feat_mean_mean,0.2940013301030641,0.2940013301030641
PC5,5,0.11417239524872451,0.8723398818165284,4,feat_zero_frac_mean,-0.2650962050962594,0.2650962050962594
PC5,5,0.11417239524872451,0.8723398818165284,5,feat_skew_q1,-0.2461310697270383,0.2461310697270383
PC5,5,0.11417239524872451,0.8723398818165284,6,feat_skew_min,-0.24203481825687154,0.24203481825687154
PC5,5,0.11417239524872451,0.8723398818165284,7,feat_entropy_binned_std,0.2119233372864,0.2119233372864
PC5,5,0.11417239524872451,0.8723398818165284,8,feat_min_max,-0.18490614857843668,0.18490614857843668
PC5,5,0.11417239524872451,0.8723398818165284,9,max_abs_corr,-0.18178717280175571,0.18178717280175571
PC5,5,0.11417239524872451,0.8723398818165284,10,landmark__logreg_acc,0.18165691120497557,0.18165691120497557
PC6,6,0.07403308254568722,0.9463729643622156,1,min_class_count,-0.37354388505389086,0.37354388505389086
PC6,6,0.07403308254568722,0.9463729643622156,2,earlyshift_batch__kl_q3,-0.3315764199265675,0.3315764199265675
PC6,6,0.07403308254568722,0.9463729643622156,3,class_entropy_norm,-0.3234145270493976,0.3234145270493976
PC6,6,0.07403308254568722,0.9463729643622156,4,mi_feat_to_label_min,-0.2646705478988586,0.2646705478988586
PC6,6,0.07403308254568722,0.9463729643622156,5,feat_min_max,0.2376503045165678,0.2376503045165678
PC6,6,0.07403308254568722,0.9463729643622156,6,mi_feat_to_label_q1,0.21809508999419033,0.21809508999419033
PC6,6,0.07403308254568722,0.9463729643622156,7,earlyshift_batch__kl_q1,-0.2136996060956809,0.2136996060956809
PC6,6,0.07403308254568722,0.9463729643622156,8,imbalance_ratio,0.21365734900654515,0.21365734900654515
PC6,6,0.07403308254568722,0.9463729643622156,9,feat_kurt_q1,-0.1947021714618381,0.1947021714618381
PC6,6,0.07403308254568722,0.9463729643622156,10,feat_std_min,-0.19007608120169497,0.19007608120169497
PC7,7,0.053627035637784315,1.0,1,imbalance_ratio,0.5077604631847411,0.5077604631847411
PC7,7,0.053627035637784315,1.0,2,earlyshift_batch__kl_q3,-0.29517746557549457,0.29517746557549457
PC7,7,0.053627035637784315,1.0,3,landmark__gnb_acc,-0.2525615985439218,0.2525615985439218
PC7,7,0.053627035637784315,1.0,4,mi_feat_to_label_min,0.2489199642812744,0.2489199642812744
PC7,7,0.053627035637784315,1.0,5,min_class_count,-0.2247296868465057,0.2247296868465057
PC7,7,0.053627035637784315,1.0,6,feat_max_min,0.21895980726920986,0.21895980726920986
PC7,7,0.053627035637784315,1.0,7,feat_std_min,0.21026336720363828,0.21026336720363828
PC7,7,0.053627035637784315,1.0,8,class_entropy_norm,-0.18693667058316543,0.18693667058316543
PC7,7,0.053627035637784315,1.0,9,mi_feat_to_label_q1,-0.18043905750038763,0.18043905750038763
PC7,7,0.053627035637784315,1.0,10,x_pca_kurtosis_first_pc,-0.17662924497070814,0.17662924497070814
