Status,ACCURACY,RUNTIME,recent_samples_size,significance,gamma,max_node_size,max_tree_depth,max_time_stationary
Completed,0.71,29,4412,0.001,0.999,1,5000,2033
Completed,0.71,26,3384,0.001,0.001,1,2323,2532
Completed,0.71,26,3311,0.999,0.999,1,5000,3702
Completed,0.75,1319,213,0.726,0.54,3295,2942,3073
Completed,0.74,713,2054,0.977,0.161,342,4109,3601
Completed,0.75,2195,2247,0.42,0.736,2106,229,2804
Completed,0.76,5249,2595,0.667,0.245,2674,4423,1893
Completed,0.75,2534,332,0.169,0.124,4103,1550,3332
Completed,0.76,3857,588,0.89,0.968,2257,4780,1215
Completed,0.76,5090,2699,0.398,0.839,808,1750,4773
Completed,0.75,3970,2461,0.642,0.332,3951,3444,532
Completed,0.74,627,2029,0.209,0.754,3457,2065,878
Completed,0.76,6659,2814,0.956,0.263,1640,2508,3819
Completed,0.76,6089,988,0.591,0.023,1227,48,1807
Completed,0.74,818,81,0.458,0.385,181,885,195
Completed,0.75,575,40,0.859,0.228,1303,3704,797
Completed,0.76,4667,2934,0.367,0.108,479,323,4429
Completed,0.74,3290,2419,0.053,0.052,2537,639,1133
Completed,0.76,6375,2735,0.8,0.558,1929,3935,4169
Completed,0.76,6176,909,0.684,0.781,311,1473,1454
Completed,0.76,3253,472,0.302,0.687,1096,1960,608
Completed,0.76,4825,446,0.508,0.28,3001,4370,2728
Completed,0.75,5449,635,0.377,0.127,3407,4698,4352
Completed,0.75,6183,2559,0.016,0.401,3815,2239,1286
Completed,0.75,2350,2289,0.759,0.892,632,3033,3413
Completed,0.75,2412,2169,0.326,0.442,1776,1304,2997
Completed,0.74,3381,254,0.076,0.82,4437,123,3682
Completed,0.75,2742,303,0.988,0.353,1044,1693,4231
Completed,0.76,6179,1131,0.123,0.241,51,2376,2772
Completed,0.75,1356,2121,0.739,0.973,2747,358,4952
Completed,0.75,3103,2318,0.174,0.425,4807,3978,3952
Completed,0.75,3675,2529,0.929,0.932,411,674,728
Completed,0.76,6548,703,0.556,0.656,2348,3134,3638
Completed,0.75,4936,418,0.423,0.811,1560,2801,4674
Completed,0.75,6116,541,0.637,0.155,4656,1030,2421
Completed,0.75,6834,2804,0.137,0.027,3527,3000,3467
Completed,0.75,3047,2352,0.887,0.518,1711,2193,1855
Completed,0.75,801,31,0.196,0.695,2908,4635,1488
Completed,0.74,2135,150,0.606,0.914,4365,2455,2132
Completed,0.76,6945,2882,0.106,0.792,2611,4074,3271
Completed,0.75,3416,2471,0.291,0.861,548,4388,2498
Completed,0.76,6160,843,0.907,0.096,2856,2723,307
Completed,0.75,5098,577,0.04,0.499,3239,3211,1773
Completed,0.76,2492,381,0.769,0.593,84,620,4033
Completed,0.76,4573,739,0.155,0.937,1011,949,3028
Completed,0.75,5856,2644,0.269,0.713,1848,3489,79
Completed,0.75,1677,2198,0.521,0.207,3702,1783,4598
Completed,0.74,1143,2084,0.081,0.63,3891,2554,4312
Completed,0.76,5525,3076,0.834,0.139,707,2099,1013
Completed,0.74,1733,182,0.329,0.011,2481,3873,4876
Completed,0.75,1650,161,0.802,0.765,2685,1174,1740
Completed,0.74,976,2106,0.554,0.379,952,2362,2424
Completed,0.75,2438,2225,0.114,0.957,1446,3147,1481
Completed,0.76,5636,2622,0.864,0.466,3303,1422,3216
Completed,0.76,5601,717,0.745,0.195,3833,3962,1165
Completed,0.75,3774,354,0.362,0.338,4762,4491,2165
Completed,0.76,4692,565,0.576,0.743,1607,1837,4892
Completed,0.75,6643,827,0.445,0.851,1987,2212,3421
Completed,0.75,3651,2673,0.072,0.621,168,4749,940
Completed,0.76,4347,2483,0.827,0.114,4601,528,4365
Completed,0.76,6943,2869,0.513,0.042,2231,837,152
Completed,0.76,6606,945,0.878,0.299,606,3297,2984
Completed,0.73,694,133,0.011,0.171,801,2656,4018
Completed,0.75,387,19,0.67,0.451,1942,451,4620
Completed,0.76,7076,1060,0.289,0.08,1653,1097,3632
Completed,0.75,6308,2906,0.166,0.323,1128,3637,761
Completed,0.75,2957,2368,0.48,0.271,3128,2698,4967
Completed,0.75,6305,2792,0.732,0.778,1309,1949,336
Completed,0.76,7097,868,0.846,0.507,902,4411,2777
Completed,0.75,3694,523,0.23,0.898,505,4042,4285
Completed,0.75,3637,396,0.959,0.057,3602,2286,1561
Completed,0.75,5452,676,0.094,0.412,2806,1763,520
Completed,0.75,4650,2502,0.455,0.186,4425,4222,2610
Completed,0.75,2868,2340,0.71,0.677,31,977,2090
Completed,0.74,1573,2147,0.144,0.223,2406,4533,1820
Completed,0.76,6995,1108,0.526,0.984,4788,2574,885
Completed,0.74,5858,275,0.394,0.609,3807,3378,2349
Completed,0.74,1414,267,0.542,0.077,404,4924,563
Completed,0.76,6165,3003,0.046,0.199,1534,1587,4193
Completed,0.75,1365,2157,0.792,0.69,3387,3612,1130
Completed,0.75,2108,2272,0.359,0.146,4216,1897,276
Completed,0.76,4163,2571,0.603,0.653,1031,2672,4404
Completed,0.76,4174,647,0.975,0.881,1757,213,2471
Completed,0.75,3522,463,0.109,0.524,2150,741,841
Completed,0.75,4444,495,0.83,0.431,4056,3087,3745
Completed,0.76,5520,2762,0.334,0.311,2916,1000,2301
Completed,0.75,3981,2397,0.581,0.802,2312,4277,3021
Completed,0.74,1154,67,0.272,0.983,3538,1407,2665
Completed,0.75,1389,103,0.923,0.64,4975,4202,3308
Completed,0.78,305,2007,0.675,0.004,1397,2889,2740
Completed,0.75,4198,2433,0.243,0.583,1207,1448,3665
Completed,0.76,6279,2720,0.985,0.092,4353,3200,1659
Completed,0.76,6929,816,0.625,0.32,3515,662,3984
Completed,0.75,5173,614,0.49,0.213,2580,292,3096
Completed,0.75,2578,344,0.697,0.867,733,3537,200
Completed,0.75,5033,767,0.316,0.726,361,3013,1862
Completed,0.76,4607,2613,0.201,0.995,2487,473,3757
Completed,0.75,1934,2235,0.948,0.488,3053,4726,921
Completed,0.74,843,2037,0.391,0.908,4511,782,488
Completed,0.76,6377,3117,0.634,0.417,116,3787,4836
Completed,0.75,2284,229,0.139,0.296,1861,2129,1210
Completed,0.75,1361,221,0.884,0.13,3938,382,2646
Completed,0.74,665,2045,0.636,0.508,2194,1709,3173
Completed,0.75,1136,2239,0.204,0.093,214,2784,2924
Completed,0.75,4576,2604,0.945,0.584,4570,2019,2400
Completed,0.76,6750,778,0.57,0.825,2595,4479,4490
Completed,0.75,3309,340,0.451,0.705,3499,3955,3451
Completed,0.76,5180,618,0.736,0.363,365,2220,705
Completed,0.75,6201,805,0.371,0.232,730,1849,2215
Completed,0.76,5564,2729,0.24,0.492,1416,4312,4656
Completed,0.76,5716,2845,0.673,0.907,992,104,4253
Completed,0.76,6835,999,0.812,0.682,1874,2644,1382
Completed,0.74,1562,112,0.179,0.786,2033,3290,387
Completed,0.74,1120,70,0.518,0.567,694,1105,996
Completed,0.76,3664,2389,0.336,0.656,4394,3233,630
Completed,0.75,4055,2766,0.58,0.149,77,1492,4050
Completed,0.75,3725,503,0.085,0.02,1743,4404,101
Completed,0.75,4756,455,0.854,0.923,4858,1771,2844
Completed,0.76,5142,663,0.222,0.544,4049,2299,3846
Completed,0.76,4266,2567,0.358,0.803,3172,4839,1796
Completed,0.74,2513,2280,0.604,0.312,1279,594,3526
Completed,0.75,1589,2160,0.047,0.852,1168,3898,2566
Completed,0.76,6991,2994,0.79,0.345,4236,905,2114
Completed,0.75,2987,263,0.296,0.473,2541,2567,3248
Completed,0.75,1889,291,0.647,0.942,1646,4132,3803
Completed,0.76,6657,3024,0.143,0.814,285,2474,174
Completed,0.75,1554,2131,0.897,0.323,4640,2959,4526
Completed,0.75,2751,2329,0.456,0.78,2954,1534,4071
Completed,0.75,4941,2518,0.709,0.274,2270,3269,1232
Completed,0.76,4286,672,0.838,0.013,489,728,3126
Completed,0.76,2471,407,0.207,0.394,918,205,4795
Completed,0.76,4715,512,0.982,0.549,2802,3469,1911
Completed,0.76,6134,872,0.102,0.918,3605,3099,1030
Completed,0.76,6607,2776,0.478,0.678,4173,561,3354
Completed,0.76,2255,2379,0.733,0.187,1069,4794,1345
Completed,0.76,6912,2895,0.919,0.22,3421,3853,3055
Completed,0.81,211,3,0.417,0.098,4801,2039,1681
Completed,0.74,1585,122,0.763,0.255,3719,4855,2328
Completed,0.76,6777,1117,0.995,0.944,2404,3396,2735
Completed,0.76,3979,2573,0.088,0.465,3153,359,1160
Completed,0.77,12508,4170,0.633,0.747,886,1550,1351
Completed,0.75,1751,2186,0.292,0.221,4828,4705,4736
Completed,0.76,11388,1775,0.55,0.3,3795,3826,3516
Completed,0.77,13241,4381,0.393,0.795,472,2429,66
Completed,0.75,1453,237,0.222,0.52,1533,3103,3955
Completed,0.75,3492,623,0.704,0.101,269,309,4493
Completed,0.76,8483,3232,0.362,0.62,4216,3444,1589
Completed,0.76,12618,4760,0.909,0.341,1796,4634,922
Completed,0.76,8910,1429,0.003,0.812,2530,1618,2979
Completed,0.76,3547,2424,0.773,0.644,3536,1910,4337
Completed,0.76,12116,3878,0.183,0.141,2160,4342,2058
Completed,0.75,6001,2818,0.605,0.915,4428,2565,453
Completed,0.76,4524,837,0.447,0.428,1109,1187,3135
Completed,0.76,4758,679,0.577,0.571,3006,4878,1919
Completed,0.75,6883,2976,0.482,0.083,1323,1372,4162
Completed,0.76,13465,4035,0.809,0.861,4054,532,3349
Completed,0.75,1521,2266,0.155,0.358,428,3217,552
Completed,0.76,9114,1274,0.882,0.186,637,2964,1763
Completed,0.77,12482,4915,0.037,0.658,4902,786,4631
Completed,0.76,11259,3387,0.738,0.383,2321,2290,2880
Completed,0.75,3555,468,0.335,0.901,3373,3960,708
Completed,0.74,743,79,0.847,0.478,4676,1791,162
Completed,0.77,10531,3723,0.195,0.989,1036,4456,3733
Completed,0.77,10308,1617,0.427,0.703,1941,130,2310
Completed,0.75,533,2031,0.668,0.777,1684,1048,943
Completed,0.76,11956,4325,0.264,0.251,2740,2699,2639
Completed,0.75,3811,2728,0.967,0.538,10,4203,4872
Completed,0.76,6647,962,0.123,0.058,4260,2045,1528
Completed,0.76,6113,1076,0.647,0.316,3353,3046,2264
Completed,0.76,6864,2764,0.303,0.843,2226,713,3843
Completed,0.76,10656,1911,0.069,0.599,775,3887,266
Completed,0.77,10585,1658,0.843,0.928,369,4805,1483
Completed,0.76,10619,4658,0.248,0.416,3920,1454,4937
Completed,0.77,10633,3608,0.543,0.637,1339,459,2555
Completed,0.74,543,42,0.39,0.142,3104,3301,1047
Completed,0.75,2586,349,0.933,0.721,4320,1131,507
Completed,0.75,5622,3346,0.031,0.249,142,2626,3414
Completed,0.76,11801,4952,0.702,0.961,2725,4285,4078
Completed,0.77,9295,1389,0.357,0.442,1584,1972,2023
Completed,0.75,2021,2230,0.614,0.024,1962,1718,663
Completed,0.76,12989,3921,0.459,0.511,3712,4539,2945
Completed,0.76,8113,3096,0.757,0.295,981,3544,4546
Completed,0.75,6224,721,0.163,0.798,4538,213,1867
Completed,0.76,6784,879,0.784,0.201,1432,4055,3080
Completed,0.75,7328,2938,0.127,0.703,2875,2190,840
Completed,0.77,10240,3763,0.578,0.491,608,882,1651
Completed,0.75,2999,2387,0.487,0.978,3857,2863,4450
Completed,0.77,10551,1544,0.729,0.556,4689,3156,3236
Completed,0.76,9891,4797,0.322,0.038,828,588,371
Completed,0.76,8040,3191,0.898,0.753,3250,1311,2120
Completed,0.75,3834,504,0.058,0.281,2426,4934,4294
Completed,0.75,1552,200,0.508,0.857,1250,2140,4838
Completed,0.76,12945,3450,0.416,0.361,4484,4102,1270
Completed,0.76,12308,4500,0.87,0.585,2065,2794,1222
Completed,0.76,9654,1816,0.213,0.075,3512,948,2693
Completed,0.74,742,2066,0.937,0.399,2632,69,4056
Completed,0.76,13453,4128,0.097,0.879,1814,3673,2363
Completed,0.76,4234,2609,0.675,0.16,4081,4396,128
Completed,0.76,6148,1231,0.267,0.686,206,1847,3474
Completed,0.75,7161,1189,0.531,0.132,4512,753,4330
Completed,0.75,3358,2623,0.378,0.651,1183,2989,2090
Completed,0.76,13887,4073,0.831,0.435,3451,3830,401
Completed,0.74,970,2072,0.236,0.906,2086,2413,3200
Completed,0.76,13200,1859,0.976,0.613,1871,1417,4486
Completed,0.77,12799,4487,0.073,0.109,2615,4825,1621
Completed,0.76,8299,3506,0.651,0.821,194,3321,870
Completed,0.75,1666,194,0.307,0.334,4132,422,3044
Completed,0.76,4098,510,0.76,0.788,2819,2591,3588
Completed,0.76,6116,3135,0.166,0.309,1449,1154,19
Completed,0.76,11910,4810,0.618,0.529,3870,1995,2472
Completed,0.75,8045,1501,0.463,0.002,556,4250,3943
Completed,0.76,2248,2381,0.691,0.456,802,4582,2807
Completed,0.76,12749,3818,0.345,0.951,4754,1663,1113
Completed,0.76,6856,2924,0.921,0.228,2488,158,1378
Completed,0.76,5085,921,0.019,0.739,3227,3587,4724
Completed,0.75,4025,766,0.894,0.26,82,2244,1014
Completed,0.76,6210,3079,0.054,0.77,4341,4013,2593
Completed,0.77,12192,3973,0.725,0.051,1612,2821,4898
Completed,0.75,2106,2226,0.318,0.547,2658,936,1516
Completed,0.76,9726,1343,0.59,0.995,3700,565,233
Completed,0.76,11270,4968,0.499,0.47,2013,3192,3687
Completed,0.77,7302,3293,0.796,0.694,4595,4970,3805
Completed,0.75,1643,352,0.139,0.214,964,1288,2297
Completed,0.74,572,39,0.687,0.665,2239,4082,1757
Completed,0.76,11733,3661,0.279,0.177,3300,2178,4663
Completed,0.77,12655,4642,0.948,0.892,719,986,2828
Completed,0.76,11726,1704,0.109,0.39,4974,2774,773
Completed,0.76,12107,1915,0.866,0.092,3982,3730,1913
Completed,0.76,13146,4231,0.209,0.564,346,29,4195
Completed,0.75,5925,2781,0.505,0.352,3078,1807,3297
Completed,0.76,5997,1031,0.413,0.87,1405,4453,617
Completed,0.76,5043,994,0.824,0.502,1063,326,670
Completed,0.76,5063,2666,0.233,0.031,4610,3421,2912
Completed,0.77,12516,4350,0.562,0.805,1880,4730,4599
Completed,0.77,9992,1584,0.629,0.243,2797,2474,513
Completed,0.76,13672,4600,0.288,0.729,1666,3773,3381
Completed,0.77,11376,3697,0.991,0.451,4248,3050,4130
Completed,0.74,1077,153,0.084,0.954,60,698,1958
Completed,0.75,3132,394,0.601,0.41,1268,3492,1412
Completed,0.76,9101,3413,0.443,0.937,3022,258,4983
Completed,0.76,10695,4853,0.769,0.151,441,1567,2528
Completed,0.76,8364,1307,0.179,0.63,4002,4682,1060
Completed,0.75,3115,2341,0.92,0.834,4875,4311,2193
Completed,0.76,10222,4010,0.014,0.323,702,1939,3889
Completed,0.76,6934,3038,0.715,0.606,3434,1216,3622
Completed,0.76,4472,647,0.373,0.111,2298,2534,278
Completed,0.75,6541,802,0.742,0.888,4155,1344,3985
Completed,0.75,4563,2883,0.339,0.392,290,4909,2409
Completed,0.76,11062,3855,0.886,0.679,2558,3248,102
Completed,0.75,3043,2496,0.041,0.168,1730,504,3486
Completed,0.76,8837,1464,0.797,0.368,2149,836,4767
Completed,0.77,14347,4696,0.144,0.848,3586,2916,1316
Completed,0.76,9119,3255,0.566,0.066,1166,3912,1195
Completed,0.76,4323,552,0.471,0.592,4410,2340,2705
Completed,0.75,2347,308,0.955,0.045,3166,4509,3243
Completed,0.77,11595,3542,0.112,0.547,2352,1746,339
Completed,0.76,12633,4445,0.657,0.272,4773,85,2172
Completed,0.77,9897,1739,0.253,0.76,903,3670,4229
Completed,0.75,1009,2114,0.527,0.712,533,2673,3087
Completed,0.76,12832,4192,0.431,0.194,3772,1081,808
Completed,0.75,3449,2508,0.851,0.972,1507,2078,1703
Completed,0.76,7520,1152,0.199,0.499,2959,4177,4385
Completed,0.76,8357,1171,0.699,0.689,1765,2401,236
Completed,0.75,4302,2529,0.353,0.217,2504,3856,3660
Completed,0.77,14057,4214,0.929,0.994,236,2978,3851
Completed,0.74,1324,2133,0.027,0.476,4188,780,2236
Completed,0.77,10782,1721,0.753,0.052,4436,409,1017
Completed,0.76,10330,3522,0.61,0.265,3541,4813,4944
Completed,0.75,2188,290,0.455,0.767,2171,1444,1454
Completed,0.75,3280,570,0.969,0.345,878,4239,1993
Completed,0.76,8247,3277,0.066,0.871,4816,2021,4089
Completed,0.76,10813,1483,0.299,0.569,3142,2617,478
Completed,0.76,3854,2478,0.539,0.895,2924,3574,1837
Completed,0.76,11744,3835,0.386,0.385,1558,186,4558
Completed,0.76,6978,2863,0.839,0.671,3828,1650,2953
Completed,0.75,3407,784,0.244,0.176,500,4609,635
Completed,0.76,5180,627,0.874,0.826,3605,909,4420
Completed,0.76,7892,3020,0.217,0.331,1932,2833,1663
Completed,0.75,1966,2321,0.42,0.103,1030,2257,3051
Completed,0.76,6460,1328,0.679,0.434,36,1261,4264
Completed,0.76,12779,4872,0.271,0.913,4290,4981,2131
Completed,0.76,10341,3432,0.941,0.127,1711,3165,379
Completed,0.75,3089,415,0.101,0.654,2773,577,3208
Completed,0.74,1394,133,0.582,0.234,4029,2746,2663
Completed,0.76,11712,3679,0.491,0.738,398,999,1233
Completed,0.76,10961,4583,0.788,0.459,2977,2150,1278
Completed,0.76,10102,1564,0.131,0.946,1290,4095,4809
Completed,0.76,12021,4369,0.062,0.007,3381,1819,139
Completed,0.76,4305,2684,0.733,0.781,648,3,2371
Completed,0.76,8299,1016,0.326,0.31,4908,3742,4028
Completed,0.77,8390,1052,0.913,0.069,2711,1500,4764
Completed,0.76,6311,2800,0.007,0.587,1575,4752,1342
Completed,0.76,11027,4250,0.707,0.375,4309,3405,1149
Completed,0.76,13608,1936,0.366,0.847,136,347,2766
Completed,0.77,9607,1684,0.609,0.672,1007,680,3983
Completed,0.77,11673,4624,0.45,0.17,4569,3073,2436
Completed,0.77,9685,3643,0.777,0.885,1990,3756,55
Completed,0.74,337,19,0.187,0.397,3745,2497,3548
Completed,0.76,2398,374,0.637,0.973,4932,4666,3006
Completed,0.77,6914,3312,0.296,0.492,744,1589,913
Completed,0.76,11223,4987,0.999,0.717,3324,242,1578
Completed,0.76,8133,1365,0.092,0.191,2193,3513,4524
Completed,0.75,1770,2206,0.816,0.267,1353,2517,3162
Completed,0.77,12438,3955,0.225,0.763,3112,1238,444
Completed,0.76,5583,3062,0.554,0.044,380,1921,2047
Completed,0.75,6337,746,0.397,0.554,3927,4333,4368
Completed,0.76,6851,903,0.519,0.448,2034,482,580
Completed,0.76,7443,2904,0.423,0.959,3486,3266,3340
Completed,0.77,11559,3798,0.843,0.236,1217,4886,4152
Completed,0.75,2223,2363,0.191,0.73,4457,1361,1951
Completed,0.76,11543,1520,0.963,0.812,4090,2319,736
Completed,0.76,10160,4832,0.12,0.285,220,3929,2871
Completed,0.76,7741,3157,0.664,0.505,2638,2894,4620
Completed,0.75,3360,529,0.26,0.026,1824,853,1794
Completed,0.74,1132,176,0.805,0.605,600,3647,2337
Completed,0.76,9441,3486,0.151,0.118,3844,102,3769
Completed,0.76,13146,4467,0.573,0.829,1426,1723,3722
Completed,0.77,11757,1841,0.478,0.326,2863,4527,193
Completed,0.74,1056,2091,0.734,0.156,3280,4155,1556
Completed,0.76,5618,2645,0.878,0.411,4722,1060,2629
Completed,0.76,8447,1207,0.033,0.93,857,2690,975
Completed,0.76,9265,1213,0.765,0.376,3901,4721,1830
Completed,0.75,3579,2589,0.175,0.902,582,1529,4590
Completed,0.74,671,2048,0.439,0.663,1477,3374,701
Completed,0.74,1080,219,0.01,0.082,4743,3803,544
Completed,0.74,655,41,0.831,0.387,4900,275,1724
