Status,ACCURACY,RUNTIME,recent_samples_size,window_size,ev_threshold,delta,divergence_metric,sample_period,online_scaling
Completed,0.73,32,258,4427,0.474,0.018,str('kl'),0.06,False
Completed,0.73,15,23,848,0.57,0.735,str('intersection'),0.017,False
Completed,0.73,29,3500,4561,0.052,0.254,str('kl'),0.1,True
Completed,0.73,16,4613,1489,0.858,0.832,str('kl'),0.058,False
Completed,0.73,11,1839,2775,0.279,0.163,str('intersection'),0.048,True
Completed,0.73,14,2240,2108,0.223,0.083,str('intersection'),0.024,False
Completed,0.73,39,3763,3321,0.641,0.911,str('kl'),0.082,True
Completed,0.73,17,3119,249,0.449,0.486,str('kl'),0.073,False
Completed,0.73,13,893,4035,0.929,0.504,str('intersection'),0.043,True
Completed,0.73,20,1057,1841,0.398,0.957,str('kl'),0.053,False
Completed,0.73,27,2580,3049,0.972,0.038,str('intersection'),0.063,True
Completed,0.73,17,4279,1120,0.188,0.61,str('intersection'),0.094,False
Completed,0.73,93,2053,4910,0.699,0.379,str('kl'),0.011,True
Completed,0.73,16,1359,601,0.8,0.361,str('kl'),0.038,False
Completed,0.73,11,4836,4309,0.314,0.629,str('intersection'),0.067,True
Completed,0.73,10,3293,2379,0.527,0.208,str('intersection'),0.087,False
Completed,0.73,25,519,3670,0.103,0.787,str('kl'),0.029,True
Completed,0.73,16,563,346,0.289,0.525,str('intersection'),0.012,False
Completed,0.73,60,3414,4132,0.831,0.48,str('kl'),0.092,True
Completed,0.73,23,4722,2322,0.016,0.933,str('kl'),0.061,False
Completed,0.73,12,1324,3535,0.622,0.078,str('intersection'),0.054,True
Completed,0.73,17,2174,1586,0.878,0.185,str('intersection'),0.028,False
Completed,0.73,27,4323,2872,0.485,0.826,str('kl'),0.088,True
Completed,0.73,14,2545,1062,0.667,0.275,str('kl'),0.068,False
Completed,0.73,8,943,4775,0.212,0.729,str('intersection'),0.035,True
Completed,0.73,22,859,1970,0.741,0.808,str('kl'),0.048,False
Completed,0.73,11,3008,3261,0.13,0.202,str('intersection'),0.055,True
Completed,0.73,20,3887,74,0.968,0.65,str('intersection'),0.098,False
Completed,0.73,33,2285,3782,0.419,0.355,str('kl'),0.018,True
Completed,0.73,17,1729,710,0.083,0.4,str('kl'),0.041,False
Completed,0.73,9,4580,4501,0.532,0.604,str('intersection'),0.074,True
Completed,0.73,13,3544,1314,0.37,0.06,str('intersection'),0.082,False
Completed,0.73,67,147,2523,0.757,0.951,str('kl'),0.021,True
Completed,0.73,13,224,1425,0.167,0.296,str('intersection'),0.076,True
Completed,0.73,22,3623,2711,0.712,0.715,str('kl'),0.038,False
Completed,0.73,25,4502,931,0.378,0.137,str('kl'),0.024,True
Completed,0.73,8,1650,4643,0.985,0.868,str('intersection'),0.079,False
Completed,0.73,15,2363,165,0.514,0.886,str('intersection'),0.058,True
Completed,0.73,25,3965,3951,0.123,0.119,str('kl'),0.046,False
Completed,0.73,71,2929,2171,0.787,0.545,str('kl'),0.02,True
Completed,0.73,10,781,3384,0.334,0.466,str('intersection'),0.095,False
Completed,0.73,29,1178,1204,0.869,0.012,str('kl'),0.085,True
Completed,0.73,7,2779,4994,0.26,0.992,str('intersection'),0.03,False
Completed,0.73,19,4088,1778,0.58,0.42,str('intersection'),0.033,True
Completed,0.73,22,1940,2987,0.033,0.591,str('kl'),0.071,False
Completed,0.73,20,1558,2443,0.467,0.67,str('kl'),0.089,True
Completed,0.73,9,4957,3735,0.919,0.341,str('intersection'),0.015,False
Completed,0.73,14,3180,519,0.242,0.761,str('intersection'),0.051,True
Completed,0.73,26,328,4227,0.63,0.244,str('kl'),0.064,False
Completed,0.73,13,346,1357,0.451,0.865,str('intersection'),0.022,True
Completed,0.73,32,3198,2643,0.934,0.13,str('kl'),0.082,False
Completed,0.73,17,4937,667,0.226,0.706,str('kl'),0.075,True
Completed,0.73,9,1538,4380,0.646,0.283,str('intersection'),0.042,False
Completed,0.73,26,1919,117,0.854,0.456,str('intersection'),0.018,True
Completed,0.73,29,4067,3903,0.276,0.533,str('kl'),0.098,False
Completed,0.73,29,2798,1927,0.565,0.117,str('kl'),0.056,True
Completed,0.73,11,1197,3140,0.049,0.878,str('intersection'),0.049,False
Completed,0.73,21,753,939,0.53,0.581,str('kl'),0.036,True
Completed,0.73,7,2901,4730,0.108,0.408,str('intersection'),0.069,False
Completed,0.73,15,3976,1709,0.803,0.99,str('intersection'),0.089,True
Completed,0.73,29,2375,2917,0.319,0.005,str('kl'),0.028,False
Completed,0.73,19,1661,2199,0.183,0.242,str('kl'),0.055,True
Completed,0.73,10,4513,3490,0.697,0.754,str('intersection'),0.062,False
Completed,0.73,14,3595,469,0.393,0.332,str('intersection'),0.092,True
Completed,0.73,75,196,4177,0.969,0.657,str('kl'),0.012,False
Completed,0.73,12,119,552,0.067,0.065,str('intersection'),0.064,False
Completed,0.73,52,3516,4337,0.548,0.924,str('kl'),0.052,True
Completed,0.73,40,4591,2410,0.355,0.474,str('kl'),0.015,False
Completed,0.73,12,1740,3624,0.773,0.522,str('intersection'),0.09,True
Completed,0.73,11,2296,1811,0.725,0.723,str('intersection'),0.072,False
Completed,0.73,27,3898,3097,0.145,0.272,str('kl'),0.034,True
Completed,0.73,34,2980,1170,0.952,0.813,str('kl'),0.031,False
Completed,0.73,16,831,4883,0.434,0.176,str('intersection'),0.086,True
Completed,0.73,18,962,2057,0.893,0.349,str('kl'),0.095,False
Completed,0.73,10,2564,3349,0.47,0.646,str('intersection'),0.021,True
Completed,0.73,14,4302,279,0.682,0.189,str('intersection'),0.046,False
Completed,0.73,25,2153,3986,0.196,0.8,str('kl'),0.059,True
Completed,0.73,14,1304,817,0.305,0.938,str('kl'),0.08,False
Completed,0.73,10,4702,4608,0.816,0.051,str('intersection'),0.025,True
Completed,0.73,12,3432,1538,0.032,0.598,str('intersection'),0.039,False
Completed,0.73,34,581,2747,0.606,0.397,str('kl'),0.077,True
Completed,0.73,40,468,4672,0.127,0.571,str('kl'),0.016,False
Completed,0.73,12,545,760,0.784,0.167,str('intersection'),0.059,False
Completed,0.73,31,3319,4472,0.329,0.838,str('kl'),0.044,True
Completed,0.73,35,4823,1283,0.511,0.262,str('kl'),0.019,False
Completed,0.73,11,1346,2570,0.118,0.748,str('intersection'),0.096,True
Completed,0.73,10,2040,1999,0.382,0.512,str('intersection'),0.075,False
Completed,0.73,99,4266,3213,0.988,0.499,str('kl'),0.04,True
Completed,0.73,10,1083,3809,0.715,0.09,str('intersection'),0.078,True
Completed,0.73,16,877,1637,0.239,0.387,str('kl'),0.09,False
Completed,0.73,12,3103,2845,0.626,0.623,str('intersection'),0.013,True
Completed,0.73,17,3786,1032,0.464,0.042,str('intersection'),0.05,False
Completed,0.73,82,2264,4823,0.914,0.963,str('kl'),0.065,True
Completed,0.73,13,1862,377,0.585,0.79,str('kl'),0.084,False
Completed,0.73,9,4636,4085,0.036,0.214,str('intersection'),0.032,True
Completed,0.73,10,3484,2272,0.874,0.637,str('intersection'),0.034,False
Completed,0.73,28,7,3564,0.263,0.374,str('kl'),0.069,True
Completed,0.73,13,276,2864,0.235,0.149,str('intersection'),0.041,True
Completed,0.73,12,242,2493,0.67,0.904,str('intersection'),0.028,True
Completed,0.73,25,3718,3706,0.217,0.107,str('kl'),0.086,False
Completed,0.73,23,4401,488,0.881,0.558,str('kl'),0.067,True
Completed,0.73,10,1628,4273,0.49,0.446,str('intersection'),0.037,False
Completed,0.73,15,2497,1233,0.011,0.309,str('intersection'),0.01,True
Completed,0.73,27,4021,4946,0.618,0.696,str('kl'),0.093,False
Completed,0.73,18,2869,1728,0.284,0.155,str('kl'),0.062,True
Completed,0.73,12,642,3014,0.829,0.855,str('intersection'),0.052,False
Completed,0.73,19,1161,216,0.373,0.683,str('kl'),0.043,True
Completed,0.73,9,2685,3924,0.762,0.322,str('intersection'),0.072,False
Completed,0.73,17,4189,2141,0.085,0.779,str('intersection'),0.081,True
Completed,0.73,28,1962,3432,0.537,0.232,str('kl'),0.023,False
Completed,0.73,43,1425,1456,0.963,0.03,str('kl'),0.047,True
Completed,0.73,9,4901,2664,0.416,0.98,str('intersection'),0.057,False
Completed,0.73,15,3241,881,0.736,0.434,str('intersection'),0.099,True
Completed,0.73,10,502,3982,0.346,0.905,str('intersection'),0.089,False
Completed,0.73,43,423,44,0.688,0.314,str('kl'),0.054,False
Completed,0.73,11,3275,3752,0.176,0.674,str('intersection'),0.061,True
Completed,0.73,14,4857,1981,0.976,0.225,str('intersection'),0.092,False
Completed,0.73,45,1458,3272,0.402,0.773,str('kl'),0.012,True
Completed,0.73,24,1996,1303,0.099,0.973,str('kl'),0.036,False
Completed,0.73,17,4144,2512,0.522,0.024,str('intersection'),0.068,True
Completed,0.73,13,2718,741,0.325,0.563,str('intersection'),0.087,False
Completed,0.73,63,1117,4531,0.812,0.424,str('kl'),0.027,True
Completed,0.73,12,676,2331,0.267,0.1,str('intersection'),0.017,False
Completed,0.73,56,2824,3543,0.847,0.897,str('kl'),0.097,True
Completed,0.73,14,4055,318,0.056,0.438,str('kl'),0.056,False
Completed,0.73,10,2454,4104,0.573,0.549,str('intersection'),0.049,True
Completed,0.73,13,1584,1091,0.925,0.688,str('intersection'),0.022,False
Completed,0.73,29,4436,4803,0.445,0.3,str('kl'),0.082,True
Completed,0.73,15,3675,1577,0.653,0.848,str('kl'),0.073,False
Completed,0.73,8,84,4711,0.502,0.82,str('intersection'),0.097,False
Completed,0.73,38,42,1786,0.825,0.616,str('kl'),0.079,True
Completed,0.73,10,3440,2995,0.311,0.381,str('intersection'),0.024,False
Completed,0.73,15,4670,1175,0.599,0.955,str('intersection'),0.039,True
Completed,0.73,26,1819,4966,0.023,0.032,str('kl'),0.077,False
Completed,0.73,18,2219,547,0.478,0.206,str('kl'),0.095,True
Completed,0.73,8,3821,4255,0.9,0.781,str('intersection'),0.02,False
Completed,0.73,12,3059,2435,0.189,0.367,str('intersection'),0.045,True
Completed,0.73,31,910,3726,0.674,0.63,str('kl'),0.058,False
Completed,0.73,16,1038,900,0.154,0.83,str('intersection'),0.071,True
Completed,0.73,26,2641,4613,0.732,0.157,str('kl'),0.033,False
Completed,0.73,24,4223,1436,0.428,0.741,str('kl'),0.03,True
Completed,0.73,15,2073,2722,0.943,0.256,str('intersection'),0.085,False
Completed,0.73,12,1381,2160,0.556,0.492,str('intersection'),0.064,True
Completed,0.73,30,4779,3373,0.074,0.506,str('kl'),0.051,False
Completed,0.73,48,3353,196,0.766,0.082,str('kl'),0.014,True
Completed,0.73,12,391,3290,0.889,0.125,str('intersection'),0.038,True
Completed,0.73,23,625,1907,0.045,0.656,str('kl'),0.084,True
Completed,0.73,11,3399,3198,0.592,0.357,str('intersection'),0.032,False
Completed,0.73,16,4746,136,0.256,0.806,str('intersection'),0.035,True
Completed,0.73,41,1269,3844,0.865,0.196,str('kl'),0.07,False
Completed,0.73,20,2119,648,0.634,0.058,str('kl'),0.092,True
Completed,0.73,8,4345,4438,0.245,0.945,str('intersection'),0.014,False
Completed,0.73,17,2529,1376,0.907,0.406,str('intersection'),0.05,True
Completed,0.73,21,1006,2584,0.455,0.606,str('kl'),0.066,False
Completed,0.73,25,797,411,0.996,0.931,str('intersection'),0.075,True
Completed,0.73,33,3023,4197,0.389,0.072,str('kl'),0.04,False
Completed,0.73,46,3863,2258,0.708,0.531,str('kl'),0.027,True
Completed,0.73,11,2340,3471,0.163,0.482,str('intersection'),0.079,False
Completed,0.73,16,1783,1651,0.338,0.281,str('intersection'),0.06,True
Completed,0.73,29,4557,2938,0.791,0.731,str('kl'),0.045,False
Completed,0.73,29,3561,999,0.111,0.183,str('kl'),0.019,True
Completed,0.73,25,167,4889,0.114,0.931,str('kl'),0.081,True
Completed,0.73,19,163,1111,0.407,0.415,str('kl'),0.048,False
Completed,0.73,9,3639,4902,0.956,0.588,str('intersection'),0.057,True
Completed,0.73,11,4479,1869,0.134,0.014,str('intersection'),0.1,False
Completed,0.73,92,1706,3077,0.745,0.998,str('kl'),0.017,True
Completed,0.73,19,2418,2351,0.754,0.763,str('kl'),0.043,False
Completed,0.73,10,3942,3642,0.367,0.25,str('intersection'),0.073,True
Completed,0.73,12,2946,609,0.544,0.664,str('intersection'),0.081,False
Completed,0.73,25,719,4318,0.094,0.339,str('kl'),0.024,True
Completed,0.73,12,1240,1519,0.61,0.139,str('intersection'),0.011,False
Completed,0.73,25,2764,2806,0.005,0.873,str('kl'),0.094,True
Completed,0.73,15,4111,837,0.836,0.29,str('kl'),0.063,False
Completed,0.73,9,1884,4550,0.293,0.713,str('intersection'),0.053,True
Completed,0.73,12,1504,260,0.208,0.539,str('intersection'),0.029,False
Completed,0.73,43,4980,4046,0.663,0.463,str('kl'),0.087,True
Completed,0.73,18,3164,2077,0.497,0.888,str('kl'),0.067,False
Completed,0.73,24,610,3186,0.498,0.14,str('kl'),0.05,False
Completed,0.73,10,376,2089,0.59,0.608,str('intersection'),0.094,False
Completed,0.73,48,3149,3298,0.048,0.403,str('kl'),0.011,True
Completed,0.73,15,4965,267,0.863,0.947,str('kl'),0.054,False
Completed,0.73,10,1489,4058,0.258,0.057,str('intersection'),0.063,True
Completed,0.73,11,1889,830,0.243,0.199,str('intersection'),0.087,False
Completed,0.73,45,4117,4537,0.636,0.806,str('kl'),0.03,True
Completed,0.73,19,2769,1507,0.454,0.358,str('kl'),0.038,False
Completed,0.73,13,1245,2799,0.909,0.652,str('intersection'),0.067,True
Completed,0.73,16,704,617,0.388,0.823,str('kl'),0.057,False
Completed,0.73,13,2931,4330,0.999,0.182,str('intersection'),0.047,True
Completed,0.73,15,3927,2363,0.161,0.733,str('intersection'),0.017,False
Completed,0.73,41,2403,3650,0.71,0.278,str('kl'),0.1,True
Completed,0.73,17,1710,1857,0.789,0.483,str('kl'),0.073,False
Completed,0.73,16,4483,3070,0.34,0.527,str('intersection'),0.044,True
Completed,0.73,11,3643,1104,0.501,0.074,str('intersection'),0.023,False
Completed,0.73,23,56,3007,0.654,0.101,str('kl'),0.045,False
Completed,0.73,17,88,1011,0.953,0.338,str('intersection'),0.04,True
Completed,0.73,27,3566,4718,0.408,0.668,str('kl'),0.076,False
Completed,0.73,32,4562,1658,0.743,0.247,str('kl'),0.079,True
Completed,0.73,9,1788,2950,0.136,0.763,str('intersection'),0.027,False
Completed,0.73,13,2326,2251,0.365,0.996,str('intersection'),0.045,True
Completed,0.73,24,3848,3458,0.756,0.015,str('kl'),0.06,False
Completed,0.73,15,3009,399,0.092,0.587,str('kl'),0.097,True
Completed,0.73,8,783,4190,0.545,0.418,str('intersection'),0.019,False
Completed,0.73,24,1011,1383,0.002,0.122,str('kl'),0.032,True
Completed,0.73,10,2534,2597,0.612,0.888,str('intersection'),0.084,False
Completed,0.73,14,4350,660,0.291,0.462,str('intersection'),0.07,True
Completed,0.73,43,2124,4445,0.838,0.543,str('kl'),0.035,False
Completed,0.73,36,1254,124,0.661,0.712,str('kl'),0.014,True
Completed,0.73,10,4732,3837,0.21,0.293,str('intersection'),0.091,False
Completed,0.73,15,3384,1900,0.887,0.871,str('intersection'),0.066,True
Completed,0.73,60,418,3764,0.769,0.829,str('kl'),0.088,True
Completed,0.73,15,497,183,0.174,0.424,str('intersection'),0.033,True
Completed,0.73,27,3348,3975,0.689,0.565,str('kl'),0.07,False
Completed,0.73,20,4774,2152,0.4,0.021,str('kl'),0.085,True
Completed,0.73,9,1376,3360,0.978,0.975,str('intersection'),0.03,False
Completed,0.73,13,2088,1443,0.521,0.769,str('intersection'),0.051,True
Completed,0.73,22,4238,2734,0.101,0.226,str('kl'),0.064,False
Completed,0.73,23,2655,912,0.809,0.673,str('kl'),0.089,True
Completed,0.73,8,1053,4620,0.327,0.316,str('intersection'),0.014,False
Completed,0.73,62,905,2428,0.844,0.146,str('kl'),0.024,True
Completed,0.73,8,3054,3714,0.268,0.85,str('intersection'),0.079,False
Completed,0.73,17,3816,534,0.572,0.299,str('intersection'),0.077,True
Completed,0.73,26,2214,4247,0.058,0.69,str('kl'),0.039,False
Completed,0.73,31,1833,1188,0.443,0.548,str('kl'),0.02,True
Completed,0.73,8,4684,4973,0.928,0.441,str('intersection'),0.095,False
Completed,0.73,12,3454,1794,0.232,0.894,str('intersection'),0.058,True
Completed,0.73,10,247,3694,0.871,0.391,str('intersection'),0.062,False
Completed,0.73,11,290,1565,0.31,0.631,str('intersection'),0.098,False
Completed,0.73,86,3689,2857,0.827,0.364,str('kl'),0.017,True
Completed,0.73,16,4451,1083,0.021,0.784,str('kl'),0.048,False
Completed,0.73,9,1599,4791,0.6,0.205,str('intersection'),0.055,True
Completed,0.73,12,2449,325,0.898,0.036,str('intersection'),0.082,False
Completed,0.73,27,4050,4116,0.48,0.953,str('kl'),0.022,True
Completed,0.73,21,2820,2343,0.672,0.381,str('kl'),0.041,False
Completed,0.73,11,672,3551,0.192,0.614,str('intersection'),0.074,True
Completed,0.73,14,1132,734,0.731,0.909,str('kl'),0.061,False
Completed,0.73,9,2733,4519,0.157,0.08,str('intersection'),0.054,True
Completed,0.73,12,4159,1291,0.941,0.506,str('intersection'),0.012,False
Completed,0.73,21,2011,2505,0.429,0.489,str('kl'),0.092,True
Completed,0.73,19,1453,1993,0.071,0.257,str('kl'),0.068,False
Completed,0.73,12,4852,3279,0.558,0.739,str('intersection'),0.036,True
Completed,0.74,17,3270,51,0.345,0.16,str('intersection'),0.027,False
Completed,0.73,11,531,4460,0.735,0.68,str('intersection'),0.026,True
Completed,0.73,18,453,893,0.33,0.088,str('kl'),0.072,True
Completed,0.73,8,3226,4679,0.782,0.916,str('intersection'),0.042,False
Completed,0.73,13,4886,1463,0.121,0.497,str('intersection'),0.023,True
Completed,0.73,21,1410,2676,0.509,0.515,str('kl'),0.081,False
Completed,0.73,55,1966,2133,0.99,0.747,str('kl'),0.057,True
Completed,0.73,9,4193,3420,0.381,0.266,str('intersection'),0.047,False
Completed,0.73,20,2689,204,0.717,0.836,str('intersection'),0.016,True
Completed,0.73,26,1165,3916,0.17,0.167,str('kl'),0.099,False
Completed,0.73,13,627,1735,0.627,0.372,str('intersection'),0.086,True
Completed,0.73,24,2854,3026,0.236,0.64,str('kl'),0.028,False
Completed,0.73,49,4006,1245,0.916,0.212,str('kl'),0.037,True
Completed,0.73,8,2482,4953,0.463,0.791,str('intersection'),0.067,False
Completed,0.73,15,1634,476,0.039,0.961,str('intersection'),0.094,True
Completed,0.73,48,4406,4266,0.584,0.042,str('kl'),0.011,False
Completed,0.73,21,3723,2485,0.264,0.622,str('kl'),0.052,True
Completed,0.73,10,133,4350,0.392,0.579,str('intersection'),0.03,True
Completed,0.73,40,12,2285,0.219,0.858,str('kl'),0.013,False
Completed,0.73,11,3489,3571,0.668,0.155,str('intersection'),0.09,True
Completed,0.73,12,4642,385,0.492,0.697,str('intersection'),0.065,False
Completed,0.73,78,1868,4097,0.879,0.305,str('kl'),0.05,True
Completed,0.73,23,2249,1025,0.62,0.448,str('kl'),0.031,False
Completed,0.73,8,3772,4811,0.009,0.555,str('intersection'),0.084,True
Completed,0.73,11,3088,1625,0.831,0.109,str('intersection'),0.069,False
Completed,0.73,23,862,2837,0.282,0.903,str('kl'),0.034,True
Completed,0.73,26,1088,31,0.765,0.573,str('intersection'),0.044,False
Completed,0.73,25,2610,3822,0.372,0.43,str('kl'),0.059,True
Completed,0.73,17,4271,2012,0.538,0.983,str('kl'),0.096,False
Completed,0.73,12,2045,3220,0.083,0.03,str('intersection'),0.019,True
Completed,0.73,12,1331,1271,0.418,0.234,str('intersection'),0.04,False
Completed,0.73,57,4809,2562,0.96,0.778,str('kl'),0.075,True
Completed,0.73,13,3305,752,0.129,0.323,str('kl'),0.078,False
Completed,0.73,10,342,2656,0.03,0.351,str('intersection'),0.056,False
Completed,0.73,48,576,1526,0.936,0.882,str('kl'),0.021,False
Completed,0.73,11,3427,2739,0.45,0.115,str('intersection'),0.095,True
Completed,0.73,11,4697,810,0.647,0.533,str('intersection'),0.059,False
Completed,0.73,26,1299,4596,0.223,0.454,str('kl'),0.046,True
Completed,0.73,18,2167,286,0.277,0.284,str('kl'),0.025,False
Completed,0.73,13,4316,3999,0.851,0.703,str('intersection'),0.08,True
Completed,0.73,10,2578,2069,0.052,0.133,str('intersection'),0.077,False
Completed,0.73,40,976,3356,0.563,0.864,str('kl'),0.039,True
Completed,0.73,11,826,1163,0.11,0.658,str('intersection'),0.052,False
Completed,0.73,44,2975,4871,0.528,0.329,str('kl'),0.064,True
Completed,0.73,17,3893,1799,0.32,0.757,str('kl'),0.09,False
Completed,0.73,12,2291,3090,0.8,0.24,str('intersection'),0.016,True
Completed,0.73,10,1755,2422,0.698,0.009,str('intersection'),0.034,False
Completed,0.73,25,4605,3631,0.18,0.989,str('kl'),0.072,True
Completed,0.73,19,3531,559,0.971,0.408,str('kl'),0.085,False
Completed,0.73,11,229,2704,0.369,0.812,str('intersection'),0.02,False
Completed,0.73,17,211,457,0.549,0.173,str('kl'),0.069,True
Completed,0.73,8,3610,4169,0.065,0.814,str('intersection'),0.036,False
Completed,0.73,15,4528,2191,0.776,0.272,str('intersection'),0.028,True
Completed,0.73,24,1676,3478,0.354,0.726,str('kl'),0.089,False
Completed,0.73,18,2369,1717,0.148,0.521,str('kl'),0.062,True
Completed,0.73,9,3970,2930,0.724,0.476,str('intersection'),0.055,False
Completed,0.73,14,2896,951,0.436,0.921,str('intersection'),0.012,True
Completed,0.73,44,748,4737,0.949,0.066,str('kl'),0.093,False
Completed,0.73,13,1211,1920,0.471,0.397,str('intersection'),0.083,True
Completed,0.73,49,2812,3128,0.891,0.601,str('kl'),0.022,False
Completed,0.73,23,4082,105,0.198,0.048,str('kl'),0.042,True
Completed,0.73,9,1934,3895,0.681,0.939,str('intersection'),0.074,False
Completed,0.73,17,1533,680,0.818,0.797,str('intersection'),0.098,True
Completed,0.73,34,4932,4388,0.303,0.191,str('kl'),0.018,False
Completed,0.73,26,3194,1365,0.608,0.646,str('kl'),0.049,True
Completed,0.73,13,548,4125,0.239,0.009,str('intersection'),0.068,True
Completed,0.73,36,313,526,0.834,0.727,str('kl'),0.03,True
Completed,0.73,8,3166,4239,0.287,0.276,str('intersection'),0.085,False
Completed,0.73,14,4943,2456,0.623,0.825,str('intersection'),0.071,True
Completed,0.73,25,1544,3742,0.014,0.188,str('kl'),0.033,False
Completed,0.73,37,1945,1766,0.487,0.076,str('kl'),0.015,True
Completed,0.73,9,4092,2979,0.876,0.936,str('intersection'),0.089,False
Completed,0.73,15,2784,1196,0.214,0.477,str('intersection'),0.064,True
Completed,0.73,27,1183,4982,0.666,0.525,str('kl'),0.051,False
Completed,0.73,12,767,2183,0.133,0.949,str('intersection'),0.038,True
Completed,0.73,24,2914,3391,0.74,0.063,str('kl'),0.076,False
Completed,0.73,18,3950,172,0.42,0.602,str('kl'),0.079,True
Completed,0.73,10,2349,3964,0.965,0.401,str('intersection'),0.025,False
Completed,0.73,14,1655,923,0.533,0.353,str('intersection'),0.046,True
Completed,0.73,27,4507,4631,0.08,0.65,str('kl'),0.058,False
Completed,0.73,26,3628,1413,0.76,0.201,str('kl'),0.094,True
