Status,ACCURACY,RUNTIME,recent_samples_size,n_reference_samples,recent_samples_proportion,threshold
Completed,0.12,2331,4928,4843,0.001,0.978
Completed,0.15,410,5000,4773,0.001,0.001
Completed,0.06,555,422,4885,0.001,0.307
Completed,0.06,173,1,2601,0.999,0.999
Completed,0.13,456,906,3324,0.001,0.001
Completed,0.16,582,783,2150,0.999,0.229
Completed,0.04,816,2061,2442,0.907,0.934
Completed,0.04,733,12,4467,0.282,0.132
Completed,0.08,507,2587,4759,0.609,0.12
Completed,0.13,482,384,1455,0.666,0.486
Completed,0.06,767,2398,4106,0.041,0.696
Completed,0.08,564,485,3433,0.189,0.501
Completed,0.14,479,659,2022,0.354,0.645
Completed,0.12,474,1420,4984,0.976,0.418
Completed,0.17,1139,2796,437,0.025,0.886
Completed,0.1,514,988,3939,0.718,0.968
Completed,0.12,675,234,28,0.82,0.863
Completed,0.07,819,2022,189,0.226,0.423
Completed,0.06,578,282,2852,0.6,0.633
Completed,0.08,526,706,4843,0.07,0.851
Completed,0.1,213,574,1234,0.484,0.995
Completed,0.06,585,2271,3272,0.857,0.193
Completed,0.07,599,434,4276,0.881,0.014
Completed,0.11,448,2869,4021,0.211,0.237
Completed,0.13,482,1181,3691,0.413,0.482
Completed,0.04,1095,99,2271,0.016,0.369
Completed,0.03,814,2111,4618,0.64,0.564
Completed,0.04,812,134,3483,0.959,0.944
Completed,0.09,448,2542,3231,0.133,0.805
Completed,0.11,508,871,4146,0.491,0.539
Completed,0.09,494,2441,2595,0.718,0.386
Completed,0.31,570,1844,1148,0.156,0.329
Completed,0.42,1987,4752,437,0.999,0.183
Completed,0.18,481,5000,3564,0.999,0.259
Completed,0.15,562,5000,4490,0.999,0.644
Completed,0.44,3299,3645,312,0.999,0.118
Completed,0.06,195,1,4473,0.999,0.999
Completed,0.09,588,2659,4324,0.999,0.565
Completed,0.08,605,132,1028,0.344,0.123
Completed,0.05,334,1,3862,0.999,0.751
Completed,0.16,419,5000,1441,0.999,0.977
Completed,0.1,520,166,992,0.999,0.668
Completed,0.24,1173,1711,180,0.196,0.662
Completed,0.34,754,5000,979,0.999,0.001
Completed,0.26,804,5000,1876,0.999,0.001
Completed,0.05,432,1,3993,0.001,0.001
Completed,0.16,627,5000,4304,0.001,0.001
Completed,0.16,656,3083,2917,0.999,0.001
Completed,0.18,426,3062,2148,0.704,0.565
Completed,0.07,667,394,3444,0.079,0.491
Completed,0.15,245,1920,210,0.825,0.981
Completed,0.16,423,4584,4200,0.45,0.087
Completed,0.36,844,3815,776,0.189,0.213
Completed,0.12,419,1478,4884,0.564,0.855
Completed,0.27,516,1207,1269,0.34,0.366
Completed,0.17,439,3539,3073,0.965,0.691
Completed,0.22,647,3252,458,0.267,0.755
Completed,0.1,494,910,3962,0.89,0.173
Completed,0.22,512,1738,2192,0.139,0.666
Completed,0.19,462,4065,3390,0.512,0.282
Completed,0.27,545,4883,1821,0.75,0.405
Completed,0.05,654,2209,2511,0.377,0.542
Completed,0.08,604,147,1141,0.653,0.049
Completed,0.08,617,2805,4529,0.029,0.878
Completed,0.23,469,2636,992,0.922,0.315
Completed,0.05,571,276,4669,0.299,0.738
Completed,0.11,477,2354,1678,0.543,0.234
Completed,0.19,493,4700,2663,0.17,0.839
Completed,0.15,434,4248,2362,0.408,0.962
Completed,0.17,452,1594,3230,0.781,0.109
Completed,0.27,573,781,620,0.061,0.614
Completed,0.14,471,3420,3790,0.684,0.438
Completed,0.28,565,3678,1411,0.11,0.007
Completed,0.14,436,1029,2921,0.736,0.924
Completed,0.31,562,1305,926,0.481,0.415
Completed,0.14,454,3949,4744,0.856,0.528
Completed,0.27,1503,4449,47,0.595,0.654
Completed,0.03,751,2093,4373,0.22,0.29
Completed,0.13,547,573,1977,0.997,0.799
Completed,0.11,499,2924,3605,0.372,0.133
Completed,0.42,1087,2877,276,0.148,0.468
Completed,0.08,475,541,4134,0.522,0.604
Completed,0.05,693,2144,2057,0.262,0.111
Completed,0.17,474,4476,3535,0.884,0.942
Completed,0.27,648,4000,1335,0.631,0.816
Completed,0.16,480,1332,3007,0.009,0.236
Completed,0.28,515,983,686,0.775,0.729
Completed,0.12,461,3646,4974,0.402,0.342
Completed,0.2,497,3320,2277,0.835,0.149
Completed,0.1,463,647,3305,0.459,0.794
Completed,0.42,2006,1709,387,0.698,0.304
Completed,0.16,528,4367,4033,0.074,0.627
Completed,0.3,568,4815,1226,0.32,0.504
Completed,0.06,560,2473,4443,0.944,0.429
Completed,0.06,652,176,1750,0.214,0.918
Completed,0.1,522,2502,2582,0.589,0.026
Completed,0.17,496,2686,1588,0.491,0.715
Completed,0.03,983,32,2754,0.866,0.353
Completed,0.1,588,2343,1057,0.105,0.862
Completed,0.15,441,4983,4603,0.729,0.194
Completed,0.39,1595,4199,530,0.975,0.071
Completed,0.1,448,1838,3880,0.35,0.986
Completed,0.14,507,791,2428,0.621,0.477
Completed,0.15,558,3137,3164,0.245,0.591
Completed,0.19,516,3512,855,0.554,0.901
Completed,0.11,484,1156,4815,0.18,0.047
Completed,0.27,486,1510,1496,0.915,0.552
Completed,0.2,471,3861,2836,0.293,0.377
Completed,0.26,539,4616,1907,0.04,0.251
Completed,0.18,456,1966,3675,0.662,0.677
Completed,0.44,979,367,132,0.433,0.172
Completed,0.1,432,3011,4288,0.807,0.775
Completed,0.33,633,2975,652,0.388,0.037
Completed,0.05,590,326,4940,0.762,0.891
Completed,0.03,754,2008,1368,0.017,0.387
Completed,0.2,425,4651,3042,0.642,0.561
Completed,0.24,557,3903,2091,0.903,0.686
Completed,0.16,406,1547,3570,0.278,0.26
Completed,0.2,596,1119,241,0.501,0.765
Completed,0.14,421,3470,4101,0.127,0.162
Completed,0.22,447,3184,1795,0.574,0.347
Completed,0.13,417,823,2625,0.202,0.709
Completed,0.3,623,1806,1183,0.953,0.2
Completed,0.15,428,4152,4399,0.33,0.868
Completed,0.12,524,4951,343,0.092,0.992
Completed,0.05,593,2298,3989,0.715,0.077
Completed,0.04,774,78,2322,0.439,0.585
Completed,0.11,486,2717,3348,0.812,0.472
Completed,0.11,490,2549,2462,0.233,0.788
Completed,0.04,630,208,3198,0.605,0.143
Completed,0.22,529,2441,495,0.361,0.633
Completed,0.17,433,4767,3847,0.984,0.31
Completed,0.33,664,4336,1022,0.747,0.435
Completed,0.14,470,1663,4569,0.123,0.509
Completed,0.18,470,693,1622,0.843,0.02
Completed,0.15,475,3352,2788,0.47,0.912
Completed,0.28,1260,3610,90,0.794,0.594
Completed,0.1,448,941,4242,0.419,0.459
Completed,0.15,432,1373,1951,0.673,0.952
Completed,0.18,463,4036,3719,0.048,0.121
Completed,0.29,552,4518,1541,0.309,0.246
Completed,0.05,659,2182,2879,0.935,0.826
Completed,0.23,450,503,812,0.158,0.332
Completed,0.1,401,2835,4770,0.532,0.72
Completed,0.17,472,2965,1302,0.947,0.93
Completed,0.1,452,608,3108,0.325,0.013
Completed,0.06,636,2057,742,0.584,0.522
Completed,0.15,393,4408,4850,0.211,0.409
Completed,0.49,6879,3912,175,0.464,0.284
Completed,0.13,437,1263,4166,0.838,0.648
Completed,0.19,425,1071,2181,0.071,0.139
Completed,0.16,518,3715,3479,0.693,0.805
Completed,0.26,691,3388,1098,0.012,0.748
Completed,0.09,441,734,4484,0.636,0.324
Completed,0.22,476,1641,1865,0.397,0.829
Completed,0.22,477,4280,2554,0.772,0.224
Completed,0.24,530,4745,2237,0.527,0.099
Completed,0.06,638,2385,3433,0.151,0.953
Completed,0.26,456,244,414,0.881,0.448
Completed,0.09,483,2591,3918,0.257,0.624
Completed,0.33,544,2773,585,0.667,0.183
Completed,0.04,756,99,3756,0.042,0.765
Completed,0.07,552,2256,2396,0.804,0.272
Completed,0.19,458,4915,3264,0.428,0.657
Completed,0.28,522,4111,1712,0.183,0.532
Completed,0.2,458,1770,2698,0.558,0.395
Completed,0.15,483,879,956,0.288,0.888
Completed,0.13,418,3206,4635,0.912,0.059
Completed,0.23,451,3580,2021,0.355,0.497
Completed,0.13,434,1243,3648,0.978,0.571
Completed,0.12,494,3774,4328,0.616,0.975
Completed,0.26,730,4546,883,0.869,0.849
Completed,0.15,400,1878,4699,0.495,0.207
Completed,0.14,453,436,1455,0.724,0.697
Completed,0.15,512,3100,2965,0.102,0.372
Completed,0.28,604,3114,368,0.848,0.671
Completed,0.07,515,460,4052,0.474,0.276
Completed,0.23,514,1913,2296,0.743,0.75
Completed,0.19,450,4552,3286,0.118,0.178
Completed,0.26,613,3768,1730,0.364,0.052
Completed,0.18,500,1407,2603,0.989,0.875
Completed,0.26,480,1219,1247,0.228,0.402
Completed,0.13,430,3565,4423,0.603,0.545
Completed,0.11,384,3240,2039,0.163,0.976
Completed,0.12,564,884,3553,0.535,0.092
Completed,0.36,1402,1784,295,0.306,0.569
Completed,0.16,422,4135,4116,0.929,0.487
Completed,0.38,1093,4890,665,0.676,0.363
Completed,0.05,651,2241,4995,0.053,0.694
Completed,0.05,702,95,1355,0.789,0.216
Completed,0.11,523,2739,2987,0.416,0.853
Completed,0.16,488,2605,1514,0.504,0.418
Completed,0.06,674,269,2818,0.131,0.524
Completed,0.22,458,2419,837,0.899,0.004
Completed,0.14,417,4751,4833,0.275,0.927
Completed,0.45,4230,4275,154,0.022,0.804
Completed,0.15,452,1606,4266,0.645,0.128
Completed,0.16,425,710,1885,0.385,0.649
Completed,0.15,458,3374,3697,0.758,0.295
Completed,0.31,631,3749,1076,0.442,0.231
Completed,0.1,488,1076,4585,0.817,0.842
Completed,0.25,505,1278,1570,0.087,0.317
Completed,0.2,458,3937,2772,0.712,0.736
Completed,0.22,534,4384,2449,0.958,0.609
Completed,0.03,791,2042,3143,0.333,0.443
Completed,0.16,217,604,509,0.571,0.967
Completed,0.12,422,2931,3901,0.196,0.105
Completed,0.16,415,2831,2210,0.285,0.299
Completed,0.08,521,470,3372,0.908,0.632
Completed,0.19,555,2157,439,0.187,0.154
Completed,0.16,446,4503,3981,0.561,0.789
Completed,0.23,500,4051,1161,0.799,0.915
Completed,0.13,413,1397,4508,0.425,0.029
Completed,0.2,438,975,1800,0.67,0.507
Completed,0.2,420,3614,2532,0.048,0.425
Completed,0.46,2670,3327,229,0.722,0.116
Completed,0.08,540,678,4181,0.097,0.937
Completed,0.23,465,1658,2129,0.874,0.464
Completed,0.18,456,4302,3463,0.498,0.609
Completed,0.26,631,4802,1289,0.237,0.732
Completed,0.08,505,2446,3053,0.613,0.339
Completed,0.11,558,222,756,0.359,0.813
Completed,0.07,497,2573,4904,0.983,0.239
Completed,0.25,460,2712,908,0.066,0.548
Completed,0.03,820,44,4762,0.69,0.38
Completed,0.08,565,2273,1429,0.467,0.904
Completed,0.2,441,4937,2903,0.843,0.043
Completed,0.25,487,4167,1956,0.582,0.167
Completed,0.17,441,1831,3626,0.206,0.78
Completed,0.12,468,3188,4352,0.327,0.672
Completed,0.23,464,3446,1660,0.876,0.865
Completed,0.15,444,1105,2681,0.254,0.191
Completed,0.29,537,1542,1010,0.53,0.712
Completed,0.15,451,3869,4651,0.156,0.356
Completed,0.39,1173,4686,599,0.394,0.482
Completed,0.03,738,2013,3811,0.768,0.587
Completed,0.09,516,341,2383,0.016,0.066
Completed,0.09,488,2999,3209,0.639,0.991
Completed,0.21,513,3045,1844,0.056,0.197
Completed,0.08,522,372,2575,0.681,0.87
Completed,0.31,631,1982,1119,0.411,0.35
Completed,0.15,485,4640,4464,0.786,0.706
Completed,0.34,1213,3836,396,0.54,0.581
Completed,0.14,418,1495,3936,0.166,0.476
Completed,0.12,271,1151,2255,0.926,0.997
Completed,0.16,436,3478,3415,0.301,0.072
Completed,0.34,618,3151,721,0.992,0.39
Completed,0.09,483,815,4871,0.369,0.558
Completed,0.3,575,1873,1323,0.598,0.034
Completed,0.18,477,4204,3087,0.225,0.895
Completed,0.23,487,4977,2163,0.479,0.77
Completed,0.06,545,2309,3497,0.851,0.157
Completed,0.04,1105,8,193,0.115,0.681
Completed,0.09,623,2671,4148,0.738,0.265
Completed,0.1,1131,2536,25,0.338,0.947
Completed,0.05,641,180,4307,0.961,0.125
Completed,0.12,491,2488,2001,0.194,0.599
Completed,0.18,450,4839,3669,0.567,0.454
Completed,0.29,535,4343,1474,0.82,0.33
Completed,0.19,466,1694,2946,0.447,0.722
Completed,0.25,487,642,864,0.708,0.249
Completed,0.11,531,3286,4718,0.084,0.823
Completed,0.22,497,3660,2416,0.65,0.638
Completed,0.14,446,1006,3244,0.025,0.305
Completed,0.25,571,1366,565,0.755,0.783
Completed,0.17,443,4005,3777,0.38,0.148
Completed,0.33,770,4471,975,0.134,0.023
Completed,0.04,772,2110,4617,0.509,0.909
Completed,0.15,481,517,1694,0.27,0.431
Completed,0.13,460,2863,2716,0.896,0.512
Completed,0.19,499,2900,1204,0.623,0.832
Completed,0.07,506,558,4378,0.25,0.221
Completed,0.04,674,2088,1774,0.97,0.745
Completed,0.22,431,4415,2646,0.348,0.327
Completed,0.23,513,3983,2340,0.11,0.452
Completed,0.15,436,1310,3330,0.732,0.619
Completed,0.42,1283,1043,325,0.488,0.095
Completed,0.14,475,3702,4007,0.861,0.957
Completed,0.26,523,3416,1389,0.436,0.519
Completed,0.11,506,747,3021,0.811,0.413
Completed,0.17,767,1569,631,0.035,0.933
Completed,0.14,414,4233,4961,0.659,0.01
Completed,0.46,3943,4715,259,0.92,0.134
Completed,0.07,598,2378,4082,0.296,0.81
Completed,0.09,633,309,2073,0.55,0.289
Completed,0.1,453,2641,3588,0.175,0.643
Completed,0.17,429,2781,1930,0.781,0.086
Completed,0.04,727,132,3740,0.405,0.97
Completed,0.36,629,2204,110,0.628,0.493
Completed,0.17,416,4848,4222,0.004,0.575
Completed,0.27,720,4099,793,0.265,0.699
Completed,0.13,522,1744,4789,0.889,0.369
Completed,0.15,512,925,1559,0.144,0.847
Completed,0.16,505,3276,2861,0.519,0.21
Completed,0.41,1394,3534,475,0.219,0.267
Completed,0.13,484,1173,3867,0.593,0.662
Completed,0.2,471,1453,2482,0.316,0.188
Completed,0.17,447,3799,3178,0.939,0.76
Completed,0.23,572,4599,1604,0.701,0.885
Completed,0.2,473,1945,2807,0.079,0.062
Completed,0.18,536,428,1041,0.83,0.535
Completed,0.11,439,3067,4551,0.456,0.392
Completed,0.15,342,3086,1050,0.248,0.959
Completed,0.06,535,413,4532,0.621,0.097
Completed,0.27,486,1943,1619,0.345,0.617
Completed,0.21,463,4602,2801,0.969,0.451
Completed,0.21,436,3799,2498,0.731,0.326
Completed,0.16,450,1458,3172,0.108,0.743
Completed,0.38,849,1191,483,0.859,0.223
Completed,0.14,433,3518,3849,0.486,0.834
Completed,0.24,449,3268,1548,0.809,0.641
Completed,0.13,454,931,2862,0.434,0.287
Completed,0.26,593,1754,790,0.658,0.812
Completed,0.15,430,4086,4802,0.033,0.136
Completed,0.04,669,2191,4236,0.919,0.935
Completed,0.05,637,123,1919,0.173,0.411
Completed,0.1,456,2787,3741,0.548,0.517
Completed,0.14,544,2652,2088,0.403,0.208
Completed,0.06,600,297,3582,0.778,0.845
Completed,0.16,480,4720,4064,0.626,0.702
Completed,0.38,1102,4225,639,0.887,0.577
Completed,0.13,405,1576,4943,0.262,0.494
Completed,0.12,427,758,1405,0.517,0.968
Completed,0.16,418,3402,3015,0.142,0.084
Completed,0.45,2077,3701,321,0.59,0.394
Completed,0.13,434,1047,4020,0.217,0.537
Completed,0.19,460,1328,2329,0.937,0.06
Completed,0.18,442,3967,3331,0.314,0.883
Completed,0.23,555,4434,1763,0.076,0.758
Completed,0.03,828,2073,2647,0.699,0.186
Completed,0.18,489,556,1200,0.455,0.663
Completed,0.11,434,2902,4392,0.828,0.269
Completed,0.2,488,2861,1685,0.682,0.074
Completed,0.06,356,520,2735,0.058,0.999
Completed,0.08,552,2129,959,0.788,0.475
Completed,0.15,403,4456,4623,0.413,0.579
Completed,0.25,714,4023,549,0.167,0.704
Completed,0.14,442,1350,3783,0.543,0.348
Completed,0.14,433,1006,2408,0.304,0.873
Completed,0.18,411,3665,3262,0.928,0.199
Completed,0.32,589,3297,875,0.371,0.263
Completed,0.07,486,629,4717,0.993,0.68
Completed,0.28,493,1686,1477,0.226,0.159
Completed,0.2,520,4349,2933,0.6,0.772
Completed,0.23,513,4830,2005,0.854,0.896
Completed,0.08,503,2494,3655,0.48,0.036
Completed,0.38,1022,192,35,0.74,0.556
Completed,0.08,465,2523,4306,0.118,0.388
Completed,0.2,428,2662,178,0.962,0.821
Completed,0.03,707,13,4154,0.34,0.247
Completed,0.09,507,2320,2154,0.569,0.725
Completed,0.19,439,4965,3516,0.195,0.332
Completed,0.31,585,4215,1314,0.449,0.456
Completed,0.19,515,1859,3105,0.822,0.601
Completed,0.31,516,807,705,0.087,0.124
Completed,0.1,423,3158,4877,0.709,0.945
Completed,0.2,431,3496,2258,0.027,0.514
Completed,0.13,445,1135,3402,0.651,0.434
Completed,0.18,338,1494,407,0.381,0.907
Completed,0.16,436,3840,3935,0.757,0.021
Completed,0.32,636,4638,1129,0.511,0.146
Completed,0.15,458,1985,4462,0.136,0.781
Completed,0.11,534,391,1848,0.897,0.308
Completed,0.16,480,3030,2562,0.273,0.64
Completed,0.17,483,2998,2365,0.906,0.424
Completed,0.07,601,344,3217,0.283,0.505
Completed,0.04,774,2032,593,0.559,0.031
Completed,0.16,502,4671,3827,0.186,0.917
Completed,0.26,520,3886,1003,0.424,0.791
Completed,0.13,417,1525,4667,0.797,0.156
Completed,0.21,439,1104,1642,0.045,0.63
Completed,0.19,441,3450,2690,0.669,0.298
Completed,0.09,443,843,4341,0.72,0.815
Completed,0.24,526,1823,1970,0.497,0.337
Completed,0.17,443,4174,3622,0.872,0.73
Completed,0.28,608,4927,1442,0.61,0.607
Completed,0.06,536,2279,2899,0.235,0.462
Completed,0.05,707,55,909,0.981,0.939
Completed,0.08,483,2699,4751,0.356,0.118
Completed,0.23,441,2564,750,0.689,0.674
Completed,0.04,691,228,4920,0.064,0.258
Completed,0.15,569,2458,1271,0.84,0.778
Completed,0.2,441,4789,3061,0.466,0.165
Completed,0.24,466,4312,2111,0.205,0.042
Completed,0.15,487,1644,3471,0.579,0.902
Completed,0.43,1085,670,222,0.325,0.382
Completed,0.13,427,3334,4198,0.95,0.551
Completed,0.14,242,3632,1814,0.252,0.989
Completed,0.15,453,959,2528,0.875,0.064
Completed,0.27,513,1397,1163,0.155,0.588
Completed,0.15,422,4055,4497,0.528,0.484
Completed,0.42,2056,4501,440,0.765,0.358
Completed,0.04,667,2160,3970,0.393,0.714
Completed,0.11,486,489,2224,0.637,0.189
Completed,0.11,507,2815,3368,0.014,0.863
Completed,0.33,616,2950,527,0.475,0.543
Completed,0.09,554,589,3893,0.851,0.4
Completed,0.03,775,2041,2455,0.12,0.878
Completed,0.19,471,4387,3127,0.745,0.054
Completed,0.27,541,3936,1576,0.99,0.18
Completed,0.17,522,1282,2756,0.366,0.752
Completed,0.27,477,1093,1094,0.605,0.275
Completed,0.14,459,3732,4576,0.229,0.669
Completed,0.21,463,3366,1884,0.538,0.854
Completed,0.1,493,717,3708,0.164,0.218
Completed,0.25,926,1617,140,0.931,0.692
Completed,0.16,456,4261,4270,0.309,0.361
Completed,0.34,876,4762,824,0.055,0.485
Completed,0.06,538,2406,4837,0.678,0.568
Completed,0.1,538,259,1513,0.417,0.094
Completed,0.09,589,2611,2829,0.791,0.978
Completed,0.2,470,2751,1361,0.133,0.297
Completed,0.03,776,82,2971,0.506,0.651
Completed,0.17,475,2232,684,0.278,0.127
Completed,0.13,431,4896,4986,0.9,0.802
Completed,0.18,407,4127,313,0.647,0.925
Completed,0.16,404,1791,4107,0.024,0.002
Completed,0.17,429,894,2045,0.76,0.527
Completed,0.14,439,3226,3537,0.386,0.42
Completed,0.29,538,3565,1234,0.819,0.103
Completed,0.11,464,1223,4426,0.444,0.965
Completed,0.24,495,1425,1728,0.714,0.445
Completed,0.2,446,3752,2614,0.09,0.611
Completed,0.23,444,4571,2295,0.335,0.738
Completed,0.18,500,1897,3297,0.959,0.32
Completed,0.17,409,458,355,0.198,0.84
Completed,0.12,452,3117,4056,0.574,0.229
Completed,0.2,500,3093,1456,0.322,0.807
Completed,0.08,525,444,2954,0.945,0.141
Completed,0.29,710,1892,896,0.209,0.646
Completed,0.15,462,4536,4695,0.582,0.283
Completed,0.14,443,1430,4324,0.463,0.52
Completed,0.2,465,1238,2023,0.692,0.015
Completed,0.12,545,3589,3637,0.069,0.932
Completed,0.3,534,3221,938,0.634,0.622
Completed,0.1,468,860,4644,0.009,0.446
Completed,0.18,508,1766,1706,0.77,0.954
Completed,0.21,506,4113,2714,0.395,0.102
Completed,0.22,473,4911,2390,0.15,0.226
Completed,0.06,588,2257,3280,0.525,0.831
Completed,0.12,557,116,567,0.255,0.322
Completed,0.1,435,2755,3765,0.88,0.746
Completed,0.35,608,2586,427,0.04,0.057
Completed,0.05,597,245,3914,0.665,0.886
Completed,0.1,466,2401,2238,0.427,0.397
Completed,0.19,453,4728,3422,0.801,0.534
Completed,0.26,481,4295,1867,0.556,0.659
Completed,0.2,466,1622,2543,0.181,0.274
Completed,0.22,450,731,1111,0.911,0.763
Completed,0.13,388,3390,4481,0.286,0.181
Completed,0.23,481,3728,2175,0.976,0.374
Completed,0.13,424,1059,3495,0.353,0.698
Completed,0.49,4038,1257,157,0.613,0.205
Completed,0.16,545,3921,4175,0.241,0.848
Completed,0.18,297,4402,723,0.494,0.973
