Status,ACCURACY,RUNTIME,recent_samples_size,n_reference_samples,recent_samples_proportion,threshold
Completed,0.91,0,2449,4767,0.338,0.428
Completed,0.91,0,152,1145,0.925,0.971
Completed,0.91,0,2546,2570,0.178,0.012
Completed,0.92,11,3159,34,0.461,0.132
Completed,0.91,0,709,3608,0.709,0.857
Completed,0.91,0,1848,2308,0.056,0.308
Completed,0.91,0,4286,4046,0.806,0.706
Completed,0.91,0,3962,823,0.078,0.756
Completed,0.91,0,1548,2874,0.826,0.234
Completed,0.91,0,1053,1827,0.407,0.683
Completed,0.91,0,3439,4464,0.657,0.332
Completed,0.91,0,2889,2006,0.94,0.468
Completed,0.91,0,432,4369,0.191,0.553
Completed,0.91,1,2125,336,0.544,0.098
Completed,0.91,0,4555,3286,0.295,0.886
Completed,0.91,0,4421,539,0.866,0.272
Completed,0.91,0,2025,3176,0.116,0.747
Completed,0.91,0,576,2111,0.648,0.165
Completed,0.91,0,2980,4162,0.401,0.813
Completed,0.91,0,3663,1702,0.246,0.95
Completed,0.91,0,1222,4652,0.993,0.038
Completed,0.91,0,1335,640,0.27,0.61
Completed,0.91,0,3782,3003,0.521,0.399
Completed,0.91,0,4064,2433,0.347,0.076
Completed,0.91,0,1680,3858,0.596,0.911
Completed,0.89,2,922,218,0.138,0.485
Completed,0.91,0,3337,3479,0.887,0.523
Completed,0.91,0,2679,942,0.733,0.646
Completed,0.91,0,251,2680,0.483,0.372
Completed,0.91,0,2306,1400,0.75,0.789
Completed,0.91,0,4766,4974,0.002,0.188
Completed,0.91,0,4790,1183,0.424,0.379
Completed,0.91,0,2203,2609,0.675,0.605
Completed,0.91,0,198,1467,0.092,0.062
Completed,0.91,0,2811,4729,0.84,0.959
Completed,0.91,0,3362,2193,0.561,0.839
Completed,0.91,0,819,3931,0.312,0.176
Completed,0.91,3,1625,149,0.954,0.725
Completed,0.91,0,4195,3724,0.204,0.265
Completed,0.91,0,3895,1790,0.912,0.215
Completed,0.91,0,1301,4427,0.164,0.799
Completed,0.91,0,1100,860,0.572,0.35
Completed,0.91,0,3706,2911,0.322,0.638
Completed,0.91,1,3091,453,0.043,0.503
Completed,0.91,0,541,3402,0.792,0.48
Completed,0.91,0,1904,1889,0.443,0.935
Completed,0.91,0,4466,4252,0.692,0.085
Completed,0.91,0,4687,2073,0.155,0.695
Completed,0.91,0,2071,4123,0.905,0.282
Completed,0.91,0,330,578,0.362,0.864
Completed,0.91,0,2914,3215,0.609,0.154
Completed,0.91,0,3572,755,0.767,0.017
Completed,0.91,0,1000,3118,0.02,0.992
Completed,0.91,0,1445,1587,0.747,0.419
Completed,0.91,0,3986,4536,0.496,0.567
Completed,0.91,0,4330,255,0.635,0.89
Completed,0.91,0,1726,3517,0.386,0.119
Completed,0.91,0,674,2395,0.848,0.545
Completed,0.91,0,3271,3821,0.099,0.443
Completed,0.91,0,2589,1284,0.257,0.321
Completed,0.91,0,29,4858,0.507,0.657
Completed,0.91,0,2416,1058,0.228,0.24
Completed,0.91,0,4968,2797,0.976,0.779
Completed,0.92,11,4932,83,0.2,0.114
Completed,0.91,0,2375,3696,0.949,0.902
Completed,0.91,0,65,2259,0.285,0.447
Completed,0.91,0,2630,3958,0.534,0.532
Completed,0.91,0,3230,1418,0.812,0.668
Completed,0.91,0,639,4718,0.065,0.317
Completed,0.91,0,1767,1233,0.671,0.766
Completed,0.91,0,4366,2619,0.421,0.244
Completed,0.91,0,4027,1937,0.711,0.294
Completed,0.91,0,1481,4261,0.463,0.692
Completed,0.91,0,959,405,0.804,0.143
Completed,0.91,0,3536,3393,0.054,0.868
Completed,0.91,0,2950,930,0.333,0.988
Completed,0.91,0,371,2942,0.583,0.029
Completed,0.91,0,2035,1720,0.184,0.572
Completed,0.91,0,4646,4395,0.931,0.408
Completed,0.91,0,4507,1614,0.47,0.812
Completed,0.91,0,1939,4603,0.719,0.211
Completed,0.91,0,501,728,0.016,0.627
