Status,ACCURACY,RUNTIME,recent_samples_size,n_samples,n_clusters,threshold
Completed,0.75,5,1305,766,1,0.999
Completed,0.73,1,1369,4744,1,0.999
Completed,0.75,5,1514,1178,1,0.944
Completed,0.75,4,1319,1233,3,0.999
Completed,0.73,3,887,2287,1,0.886
Completed,0.73,2,3840,3763,1,0.939
Completed,0.74,4,469,619,1,0.684
Completed,0.75,8,431,236,6,0.857
Completed,0.74,11,405,94,7,0.925
Completed,0.74,2,3827,3864,1,0.999
Completed,0.72,2,359,3352,7,0.965
Completed,0.75,4,1436,1291,1,0.791
Completed,0.75,4,710,559,2,0.956
Completed,0.74,4,1373,1024,2,0.999
Completed,0.73,1,1,3537,8,0.999
Completed,0.74,9,4803,3110,3,0.84
Completed,0.73,2,1064,2548,1,0.891
Completed,0.73,1,3318,5000,6,0.999
Completed,0.73,9,387,3479,8,0.999
Completed,0.73,2,467,2276,1,0.888
Completed,0.75,13,96,47,5,0.197
Completed,0.73,2,784,2113,1,0.999
Completed,0.74,129,5000,940,5,0.001
Completed,0.74,2,3292,3413,1,0.77
Completed,0.75,4,3421,1313,1,0.841
Completed,0.75,5,3809,981,1,0.727
Completed,0.73,2,1134,4736,1,0.832
Completed,0.74,3,599,755,1,0.738
Completed,0.75,4,3522,1197,1,0.724
Completed,0.73,1,2174,4733,1,0.95
Completed,0.74,14,1055,1741,1,0.761
Completed,0.74,2,1990,2968,3,0.999
Completed,0.72,36,236,20,7,0.209
Completed,0.73,1,1,1364,1,0.692
Completed,0.74,4,1369,1474,1,0.999
Completed,0.73,20,4405,5000,7,0.932
Completed,0.74,7,736,1117,1,0.672
Completed,0.71,45,2207,13,1,0.524
Completed,0.73,2,1693,4709,1,0.805
Completed,0.73,3,1,5000,8,0.999
Completed,0.73,2,2393,3066,2,0.957
Completed,0.74,5,1146,1102,1,0.709
Completed,0.75,4,823,572,2,0.999
Completed,0.72,59,228,4083,3,0.904
Completed,0.74,2,1857,3648,2,0.927
Completed,0.74,2,3877,4622,1,0.999
Completed,0.75,5,3651,965,2,0.979
Completed,0.75,5,1098,663,3,0.999
Completed,0.75,11,3272,490,1,0.656
Completed,0.74,4,3475,1220,6,0.999
Completed,0.75,6,398,440,3,0.852
Completed,0.73,2,1656,2786,1,0.909
Completed,0.74,4,1143,1330,5,0.999
Completed,0.74,3,1118,1303,1,0.966
Completed,0.74,20,4553,2388,6,0.999
Completed,0.75,5,2428,281,1,0.684
Completed,0.75,8,775,489,4,0.845
Completed,0.73,1,257,4481,1,0.999
Completed,0.74,11,251,71,10,0.892
Completed,0.73,1,1,5000,1,0.999
Completed,0.74,5,843,704,3,0.925
