Status,ACCURACY,RUNTIME,recent_samples_size,n_samples,n_clusters,threshold
Completed,0.91,0,3683,1777,1,0.999
Completed,0.91,0,5000,2117,3,0.001
Completed,0.91,0,5000,1840,5,0.999
Completed,0.91,0,5000,410,1,0.999
Completed,0.91,0,2634,5000,1,0.999
Completed,0.91,0,5000,925,10,0.999
Completed,0.91,0,3590,652,10,0.999
Completed,0.91,0,5000,4717,10,0.266
Completed,0.91,0,5000,540,10,0.772
Completed,0.91,0,5000,1236,10,0.001
Completed,0.91,0,5000,562,1,0.001
Completed,0.91,0,2658,331,10,0.001
Completed,0.91,0,5000,3039,10,0.999
Completed,0.91,0,5000,2629,1,0.999
Completed,0.91,0,5000,652,1,0.548
Completed,0.91,0,5000,3153,1,0.001
Completed,0.91,0,5000,2949,10,0.001
Completed,0.91,0,5000,2693,1,0.001
Completed,0.91,0,1,4815,10,0.999
Completed,0.91,0,5000,2129,10,0.999
Completed,0.91,0,5000,2126,1,0.999
Completed,0.91,0,5000,2928,1,0.001
Completed,0.91,3,3594,157,10,0.999
Completed,0.91,0,1,407,1,0.398
Completed,0.91,0,5000,4338,10,0.001
Completed,0.91,0,1,4331,1,0.001
Completed,0.91,0,5000,665,1,0.999
Completed,0.91,0,5000,1420,1,0.001
Completed,0.91,0,1,1178,10,0.001
Completed,0.91,0,5000,4198,1,0.001
Completed,0.91,0,5000,3007,1,0.999
Completed,0.91,0,1,3724,1,0.001
Completed,0.91,0,5000,4780,1,0.001
Completed,0.91,0,5000,982,10,0.001
Completed,0.91,0,1729,326,6,0.343
Completed,0.91,0,4322,2868,1,0.506
Completed,0.91,0,3632,1686,9,0.06
Completed,0.91,0,1175,4144,4,0.85
Completed,0.91,0,277,2114,2,0.887
Completed,0.91,0,2733,4656,8,0.21
Completed,0.91,0,4675,838,5,0.733
Completed,0.91,0,2081,3295,9,0.426
Completed,0.91,0,2188,1437,4,0.184
Completed,0.91,0,4801,3983,10,0.969
Completed,0.91,0,2841,301,3,0.462
Completed,0.91,0,404,2755,7,0.627
Completed,0.91,0,755,1038,9,0.602
Completed,0.91,0,3192,3584,3,0.3
Completed,0.91,0,3903,2265,6,0.76
Completed,0.91,0,1290,4720,2,0.08
Completed,0.91,0,1517,2426,10,0.711
Completed,0.91,0,3915,4967,5,0.379
Completed,0.91,0,3376,1148,7,0.931
Completed,0.91,0,802,3607,3,0.22
Completed,0.91,0,5000,3472,1,0.999
Completed,0.91,0,5000,1145,10,0.001
Completed,0.91,0,5000,799,1,0.574
Completed,0.91,0,1,1518,10,0.001
