Status,ACCURACY,RUNTIME,recent_samples_size,n_samples,feature_proportion,n_clusters,confidence
Completed,0.73,4,1863,3987,0.391,12,0.01
Completed,0.75,11,2365,279,0.921,32,0.005
Completed,0.75,6,3713,1255,0.27,23,0.05
Completed,0.75,7,1573,915,0.729,11,0.005
Failed,,,3382,3102,0.74,7,0.005
Failed,,,138,2307,0.449,31,0.25
Failed,,,2072,4079,0.076,48,0.05
Failed,,,3753,1096,0.859,15,0.025
Failed,,,924,1,0.385,4,0.25
Failed,,,2980,1,0.618,50,0.25
Failed,,,5000,1,0.986,20,0.001
Failed,,,5000,1,0.972,22,0.001
Failed,,,5000,706,0.715,19,0.005
Failed,,,3898,2390,0.999,41,0.001
Failed,,,4958,12,0.867,47,0.005
Failed,,,1703,9,0.178,12,0.1
Failed,,,2909,2918,0.106,50,0.001
Failed,,,3251,28,0.267,34,0.25
Failed,,,2790,4816,0.897,50,0.025
Failed,,,721,592,0.169,14,0.25
Failed,,,1443,3605,0.295,10,0.1
Failed,,,4450,1569,0.516,30,0.01
Failed,,,3860,2860,0.048,2,0.25
Failed,,,2179,2396,0.762,35,0.01
Failed,,,50,4305,0.636,43,0.001
Failed,,,3294,1029,0.428,19,0.05
Failed,,,1492,371,0.607,22,0.1
Failed,,,4498,4888,0.329,42,0.25
Failed,,,4895,3869,0.461,28,0.001
Failed,,,2961,1892,0.081,45,0.01
