Status,ACCURACY,RUNTIME,recent_samples_size,n_samples,feature_proportion,n_clusters,confidence
Completed,0.41,36,2860,4930,0.001,1,0.025
Completed,0.47,57,4176,4230,0.683,50,0.005
Completed,0.56,67,1791,2293,0.001,1,0.005
Completed,0.54,65,4689,2947,0.001,1,0.005
Completed,0.48,54,1737,4145,0.999,30,0.05
Completed,0.49,54,1763,3712,0.316,1,0.025
Completed,0.54,67,4869,2979,0.999,50,0.1
Completed,0.61,157,1240,485,0.999,34,0.1
Completed,0.61,165,4197,764,0.999,50,0.001
Completed,0.61,161,4817,843,0.267,1,0.25
Completed,0.58,125,1418,1335,0.999,1,0.05
Completed,0.62,211,3259,308,0.815,47,0.01
Completed,0.54,73,4308,3352,0.68,19,0.25
Completed,0.6,243,3166,722,0.001,40,0.005
Completed,0.57,102,1724,1993,0.357,50,0.025
Completed,0.58,88,1762,1878,0.999,10,0.05
Completed,0.61,153,4748,937,0.999,8,0.05
Completed,0.61,200,1475,730,0.999,12,0.1
Completed,0.54,60,1760,2942,0.999,1,0.001
Completed,0.58,106,4696,1980,0.999,42,0.001
Completed,0.32,20,1,5000,0.001,1,0.01
Completed,0.61,199,1284,542,0.999,30,0.05
Completed,0.31,23,1,2729,0.001,1,0.1
Completed,0.52,65,4649,3634,0.999,50,0.1
Completed,0.49,47,4147,5000,0.001,27,0.01
Completed,0.6,104,857,746,0.999,49,0.01
Completed,0.57,86,4298,2235,0.999,50,0.05
Completed,0.54,79,4793,2635,0.999,50,0.25
Completed,0.49,52,4093,4404,0.001,1,0.025
Completed,0.48,58,1742,3725,0.999,22,0.25
Completed,0.53,50,1753,3510,0.451,1,0.025
Completed,0.43,40,1055,4931,0.999,50,0.025
Completed,0.6,142,4195,1086,0.212,50,0.001
Completed,0.54,67,3912,2789,0.999,23,0.005
Completed,0.58,113,4391,2109,0.001,50,0.05
Completed,0.58,106,4250,1872,0.768,50,0.25
Completed,0.61,180,1672,750,0.999,50,0.05
Completed,0.5,47,1164,3122,0.001,5,0.05
Completed,0.48,101,3715,4922,0.001,24,0.001
Completed,0.61,198,1063,462,0.999,38,0.005
Completed,0.61,181,1696,743,0.999,50,0.025
Completed,0.57,92,1702,2040,0.999,12,0.05
Completed,0.6,125,1820,1217,0.999,4,0.05
Completed,0.61,330,1497,478,0.001,28,0.001
Completed,0.58,106,4057,1703,0.999,50,0.05
Completed,0.53,60,1737,3507,0.999,50,0.01
Completed,0.54,78,1813,3072,0.999,1,0.1
Completed,0.54,62,4154,3504,0.001,8,0.005
Completed,0.57,96,4258,2189,0.206,1,0.01
Completed,0.55,85,1781,3273,0.497,50,0.001
Completed,0.61,209,4895,745,0.516,50,0.05
Completed,0.5,54,4901,4041,0.481,1,0.05
Completed,0.62,273,1297,281,0.001,50,0.25
Completed,0.55,66,4568,3188,0.999,14,0.01
Completed,0.57,104,4200,2370,0.999,50,0.001
Completed,0.6,497,4836,1145,0.001,50,0.001
Completed,0.62,237,4876,526,0.655,26,0.025
Completed,0.61,272,4657,507,0.999,50,0.01
Completed,0.55,92,4011,2649,0.999,1,0.025
Completed,0.56,71,1837,2391,0.999,1,0.25
Completed,0.54,68,4655,2889,0.001,50,0.01
Completed,0.48,72,4291,4562,0.001,50,0.001
Completed,0.48,60,5000,4548,0.396,25,0.01
Completed,0.55,77,1900,2601,0.387,1,0.01
Completed,0.58,108,1714,1557,0.999,1,0.05
Completed,0.46,51,1363,4804,0.445,1,0.025
Completed,0.48,68,1856,4839,0.999,1,0.025
Completed,0.53,58,1742,3391,0.399,1,0.01
Completed,0.52,71,1748,3574,0.366,1,0.01
Completed,0.53,64,1795,3392,0.999,29,0.025
Completed,0.47,52,4169,4217,0.568,1,0.05
Completed,0.46,42,1700,4853,0.645,50,0.01
Completed,0.6,124,4166,1287,0.598,26,0.25
Completed,0.58,77,1799,2044,0.458,1,0.005
Completed,0.53,95,4086,2842,0.001,1,0.001
Completed,0.61,200,1781,632,0.366,1,0.05
Completed,0.6,170,3839,1211,0.999,12,0.25
Completed,0.59,166,3818,1270,0.515,1,0.025
Completed,0.49,55,1803,4023,0.001,23,0.005
Completed,0.61,656,4771,205,0.001,1,0.025
Completed,0.53,68,4708,3396,0.001,50,0.01
Completed,0.57,91,1850,2349,0.181,1,0.05
Completed,0.53,73,1800,2811,0.768,1,0.01
Completed,0.48,52,4698,4560,0.999,1,0.001
Completed,0.49,61,1799,3697,0.51,1,0.005
Completed,0.62,226,4486,720,0.999,30,0.01
Completed,0.62,179,4659,695,0.999,31,0.1
Completed,0.62,193,4742,689,0.001,11,0.005
Completed,0.61,222,4739,806,0.999,1,0.05
Completed,0.54,60,4895,3115,0.475,50,0.1
Completed,0.51,75,3123,2616,0.001,1,0.25
Completed,0.45,37,1115,4528,0.001,1,0.025
Completed,0.48,56,1770,4503,0.001,40,0.05
Completed,0.58,90,1573,1649,0.661,50,0.1
Completed,0.6,165,4318,972,0.001,24,0.005
Completed,0.46,59,1453,5000,0.435,50,0.005
Completed,0.54,54,3717,3301,0.001,50,0.025
Completed,0.54,78,1863,2717,0.001,50,0.025
Completed,0.61,128,1173,785,0.999,1,0.001
Completed,0.49,57,4075,4776,0.001,22,0.01
Completed,0.51,63,1295,2804,0.001,1,0.01
Completed,0.42,38,2711,3828,0.999,24,0.001
Completed,0.48,72,4842,4539,0.999,1,0.025
Completed,0.58,104,4346,2072,0.001,1,0.025
Completed,0.53,60,3799,3204,0.001,23,0.1
Completed,0.49,65,4982,4099,0.001,1,0.025
Completed,0.53,83,3992,2773,0.999,30,0.1
Completed,0.48,44,4757,4815,0.001,50,0.05
Completed,0.48,58,4257,4913,0.705,50,0.01
Completed,0.57,71,1804,2140,0.999,36,0.005
Completed,0.54,63,3845,3198,0.001,50,0.025
Completed,0.51,61,4788,3667,0.001,23,0.1
Completed,0.59,101,1284,1126,0.999,1,0.025
Completed,0.59,136,4398,1212,0.999,50,0.1
Completed,0.53,56,1788,3221,0.999,1,0.05
Completed,0.55,76,4795,2699,0.578,50,0.01
Completed,0.47,50,1741,3761,0.542,50,0.01
Completed,0.48,45,1649,4745,0.001,50,0.1
Completed,0.59,101,1713,1490,0.999,50,0.05
Completed,0.54,94,4012,2755,0.001,1,0.01
Completed,0.61,178,5000,923,0.999,28,0.05
Completed,0.4,33,614,4077,0.499,50,0.001
Completed,0.48,70,4052,4323,0.557,50,0.1
Completed,0.46,52,1743,3802,0.58,18,0.001
Completed,0.54,60,4063,3143,0.001,1,0.05
Completed,0.48,47,1596,4963,0.001,50,0.05
Completed,0.49,50,1729,4473,0.999,50,0.1
Completed,0.54,52,5000,3479,0.767,1,0.001
Completed,0.56,79,1881,2319,0.999,1,0.025
Completed,0.61,205,1111,532,0.999,1,0.001
Completed,0.46,57,1852,4238,0.714,1,0.01
Completed,0.53,65,1883,2807,0.999,20,0.025
Completed,0.47,115,3933,4432,0.001,19,0.005
Completed,0.47,50,4266,3931,0.537,23,0.25
Completed,0.46,45,1844,3957,0.999,1,0.1
Completed,0.46,45,3677,3796,0.999,50,0.001
Completed,0.58,97,1624,1548,0.001,4,0.05
Completed,0.45,55,3465,5000,0.488,1,0.1
Completed,0.42,37,818,3951,0.001,49,0.05
Completed,0.58,82,1882,1863,0.001,1,0.025
Completed,0.47,62,3961,3798,0.999,1,0.01
Completed,0.49,60,4691,3787,0.001,50,0.05
Completed,0.58,89,4578,1801,0.001,50,0.025
Completed,0.49,52,1846,4593,0.779,1,0.005
Completed,0.55,82,1803,2288,0.472,50,0.25
Completed,0.56,80,1830,2198,0.001,20,0.1
Completed,0.49,46,3696,4436,0.999,50,0.05
Completed,0.48,50,1633,4786,0.999,50,0.05
Completed,0.49,45,4085,5000,0.999,29,0.05
Completed,0.52,53,1737,3398,0.001,50,0.05
Completed,0.5,53,4895,3718,0.001,1,0.1
Completed,0.47,63,5000,3900,0.999,1,0.25
Completed,0.47,45,3920,4571,0.999,26,0.05
Completed,0.54,73,1759,3308,0.999,50,0.05
Completed,0.58,96,1836,1746,0.001,9,0.001
Completed,0.45,57,933,3598,0.999,1,0.025
Completed,0.53,63,1728,2801,0.341,1,0.025
Completed,0.59,102,1880,1497,0.456,1,0.001
Completed,0.61,154,1708,962,0.29,50,0.01
Completed,0.56,97,4643,2354,0.426,28,0.001
Completed,0.59,104,1811,1664,0.001,1,0.025
Completed,0.56,69,4398,2441,0.999,22,0.001
Completed,0.61,193,4696,706,0.999,33,0.025
Completed,0.49,50,3653,4719,0.001,50,0.05
Completed,0.47,75,4942,4218,0.001,23,0.025
Completed,0.61,116,1266,806,0.999,1,0.005
Completed,0.54,96,4097,2949,0.999,16,0.005
Completed,0.53,66,3458,2258,0.712,20,0.05
Completed,0.58,81,1619,1856,0.999,31,0.005
Completed,0.49,53,1783,4011,0.999,50,0.25
Completed,0.6,113,3411,976,0.467,1,0.01
Completed,0.53,70,1773,3061,0.999,50,0.001
Completed,0.61,144,4043,1175,0.999,28,0.025
Completed,0.54,61,4130,3462,0.999,6,0.005
Completed,0.48,39,1616,4676,0.999,24,0.1
Completed,0.61,127,3481,848,0.999,1,0.005
Completed,0.54,62,3949,3216,0.001,20,0.025
Completed,0.48,67,4206,4941,0.999,1,0.01
Completed,0.57,69,4218,2192,0.001,1,0.025
Completed,0.54,50,1738,3275,0.001,32,0.25
Completed,0.57,87,1028,1345,0.26,50,0.25
Completed,0.6,114,1889,1334,0.265,50,0.01
Completed,0.61,381,1166,199,0.999,50,0.01
Completed,0.61,159,1662,624,0.999,27,0.05
Completed,0.53,62,1818,3064,0.465,1,0.01
Completed,0.58,94,4322,2165,0.999,29,0.025
Completed,0.46,57,1681,4183,0.511,50,0.01
Completed,0.48,61,3831,4143,0.514,22,0.25
Completed,0.54,94,3958,3048,0.999,1,0.025
Completed,0.61,224,2683,249,0.679,50,0.005
Completed,0.49,64,405,1304,0.035,1,0.05
Completed,0.61,103,3375,865,0.521,1,0.05
Completed,0.49,46,1781,4687,0.528,1,0.025
Completed,0.47,43,1706,4602,0.504,50,0.05
Completed,0.56,86,5000,2351,0.001,1,0.025
Completed,0.59,123,1788,1118,0.999,50,0.005
Completed,0.48,51,1724,4466,0.562,33,0.005
Completed,0.5,106,1717,3539,0.001,34,0.001
Completed,0.61,182,3927,996,0.368,1,0.05
Completed,0.47,34,1214,4018,0.279,21,0.25
Completed,0.52,49,531,1170,0.668,35,0.025
Completed,0.6,97,4198,1352,0.39,4,0.1
Completed,0.56,68,4253,2540,0.807,7,0.025
Completed,0.41,37,2147,1558,0.499,47,0.001
Completed,0.59,92,3129,964,0.716,16,0.01
Completed,0.62,254,966,207,0.914,20,0.01
Completed,0.48,43,1425,3630,0.577,11,0.25
Completed,0.58,70,4936,2274,0.137,39,0.001
Completed,0.49,46,4582,4674,0.628,44,0.25
Completed,0.61,156,1852,684,0.07,9,0.1
Completed,0.61,111,1976,1029,0.45,29,0.05
Completed,0.54,57,2932,1704,0.148,15,0.25
Completed,0.55,63,4834,2997,0.252,6,0.001
Completed,0.52,45,2038,231,0.716,48,0.005
Completed,0.46,37,2732,2933,0.563,35,0.01
Completed,0.47,37,1369,4548,0.348,4,0.25
Completed,0.61,155,4733,733,0.912,45,0.025
Completed,0.41,32,814,3765,0.638,18,0.005
Completed,0.62,215,3086,255,0.072,34,0.025
Completed,0.47,40,3613,4910,0.992,23,0.1
Completed,0.48,39,248,1071,0.311,26,0.25
Completed,0.42,28,2290,2609,0.215,41,0.01
Completed,0.59,89,3778,1411,0.529,7,0.05
Completed,0.49,44,3765,4338,0.881,2,0.005
Completed,0.58,64,2278,385,0.315,49,0.05
Completed,0.55,71,3621,2135,0.595,18,0.005
Completed,0.48,40,3054,3031,0.455,26,0.25
Completed,0.53,48,782,1692,0.77,22,0.1
Completed,0.61,140,4488,790,0.055,42,0.001
Completed,0.54,49,4764,3504,0.562,40,0.05
Completed,0.41,29,2461,4973,0.228,34,0.005
Completed,0.61,116,3939,1000,0.544,19,0.05
Completed,0.49,45,2391,1303,0.609,44,0.001
Completed,0.59,93,3587,1179,0.325,25,0.01
Completed,0.42,38,2864,3950,0.746,33,0.25
Completed,0.62,270,762,147,0.057,17,0.05
Completed,0.53,48,1864,3533,0.469,1,0.025
Completed,0.57,67,4595,2372,0.775,48,0.005
Completed,0.5,45,4944,4420,0.268,47,0.1
Completed,0.6,115,1432,937,0.96,6,0.01
Completed,0.47,40,955,3060,0.549,16,0.1
Completed,0.49,43,3155,3271,0.816,20,0.05
Completed,0.61,293,4221,395,0.658,11,0.25
